target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1
C98852,1,,,,O=C(O)CCc1c(-c2ccccc2)[nH]c2ccccc12,Cc1nn(CC(=O)NN)c(C)c1Cl,Cc1nn(CC(=O)NNC(=O)CCc2c(-c3ccccc3)[nH]c3ccccc23)c(C)c1Cl,Amidation,,
C98349,1,,,,Cc1cccc2[nH]cc(CCC(=O)O)c12,Cc1nn(C(C)C(=O)NN)cc1Cl,Cc1nn(C(C)C(=O)NNC(=O)CCc2c[nH]c3cccc(C)c23)cc1Cl,Amidation,,
C98350,1,,,,Cc1cccc2[nH]cc(CCC(=O)O)c12,NCCn1cc(Cl)c(C(F)(F)F)n1,Cc1cccc2[nH]cc(CCC(=O)NCCn3cc(Cl)c(C(F)(F)F)n3)c12,Amidation,,
C98863,1,,,,O=C(O)CC(O)(c1c[nH]c2ccccc12)C(F)(F)F,Cc1nn(C(CN)C(C)C)c(C)c1Cl,Cc1nn(C(CNC(=O)CC(O)(c2c[nH]c3ccccc23)C(F)(F)F)C(C)C)c(C)c1Cl,Amidation,,
C98353,1,,,,Cc1[nH]c2ccccc2c1CCC(=O)O,CCC(CN)n1nc(C)c(Cl)c1Cl,CCC(CNC(=O)CCc1c(C)[nH]c2ccccc12)n1nc(C)c(Cl)c1Cl,Amidation,,
C98868,1,,,,Cc1ccc2[nH]c(-c3cccs3)c(CCC(=O)O)c2c1,NCCn1cc(Cl)c(C(F)(F)F)n1,Cc1ccc2[nH]c(-c3cccs3)c(CCC(=O)NCCn3cc(Cl)c(C(F)(F)F)n3)c2c1,Amidation,,
C98869,1,,,,Cc1ccc2[nH]c(-c3cccs3)c(CCC(=O)O)c2c1,Cc1nn(C(C)C(=O)NN)cc1Cl,Cc1ccc2[nH]c(-c3cccs3)c(CCC(=O)NNC(=O)C(C)n3cc(Cl)c(C)n3)c2c1,Amidation,,
C98871,1,,,,Cc1ccc2[nH]c(-c3cccs3)c(CCC(=O)O)c2c1,CCC(CN)n1nc(C)c(Cl)c1Cl,CCC(CNC(=O)CCc1c(-c2cccs2)[nH]c2ccc(C)cc12)n1nc(C)c(Cl)c1Cl,Amidation,,
C98364,1,,,,CC(CC(=O)O)c1c[nH]c2ccccc12,Cc1nn(C(C)C(=O)NN)cc1Cl,Cc1nn(C(C)C(=O)NNC(=O)CC(C)c2c[nH]c3ccccc23)cc1Cl,Amidation,,
C98365,1,,,,CC(CC(=O)O)c1c[nH]c2ccccc12,NCCn1cc(Cl)c(C(F)(F)F)n1,CC(CC(=O)NCCn1cc(Cl)c(C(F)(F)F)n1)c1c[nH]c2ccccc12,Amidation,,
C98366,1,,,,Cc1cccc2[nH]cc(CCC(=O)O)c12,CCC(CN)n1nc(C)c(Cl)c1Cl,CCC(CNC(=O)CCc1c[nH]c2cccc(C)c12)n1nc(C)c(Cl)c1Cl,Amidation,,
