,xx01zvns2b,xx01zvns2b,xx01zvns2b,a71ev2a,a71ev2a,a71ev2a,d68ev3c,d68ev3c,d68ev3c
,openbind_xx01zvns2b_c2_hit_analogues_85percent,openbind_xx01zvns2b_c2_hit_analogues_90percent,openbind_xx01zvns2b_c2_hit_analogues_95percent,openbind_a71ev2a_c2_hit_analogues_85percent,openbind_a71ev2a_c2_hit_analogues_90percent,openbind_a71ev2a_c2_hit_analogues_95percent,openbind_d68ev3c_c2_hit_analogues_85percent,openbind_d68ev3c_c2_hit_analogues_90percent,openbind_d68ev3c_c2_hit_analogues_95percent
smiles,,,,,,,,,
CCCc1noc(-c2ccc(O)cc2)n1,False,False,False,False,False,False,True,False,False
NCc1nc(-c2cccc(F)c2)no1,False,False,False,False,False,False,True,False,False
CCc1noc(Cc2ccc(N)cc2)n1,False,False,False,False,False,False,True,True,False
CC(N)c1nc(COc2ccccc2)no1,False,False,False,False,False,False,True,True,False
CCCc1nc(C(N)c2ccccc2)no1,False,False,False,False,False,False,True,True,False
NCCc1nc(-c2cccc(Cl)c2)no1,False,False,False,False,False,False,True,False,False
NCCCc1nc(-c2ccncc2)no1,False,False,False,False,False,False,True,False,False
Fc1ccc(Cc2noc(CCl)n2)cc1,False,False,False,False,False,False,True,False,False
OCCc1nc(-c2ccccc2)no1,False,False,False,False,False,False,True,False,False
CCc1ccc(-c2noc(C(C)N)n2)cc1,False,False,False,False,False,False,True,True,False
CC(N)c1noc(COc2ccccc2)n1,False,False,False,False,False,False,True,False,False
COc1cccc(-c2noc(C(C)N)n2)c1,False,False,False,False,False,False,True,False,False
OCc1nc(Cc2cccc(F)c2)no1,False,False,False,False,False,False,True,False,False
O=C(O)Cc1nc(-c2ccccc2)no1,False,False,False,False,False,False,True,False,False
Cc1nsc(N2CC(C)OC(C)C2)n1,False,False,False,False,False,False,True,False,False
O=C(NC1CC1)C1CCNCC1,False,False,False,False,False,False,True,False,False
Cc1ccc(NC(=O)CC#N)cc1,False,False,False,False,False,False,True,False,False
CNCC(=O)Nc1ccc(C)cc1,False,False,False,False,False,False,True,False,False
CNC(=O)Cc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
COCC(=O)Nc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
CCC(=O)Nc1ccc(C#N)cc1,False,False,False,False,False,False,True,False,False
O=C(NCC1CC1)C1CCCNC1,False,False,False,False,False,False,True,False,False
Nc1cccc(NCC2CC2)c1,False,False,False,False,False,False,True,False,False
CC(=O)Nc1ccc(CCN)cc1,False,False,False,False,False,False,True,False,False
O=C(NC1CC1)C1CCCNC1,False,False,False,False,False,False,True,False,False
NC(=O)CCNc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
CN(C(=O)CC#N)c1ccccc1,False,False,False,False,False,False,True,False,False
CC(C)C(=O)NCC1CCCNC1,False,False,False,False,False,False,True,False,False
Nc1ccc(NC(=O)C2CC2)cc1,False,False,False,False,False,False,True,True,False
CC(N)C(=O)Nc1ccccc1,False,False,False,False,False,False,True,False,False
CC(=O)CC(=O)Nc1ccccc1,False,False,False,False,False,False,True,False,False
CN(C(=O)CCN)c1ccccc1,False,False,False,False,False,False,True,False,False
CC(C)CNC(=O)C1CCNCC1,False,False,False,False,False,False,True,False,False
CC(Nc1ccccc1)C1CC1,False,False,False,False,False,False,True,False,False
O=C1NCCCC1CC1CC1,False,False,False,False,False,False,True,False,False
CC(C)C(=O)Nc1ccc(Cl)cc1,False,False,False,False,False,False,True,False,False
CC(=O)Nc1ccc(CC=O)cc1,False,False,False,False,False,False,True,False,False
CNCC1CCC(C(=O)NC)CC1,False,False,False,False,False,False,True,False,False
NCCC(=O)Nc1ccc(Br)cc1,False,False,False,False,False,False,True,False,False
CN(C)C(=O)CNc1ccccc1,False,False,False,False,False,False,True,False,False
CC(N)CC(=O)Nc1ccccc1,False,False,False,False,False,False,True,False,False
CNCc1ccc(NC(C)=O)cc1,False,False,False,False,False,False,True,False,False
CCCC(=O)Nc1ccccc1N,False,False,False,False,False,False,True,False,False
O=C(NC1CCCNC1)C1CC1,False,False,False,False,False,False,True,False,False
O=C(NC1CC1)c1ccccc1,False,False,False,False,False,False,True,False,False
CC1CC1C(=O)Nc1ccccc1,False,False,False,False,False,False,True,True,False
CCc1ccc(NC(=O)CC#N)cc1,False,False,False,False,False,False,True,False,False
O=C(CC1CC1)Nc1ccccc1,False,False,False,False,False,False,True,True,False
O=C(NC1CCNCC1)C1CC1,False,False,False,False,False,False,True,False,False
CCC(=O)Nc1cccc(CN)c1,False,False,False,False,False,False,True,False,False
CCC(=O)Nc1ccc(CN)cc1,False,False,False,False,False,False,True,False,False
CCNC(=O)Cc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
O=C(C1CC1)N1CCNCC1,False,False,False,False,False,False,True,False,False
C=CC(=O)Nc1ccc(C=O)cc1,False,False,False,False,False,False,True,False,False
O=C(CC1CC1)N1CCNCC1,False,False,False,False,False,False,True,False,False
CC(C)CNC(=O)C1CCCNC1,False,False,False,False,False,False,True,False,False
NCCCC(=O)Nc1ccc(Cl)cc1,False,False,False,False,False,False,True,False,False
O=C(NCCN1CCNCC1)C1CC1,False,False,False,False,False,False,True,False,False
CCC(=O)Nc1cccc(CO)c1,False,False,False,False,False,False,True,False,False
CCC(=O)Nc1cccc(C#N)c1,False,False,False,False,False,False,True,False,False
NCC(=O)Nc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
CC(C)C(=O)Nc1ccccc1,False,False,False,False,False,False,True,True,False
CCC(=O)Nc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
CC(=O)Nc1ccc(N=[N+]=[N-])cc1,False,False,False,False,False,False,True,False,False
CNC(=O)CCc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
CCC(=O)Nc1cccc(N)c1,False,False,False,False,False,False,True,False,False
O=C(Nc1ccccc1)C1CCC1,False,False,False,False,False,False,True,False,False
CC(C)C(=O)Nc1ccc(Br)cc1,False,False,False,False,False,False,True,False,False
NC(=O)CCNc1ccccc1N,False,False,False,False,False,False,True,False,False
CNc1ccc(NC(C)=O)cc1,False,False,False,False,False,False,True,False,False
CCC(=O)Nc1cccc(SC)c1,False,False,False,False,False,False,True,False,False
O=C(O)c1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
NCc1cccc2cc[nH]c12,False,False,False,False,False,False,True,False,False
NCCc1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
O=Cc1cccc2cc[nH]c12,False,False,False,False,False,False,True,False,False
NCCCc1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
Cn1ccc2cc(C=O)ccc21,False,False,False,False,False,False,True,False,False
CC(=O)c1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,True,False
CNCc1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
NC(=O)c1cc2ccccn2c1,False,False,False,False,False,False,True,False,False
C=C(C)c1ccc2cc[nH]c2c1,False,False,False,False,False,False,True,False,False
O=Cc1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
Cc1cc2cc[nH]c2cc1C,False,False,False,False,False,False,True,False,False
Cn1ccc2cc(CN)ccc21,False,False,False,False,False,False,True,False,False
O=C(O)c1ccc2cc[nH]c2c1,False,False,False,False,False,False,True,False,False
CC(=O)c1ccc2[nH]ncc2c1,False,False,False,False,False,False,True,False,False
NC(=S)c1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
NCc1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
NC(=O)c1ccc2cn[nH]c2c1,False,False,False,False,False,False,True,True,False
CNC(=O)c1cccc2cc[nH]c12,False,False,False,False,False,False,True,True,False
NC(=S)c1ccc2cc[nH]c2c1,False,False,False,False,False,False,True,False,False
NC(=O)c1ccc2ncccc2c1,False,False,False,False,False,False,True,False,False
CC(N)c1ccc2cc[nH]c2c1,False,False,False,False,False,False,True,False,False
CC(N)c1ccc2[nH]ncc2c1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
O=C(CCl)c1ccc2[nH]ccc2c1,False,False,False,False,False,False,True,False,False
Cc1cc(C)cc(OCC(=O)O)c1,False,False,False,False,False,False,True,False,False
COc1ccccc1OCCC(=O)O,False,False,False,False,False,False,True,False,False
Cc1ccc(OCCCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
O=C(O)COc1ccc(O)cc1,False,False,False,False,False,False,True,True,False
CCc1cccc(OCC(=O)O)c1,False,False,False,False,False,False,True,False,False
Cc1cccc(OCCC(=O)O)c1,False,False,False,False,False,False,True,False,False
N#Cc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
CCOc1ccccc1OCC(=O)O,False,False,False,False,False,False,True,False,False
CCOc1ccc(OCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CCOc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
C=CCOc1ccc(C=CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CC(Oc1ccc(C#N)cc1)C(=O)O,False,False,False,False,False,False,True,False,False
N#Cc1ccc(CCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CCOc1ccc(OC(=O)CCl)cc1,False,False,False,False,False,False,True,False,False
CN(C)CCOc1ccc(C#N)cc1,False,False,False,False,False,False,True,False,False
Cc1cccc(OCCCC(=O)O)c1,False,False,False,False,False,False,True,False,False
N#Cc1cccc(OCC(=O)O)c1,False,False,False,False,False,False,True,True,False
COc1ccc(COCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
CCOc1ccc(CCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
COC(=O)COc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
CC(COc1ccccc1)C(=O)O,False,False,False,False,False,False,True,False,False
COC(=O)COc1ccc(Br)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1cccc(OCCBr)c1,False,False,False,False,False,False,True,False,False
COCCc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
O=Cc1cccc(OCCC(=O)O)c1,False,False,False,False,False,False,True,False,False
O=Cc1cccc(OCCCC(=O)O)c1,False,False,False,False,False,False,True,False,False
COc1ccc(CCCCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)COc1ccccc1CN,False,False,False,False,False,False,True,False,False
CCOC(=O)c1ccc(OCC#N)cc1,False,False,False,False,False,False,True,True,False
O=C(O)CCCCCc1ccc(O)cc1,False,False,False,False,False,False,True,False,False
N#CCCCOc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COc1ccc(COCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CCCOc1ccc(CCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COCCCOc1cccc(C(=O)O)c1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1ccc(CCN)cc1,False,False,False,False,False,False,True,False,False
CC(CCOc1ccccc1)C(=O)O,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1ccc(C=O)cc1,False,False,False,False,False,False,True,True,False
COCCCOc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1ccc(C#N)cc1,False,False,False,False,False,False,True,True,True
N#Cc1cccc(CNCC(=O)O)c1,False,False,False,False,False,False,True,False,False
CCOC(=O)C(O)Cc1ccccc1,False,False,False,False,False,False,True,False,False
CCOc1cccc(CC(=O)O)c1,False,False,False,False,False,False,True,False,False
COCCOc1cccc(CC(=O)O)c1,False,False,False,False,False,False,True,False,False
CC(COCc1ccccc1)C(=O)O,False,False,False,False,False,False,True,False,False
COC(=O)CCOc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)COCc1ccc(OC)cc1,False,False,False,False,False,False,True,True,False
CCCOc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)COc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
CCCOc1cccc(CC(=O)O)c1,False,False,False,False,False,False,True,False,False
O=Cc1cccc(OCC(=O)O)c1,False,False,False,False,False,False,True,False,False
CCOC(=O)CCc1cccc(C)c1,False,False,False,False,False,False,True,False,False
COc1ccc(COCCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COc1ccccc1OCC(=O)O,False,False,False,False,False,False,True,False,False
CC(OCCOc1ccccc1)C(=O)O,False,False,False,False,False,False,True,False,False
CNc1ccc(OCC(=O)OC)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)c1ccc(O)cc1,False,False,False,False,False,False,True,False,False
O=C(O)Cc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)C=Cc1ccc(C)cc1,False,False,False,False,False,False,True,False,False
Cc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
O=Cc1ccccc1OCC(=O)O,False,False,False,False,False,False,True,False,False
CCOc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)COc1ccc(C=O)cc1,False,False,False,False,False,False,True,True,False
CCc1ccc(OCCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
O=C(O)COc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)Cc1ccc(O)cc1,False,False,False,False,False,False,True,False,False
CC(C)Oc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COc1ccc(OC(C)=O)cc1,False,False,False,False,False,False,True,False,False
N#Cc1ccc(CCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(CCC=O)cc1,False,False,False,False,False,False,True,False,False
COCCOc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)C(C)OCc1ccccc1,False,False,False,False,False,False,True,False,False
CC(=O)Oc1ccc(CN)cc1,False,False,False,False,False,False,True,False,False
COc1cccc(OCCC(=O)O)c1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1ccc(I)cc1,False,False,False,False,False,False,True,False,False
COC(=O)C#Cc1ccc(C#N)cc1,False,False,False,False,False,False,True,True,False
COC(=O)c1ccc(OC(C)C)cc1,False,False,False,False,False,False,True,False,False
CC(=O)OCc1ccccc1C#N,False,False,False,False,False,False,True,False,False
N#Cc1cccc(OCCCCC(=O)O)c1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(OCCN)cc1,False,False,False,False,False,False,True,True,False
O=Cc1ccc(OCCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
COC(=O)Cc1ccc(OC(C)=O)cc1,False,False,False,False,False,False,True,False,False
CC(C)COc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)Cc1cccc(C#N)c1,False,False,False,False,False,False,True,False,False
CC(=O)Oc1ccc(C=O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)C=Cc1ccc(O)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)Cc1cccc(CO)c1,False,False,False,False,False,False,True,False,False
CC(COCC(=O)O)c1ccccc1,False,False,False,False,False,False,True,False,False
CCOc1cccc(C=CC(=O)O)c1,False,False,False,False,False,False,True,False,False
Cc1ccc(COCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
NCCc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
CCOc1cccc(CCC(=O)O)c1,False,False,False,False,False,False,True,False,False
COC(=O)C=Cc1ccc(OC)cc1,False,False,False,False,False,False,True,True,False
CCOC(=O)C=Cc1cccc(OC)c1,False,False,False,False,False,False,True,False,False
COc1cccc(C#CC(=O)O)c1,False,False,False,False,False,False,True,False,False
COC(=O)COc1ccc(CO)cc1,False,False,False,False,False,False,True,True,False
CCOc1ccccc1C=CC(=O)O,False,False,False,False,False,False,True,False,False
N#Cc1ccc(C=CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
N#CCOc1ccc(C=CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CCCOc1ccc(C=CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
N#Cc1cccc(CCC(=O)O)c1,False,False,False,False,False,False,True,False,False
CCOC(=O)C=Cc1ccc(OC)cc1,False,False,False,False,False,False,True,False,False
COC(=O)CCc1cccc(C=O)c1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1cccc(Br)c1,False,False,False,False,False,False,True,False,False
N#CCOc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,True,False
CCOC(=O)Cc1ccc(OCCO)cc1,False,False,False,False,False,False,True,False,False
CCCCc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1ccccc1O,False,False,False,False,False,False,True,True,False
COC(=O)Cc1ccc(C=O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COc1ccc(CCCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
COC(=O)c1ccc(OCCBr)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)Cc1ccc(CN)cc1,False,False,False,False,False,False,True,False,False
COC(=O)C=Cc1ccc(C=O)cc1,False,False,False,False,False,False,True,False,False
CC(=O)Oc1ccc(C=CCO)cc1,False,False,False,False,False,False,True,True,False
COC(=O)CCc1cccc(OC)c1,False,False,False,False,False,False,True,True,False
COC(=O)c1ccc(OCCF)cc1,False,False,False,False,False,False,True,False,False
O=C(O)c1ccc(OCCCCl)cc1,False,False,False,False,False,False,True,False,False
O=C(O)CC(=O)OCc1ccccc1,False,False,False,False,False,False,True,False,False
COC(=O)CCc1cccc(O)c1,False,False,False,False,False,False,True,False,False
COC(=O)CCc1ccc(CBr)cc1,False,False,False,False,False,False,True,False,False
C=CC(=O)Oc1ccc(CO)cc1,False,False,False,False,False,False,True,False,False
COc1ccc(OC=CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
Cc1ccc(OC=CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)Cc1ccc(OCCO)cc1,False,False,False,False,False,False,True,True,False
O=C(O)C(O)COCc1ccccc1,False,False,False,False,False,False,True,False,False
CC(CCCc1ccccc1)C(=O)O,False,False,False,False,False,False,True,False,False
CC(C)COc1ccc(CC#N)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1ccc(N)cc1,False,False,False,False,False,False,True,False,False
Cc1cccc(OCCCCC(=O)O)c1,False,False,False,False,False,False,True,False,False
O=C(O)CCCCc1cccc(O)c1,False,False,False,False,False,False,True,False,False
COC(=O)C#Cc1cccc(OC)c1,False,False,False,False,False,False,True,True,False
COC(=O)CCCOc1cccc(C=O)c1,False,False,False,False,False,False,True,False,False
COC(COc1ccccc1)C(=O)O,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(OCCCN)cc1,False,False,False,False,False,False,True,False,False
NCCCOc1cccc(C(=O)O)c1,False,False,False,False,False,False,True,False,False
CC(CCCC(=O)O)c1ccccc1,False,False,False,False,False,False,True,False,False
CCCCOC(=O)c1cccc(C)c1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1ccccc1C=O,False,False,False,False,False,False,True,False,False
NCc1cccc(OCC(=O)O)c1,False,False,False,False,False,False,True,False,False
CC(=O)Oc1ccc(CCl)cc1,False,False,False,False,False,False,True,False,False
COC(=O)CCCOc1ccc(CN)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1cccc(N)c1,False,False,False,False,False,False,True,False,False
CNCc1ccc(OCC(=O)OC)cc1,False,False,False,False,False,False,True,True,False
COc1ccc(C=CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)COc1cccc(CN)c1,False,False,False,False,False,False,True,True,False
CCOC(=O)c1ccc(C#N)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)c1ccc(OCCN)cc1,False,False,False,False,False,False,True,False,False
COC(=O)CCc1cccc(CN)c1,False,False,False,False,False,False,True,False,False
COc1ccc(CCCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1cccc(OCCN)c1,False,False,False,False,False,False,True,False,False
CNCc1cccc(OCC(=O)OC)c1,False,False,False,False,False,False,True,False,False
COc1cccc(CCC(=O)O)c1,False,False,False,False,False,False,True,False,False
CCc1ccc(CCOCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
N#Cc1ccc(COCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
Cc1cccc(OCC(=O)O)c1,False,False,False,False,False,False,True,False,False
CCCCCOc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
COc1ccc(OCCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
N#CC(CCc1ccccc1)C(=O)[O-],False,False,False,False,False,False,True,False,False
CCCCOc1cccc(C(=O)O)c1,False,False,False,False,False,False,True,False,False
COc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
CCC(CC(=O)O)Cc1ccccc1,False,False,False,False,False,False,True,False,False
O=C(O)Cc1ccc(OCCO)cc1,False,False,False,False,False,False,True,True,False
CCOc1ccc(C=CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
O=C(O)CCCCc1ccc(O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)C=Cc1ccc(OCCBr)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)Cc1ccc(C#N)cc1,False,False,False,False,False,False,True,True,False
CCOC(=O)CCOCc1ccc(OC)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)Cc1cccc(C#N)c1,False,False,False,False,False,False,True,True,False
CC(=O)Oc1ccc(OC(C)=O)cc1,False,False,False,False,False,False,True,False,False
CCCCOc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)CCOc1ccc(OC)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1cccc(C#N)c1,False,False,False,False,False,False,True,True,False
CCc1ccc(CCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
C#Cc1cccc(OCC(=O)O)c1,False,False,False,False,False,False,True,False,False
COCCOc1cccc(C(=O)O)c1,False,False,False,False,False,False,True,False,False
CCCc1ccc(C#CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CCC(COc1ccccc1)C(=O)O,False,False,False,False,False,False,True,False,False
O=C(O)COc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CC(=O)Oc1cccc(C(=O)O)c1,False,False,False,False,False,False,True,False,False
CCOC(=O)COc1ccccc1C#N,False,False,False,False,False,False,True,True,False
COC(=O)COc1cccc(CBr)c1,False,False,False,False,False,False,True,True,False
COC(=O)c1cccc(OCCCN)c1,False,False,False,False,False,False,True,False,False
COC(=O)CCCc1ccc(OC)cc1,False,False,False,False,False,False,True,True,False
COC(=O)COc1ccc(CCN)cc1,False,False,False,False,False,False,True,True,False
COC(=O)COc1ccc(O)cc1,False,False,False,False,False,False,True,True,False
CC(C)COc1cccc(CC#N)c1,False,False,False,False,False,False,True,False,False
CCCCCCOc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(C=CC#N)cc1,False,False,False,False,False,False,True,False,False
N#Cc1ccccc1OCC(=O)O,False,False,False,False,False,False,True,True,False
COc1cccc(COCC(=O)O)c1,False,False,False,False,False,False,True,True,False
CCOC(=O)COc1ccc(O)cc1,False,False,False,False,False,False,True,True,False
NCCOc1cccc(CC(=O)O)c1,False,False,False,False,False,False,True,False,False
NCCCc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccccc1OCC#N,False,False,False,False,False,False,True,False,False
Cc1ccccc1COCC(=O)O,False,False,False,False,False,False,True,False,False
COC(=O)COc1ccccc1C=O,False,False,False,False,False,False,True,False,False
COc1ccc(C#CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)Cc1ccc(CO)cc1,False,False,False,False,False,False,True,False,False
CN(C)CCOc1ccc(C=O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(C#CCO)cc1,False,False,False,False,False,False,True,False,False
CCCC(CC(=O)O)c1ccccc1,False,False,False,False,False,False,True,False,False
[N-]=[N+]=NCCOc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
C#Cc1ccc(OCCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
N#CCCc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
Cc1ccccc1OCC(=O)O,False,False,False,False,False,False,True,False,False
C#CCOc1cccc(CC(=O)OC)c1,False,False,False,False,False,False,True,False,False
COC(=O)C#CCc1ccc(C)cc1,False,False,False,False,False,False,True,False,False
C#CCOc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(C=CC=O)cc1,False,False,False,False,False,False,True,False,False
CCOC(=O)c1cccc(OCCN)c1,False,False,False,False,False,False,True,False,False
COC(=O)CC(=O)OCc1ccccc1,False,False,False,False,False,False,True,False,False
C#CCCCOc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)CCc1ccc(CN)cc1,False,False,False,False,False,False,True,False,False
C#CCCCOc1ccc(C(=O)OC)cc1,False,False,False,False,False,False,True,False,False
CNCc1ccc(CC(=O)OC)cc1,False,False,False,False,False,False,True,False,False
C#CCOc1ccc(CC(=O)OC)cc1,False,False,False,False,False,False,True,False,False
NCc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CC(=O)OCc1ccc(OC(C)=O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(OCCCCN)cc1,False,False,False,False,False,False,True,False,False
CCCc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,True,False
N#CCc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
C#CCOc1cccc(CC(=O)O)c1,False,False,False,False,False,False,True,False,False
C#CC(=O)Oc1ccc(OC)cc1,False,False,False,False,False,False,True,False,False
COC(=O)CCCOc1ccc(C=O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)Cc1ccc(OCCBr)cc1,False,False,False,False,False,False,True,False,False
COC(=O)Cc1ccc(OCCCBr)cc1,False,False,False,False,False,False,True,False,False
N#CCc1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,True,True
CCCOc1ccccc1OCC(=O)O,False,False,False,False,False,False,True,False,False
CC(=O)c1ccc(OCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
CC(C)COc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
N#Cc1ccc(CSCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
C#Cc1ccc(CCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(C#N)cc1,False,False,False,False,False,False,True,False,False
CC=CCOc1ccc(C(=O)O)cc1,False,False,False,False,False,False,True,False,False
N#CCOc1cccc(CC(=O)O)c1,False,False,False,False,False,False,True,True,False
Cc1ccc(OCC(=O)O)cc1C,False,False,False,False,False,False,True,False,False
CC(C)c1cccc(OCC(=O)O)c1,False,False,False,False,False,False,True,False,False
N#CCC(Cc1ccccc1)C(=O)O,False,False,False,False,False,False,True,False,False
COc1ccc(OCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)c1ccc(CC#N)cc1,False,False,False,False,False,False,True,False,False
COc1ccc(C=NOCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
Cc1ccc(CCCCC(=O)O)cc1,False,False,False,False,False,False,True,False,False
COC(=O)Cc1ccc(OCCCN)cc1,False,False,False,False,False,False,True,False,False
COC(=O)Cc1ccc(OCCN)cc1,False,False,False,False,False,False,True,False,False
COC(=O)COc1ccc(CC(=O)O)cc1,False,False,False,False,False,False,True,False,False
