,xx01zvns2b,xx01zvns2b,xx01zvns2b,a71ev2a,a71ev2a,a71ev2a,d68ev3c,d68ev3c,d68ev3c
,openbind_xx01zvns2b_c2_hit_analogues_85percent,openbind_xx01zvns2b_c2_hit_analogues_90percent,openbind_xx01zvns2b_c2_hit_analogues_95percent,openbind_a71ev2a_c2_hit_analogues_85percent,openbind_a71ev2a_c2_hit_analogues_90percent,openbind_a71ev2a_c2_hit_analogues_95percent,openbind_d68ev3c_c2_hit_analogues_85percent,openbind_d68ev3c_c2_hit_analogues_90percent,openbind_d68ev3c_c2_hit_analogues_95percent
smiles,,,,,,,,,
CC1CNCCN1C(=O)c1cscn1,True,False,False,False,False,False,True,False,False
Cc1csc(NC(=O)C2CCCNC2)n1,True,False,False,False,False,False,True,False,False
CNC(=O)Cc1ccccc1N,True,False,False,True,False,False,True,False,False
NC(=O)Cc1ccccc1N,True,False,False,True,False,False,True,False,False
C=CC(=O)Nc1ccccc1C,True,False,False,True,False,False,True,False,False
NC(=O)c1ccncc1N,True,False,False,True,False,False,True,True,False
CC(=O)Nc1ccccc1CN,True,False,False,True,False,False,True,False,False
CC(=O)Nc1ccccc1CO,True,False,False,True,False,False,True,False,False
CNC(=O)CNc1ccccc1C,True,False,False,True,False,False,True,False,False
CN(C)c1ccncc1C=O,True,False,False,True,False,False,True,False,False
Cc1ccccc1NC(=O)CO,True,False,False,True,False,False,True,False,False
CC(=O)Nc1ccncc1N,True,True,False,True,True,False,True,True,False
CC(=O)Nc1ccccc1C,True,True,False,True,True,False,True,True,False
CC(=O)N(C)Cc1cccnc1,True,False,False,True,False,False,False,False,False
NC(=O)CCc1ccccc1N,True,False,False,True,False,False,True,False,False
CC(=O)Nc1ccc(C)cc1,True,False,False,True,False,False,True,False,False
CNC(=O)c1ccccc1N,True,False,False,True,False,False,True,False,False
NNC(=O)c1cnccc1N,True,True,False,True,True,False,True,False,False
CNC(=O)c1ccncc1NC,True,False,False,False,False,False,True,True,False
CC(=O)Nc1ccccc1CCl,True,False,False,True,False,False,True,False,False
CC(=O)Nc1ccccc1C#N,True,False,False,True,False,False,True,False,False
CNc1ccccc1C(N)=O,True,False,False,False,False,False,True,False,False
NC(=O)c1cncc(N)c1,True,False,False,True,False,False,True,False,False
CC(C)NC(=O)c1cccnc1,True,False,False,True,False,False,False,False,False
CC(=O)NCc1ccccc1N,True,False,False,True,False,False,True,False,False
Cc1ccccc1NC(=O)CCl,True,False,False,True,False,False,True,False,False
CC(=O)Nc1ccccc1C=O,True,False,False,True,False,False,True,False,False
C#Cc1ccccc1NC(C)=O,True,False,False,True,False,False,True,False,False
Cc1[nH][nH]c(=O)c1C,True,True,False,False,False,False,False,False,False
Cc1n[nH]c(C)c1CCO,True,False,False,False,False,False,False,False,False
N#Cc1n[nH]c2ccc(Cl)cc12,True,False,False,True,False,False,False,False,False
Cc1[nH]nc2ccccc12,True,True,False,True,True,False,False,False,False
Cc1n[nH]c2cc(N)ccc12,True,False,False,True,False,False,False,False,False
N#Cc1nccc2[nH]ccc12,True,False,False,True,False,False,False,False,False
OCCc1n[nH]c2ccccc12,True,True,False,True,True,False,False,False,False
OCc1n[nH]c2ccccc12,True,True,False,True,True,False,False,False,False
N#Cc1cccc2[nH]ncc12,True,False,False,True,False,False,True,False,False
ClCc1n[nH]c2ccccc12,True,True,False,True,True,False,False,False,False
Cc1n[nH]c2ccncc12,True,True,False,True,True,False,False,False,False
NCc1n[nH]c2ccccc12,True,True,False,True,True,False,False,False,False
N#Cc1n[nH]c2ccc(Br)cc12,True,False,False,True,False,False,False,False,False
O=Cc1n[nH]c2ccccc12,True,True,False,True,True,False,False,False,False
CC(N)Cc1n[nH]c2ccccc12,True,False,False,True,False,False,False,False,False
Cc1n[nH]c2ccc(Br)cc12,True,False,False,True,False,False,False,False,False
N#Cc1cc2cn[nH]c2cn1,True,False,False,True,False,False,False,False,False
NCCc1n[nH]c2ccccc12,True,True,False,True,True,False,False,False,False
Cc1n[nH]c2ccc(N)cc12,True,False,False,True,False,False,False,False,False
N#CCc1n[nH]c2ccccc12,True,True,True,True,True,True,False,False,False
Cc1n[nH]c2cc(Br)ccc12,True,False,False,True,False,False,False,False,False
Cc1n[nH]c2cc(I)ccc12,True,False,False,True,False,False,False,False,False
CC(=O)c1n[nH]c2ccccc12,True,False,False,True,False,False,False,False,False
N#Cc1n[nH]c2cc(N)ccc12,True,False,False,True,False,False,False,False,False
Cc1ccc2[nH]nc(C=O)c2c1,True,False,False,True,False,False,False,False,False
Cc1n[nH]c2cc(C=O)ccc12,True,False,False,True,False,False,False,False,False
Cc1n[nH]c2ccc(I)cc12,True,False,False,True,False,False,False,False,False
N#Cc1cccc2cn[nH]c12,True,False,False,True,False,False,False,False,False
Cc1n[nH]c2ccc(C=O)cc12,True,False,False,True,False,False,False,False,False
Cc1n[nH]c2cc(CN)ccc12,True,False,False,True,False,False,False,False,False
ClCCc1[nH]nc2ccccc12,True,True,False,True,True,False,False,False,False
O=Cc1n[nH]c2ccncc12,True,True,False,True,True,False,False,False,False
N#Cc1n[nH]c2cc(Br)ccc12,True,False,False,True,False,False,False,False,False
N#Cc1n[nH]c2ccc(CN)cc12,True,False,False,True,False,False,False,False,False
N#Cc1n[nH]c2cccnc12,True,False,False,True,False,False,False,False,False
OCc1n[nH]c2ccncc12,True,True,False,True,True,False,False,False,False
CNCc1n[nH]c2ccccc12,True,True,False,True,True,False,False,False,False
C#Cc1n[nH]c2ccccc12,True,True,True,True,True,True,False,False,False
O=Cc1n[nH]c2cnccc12,True,True,False,True,True,False,False,False,False
CCc1n[nH]c2ccccc12,True,True,True,True,True,True,False,False,False
Cc1cnc2nn(CCC(=O)O)cc2c1,True,False,False,False,False,False,False,False,False
CC(C)CCn1ncc2cc(C(=O)O)cnc21,True,False,False,False,False,False,False,False,False
CC(C)n1ncc2cc(C=O)cnc21,True,True,False,False,False,False,False,False,False
Cn1ncc2cc(CN)cnc21,True,False,False,False,False,False,False,False,False
Cc1cnc2c(cnn2CCC#N)c1,True,False,False,False,False,False,False,False,False
CCOC(=O)CCn1ncc2cc(C)cnc21,True,True,False,False,False,False,False,False,False
Cn1ncc2cc(C(=O)O)cnc21,True,True,False,False,False,False,False,False,False
Cn1ncc2cc(C=O)cnc21,True,False,False,False,False,False,False,False,False
O=C(O)Cn1ncc2cccnc21,True,False,False,False,False,False,False,False,False
Cc1nn(CC(=O)O)c2ncccc12,True,False,False,False,False,False,False,False,False
CCOC(=O)CCn1cc2cc(C)cnc2n1,True,False,False,False,False,False,False,False,False
CC(C(=O)O)c1cnc2c(cnn2C)c1,True,False,False,False,False,False,False,False,False
CC(C)n1ncc2cc(C#N)cnc21,True,False,False,False,False,False,False,False,False
Cn1ncc2cc(CCC(N)C(=O)O)cnc21,True,False,False,False,False,False,False,False,False
Cc1cnc2c(cnn2CCC(=O)O)c1,True,True,True,False,False,False,False,False,False
Cc1cnc2c(c1)c(C)nn2CC(=O)O,True,False,False,False,False,False,False,False,False
CC(C)n1ncc2cc(C(=O)O)cnc21,True,False,False,False,False,False,False,False,False
CC(C)Cn1ncc2cc(C(=O)O)cnc21,True,False,False,False,False,False,False,False,False
CCC(C)n1ncc2cc(C(=O)O)cnc21,True,False,False,False,False,False,False,False,False
Cc1cnc2nn(CC(=O)O)cc2c1,True,True,False,False,False,False,False,False,False
CCOC(=O)Cn1ncc2cc(C)cnc21,True,True,True,False,False,False,False,False,False
Cn1ncc2ccc(C(=O)O)nc21,True,False,False,False,False,False,False,False,False
O=C(O)Cn1ncc2cc(Br)cnc21,True,True,False,False,False,False,False,False,False
CC(C)n1ncc2cc(CCl)cnc21,True,False,False,False,False,False,False,False,False
NC(=O)C=Cc1ncc[nH]1,True,True,False,False,False,False,False,False,False
NNc1cccc2cnccc12,True,True,False,False,False,False,False,False,False
Nc1nccc2ccccc12,True,True,True,False,False,False,False,False,False
NNc1nncc2ccccc12,True,False,False,False,False,False,False,False,False
N#Cc1ccc2ccnc(N)c2c1,True,False,False,False,False,False,False,False,False
NNc1cccc2ccncc12,True,True,False,False,False,False,False,False,False
Nc1nccc2ncccc12,True,False,False,False,False,False,False,False,False
Nc1nccc2ccncc12,True,True,False,False,False,False,False,False,False
Nc1nccc2ccc(Br)cc12,True,False,False,False,False,False,False,False,False
Cc1ccc2c(N)nccc2c1,True,False,False,False,False,False,False,False,False
Nc1ncnc2ncccc12,True,False,False,False,False,False,False,False,False
Nc1nccc2ccc(F)cc12,True,False,False,False,False,False,False,False,False
Nc1nncc2ccccc12,True,False,False,False,False,False,False,False,False
CNc1nccc2ccc(Br)cc12,True,False,False,False,False,False,False,False,False
Cc1cccc2c(N)nccc12,True,False,False,False,False,False,False,False,False
Nc1nccc2ccc(Cl)cc12,True,False,False,False,False,False,False,False,False
Nc1nccc2ccc(O)cc12,True,False,False,False,False,False,False,False,False
Nc1ccc2c(N)nccc2c1,True,False,False,False,False,False,False,False,False
Nc1nccc2cnccc12,True,True,False,False,False,False,False,False,False
CNc1cccc2cnccc12,True,True,False,False,False,False,False,False,False
Nc1ccc2ccnc(N)c2c1,True,False,False,False,False,False,False,False,False
Nc1nccc2ncncc12,True,False,False,False,False,False,False,False,False
Nc1cc2cccc(Br)c2cn1,True,False,False,False,False,False,False,False,False
CCc1ccc2ccnc(N)c2c1,True,False,False,False,False,False,False,False,False
Nc1nccc2cc(O)ccc12,True,False,False,False,False,False,False,False,False
Cc1ccc2ccnc(N)c2c1,True,False,False,False,False,False,False,False,False
Nc1cc2c(Br)cccc2cn1,True,False,False,False,False,False,False,False,False
Nc1nc2ccc(S(N)(=O)=O)cc2s1,True,False,False,False,False,False,True,False,False
NS(=O)(=O)c1nc2ccccc2s1,True,False,False,False,False,False,True,False,False
NS(=O)(=O)c1cnc2ccsc2c1,True,True,False,False,False,False,True,True,False
O=S(=O)(Cl)c1cccc2scnc12,True,False,False,False,False,False,True,False,False
NS(=O)(=O)c1ccc2nc(Cl)sc2c1,True,False,False,False,False,False,True,False,False
O=S(=O)(O)c1ccc2ncsc2c1,True,False,False,False,False,False,True,False,False
Cc1nc2ccc(S(N)(=O)=O)cc2s1,True,False,False,False,False,False,True,False,False
CS(=O)(=O)c1ccc2ncccc2c1,True,True,False,False,False,False,False,False,False
NS(=O)(=O)c1cccc2cccnc12,True,True,False,False,False,False,False,False,False
O=S(=O)(Cl)c1ccc2ncccc2c1,True,False,False,False,False,False,False,False,False
NS(=O)(=O)c1cccc2cnccc12,True,False,False,False,False,False,False,False,False
O=S(=O)(O)c1cccc2cccnc12,True,True,False,False,False,False,False,False,False
O=S(=O)(Cl)c1cnc2ccccc2c1,True,False,False,False,False,False,False,False,False
O=S(=O)(O)c1cccc2cnccc12,True,False,False,False,False,False,False,False,False
O=S(=O)(Cl)c1cccc2ccncc12,True,False,False,False,False,False,False,False,False
NS(=O)(=O)c1cccc2ncccc12,True,False,False,False,False,False,False,False,False
O=S(=O)(F)c1cncc2ccccc12,True,False,False,False,False,False,False,False,False
NS(=O)(=O)c1ccc2ncccc2c1,True,False,False,False,False,False,False,False,False
NS(=O)(=O)c1cccc2ccncc12,True,False,False,False,False,False,False,False,False
O=S(=O)(Cl)c1ccc2cccnc2c1,True,False,False,False,False,False,False,False,False
O=S(=O)(O)c1ccnc2ccccc12,True,False,False,False,False,False,False,False,False
O=S(=O)(F)c1cccc2cnccc12,True,False,False,False,False,False,False,False,False
O=S(=O)(F)c1ccnc2ccccc12,True,False,False,False,False,False,False,False,False
CS(=O)(=O)c1cccc2cc[nH]c12,True,False,False,False,False,False,False,False,False
NS(=O)(=O)c1ccnc2ccccc12,True,False,False,False,False,False,False,False,False
CS(=O)(=O)c1nccc2ccccc12,True,False,False,False,False,False,False,False,False
CS(=O)(=O)c1ccnc2ccccc12,True,True,True,False,False,False,False,False,False
CS(=N)(=O)c1cccc2cccnc12,True,True,False,False,False,False,False,False,False
O=S(=O)(O)c1ccc2ncccc2c1,True,False,False,False,False,False,False,False,False
O=S(=O)(Cl)c1cccc2cnccc12,True,False,False,False,False,False,False,False,False
NS(=O)(=O)c1cncc2ccccc12,True,False,False,False,False,False,False,False,False
CS(=O)(=O)c1ccc2nccc(Cl)c2c1,True,False,False,False,False,False,False,False,False
CS(=O)(=O)c1cc2cccnc2cn1,True,False,False,False,False,False,False,False,False
NS(=O)(=O)c1cnc2ccccc2c1,True,False,False,False,False,False,False,False,False
O=S(=O)(Cl)c1cccc2ncccc12,True,False,False,False,False,False,False,False,False
CS(=O)(=O)c1ccc2nccc(O)c2c1,True,False,False,False,False,False,False,False,False
CC(C)(C)Sc1cncc2cccnc12,True,False,False,False,False,False,False,False,False
O=C(O)c1cn(-c2ccccc2)nn1,True,False,False,False,False,False,True,False,False
ClCc1cn(-c2ccc(Cl)cc2)nn1,True,False,False,False,False,False,False,False,False
OCc1cn(-c2ccc(Cl)cc2)nn1,True,False,False,False,False,False,False,False,False
OCCc1cn(-c2ccc(F)cc2)nn1,True,False,False,False,False,False,False,False,False
Cc1ccccc1-n1cc(C=O)nn1,True,False,False,False,False,False,True,False,False
CC(=O)c1cnnn1-c1ccccc1,True,False,False,False,False,False,False,False,False
Cc1cnnn1-c1ccc(N)cc1,True,False,False,False,False,False,False,False,False
O=Cc1cn(-c2ccccc2Br)nn1,True,False,False,False,False,False,False,False,False
COc1cccc(-n2cc(C=O)nn2)c1,True,False,False,False,False,False,False,False,False
Cn1cc(-c2ccc(N)cc2)nn1,True,False,False,False,False,False,False,False,False
COc1ccc(-n2cc(C=O)nn2)cc1,True,False,False,False,False,False,False,False,False
NCc1cn(-c2ccccc2Cl)nn1,True,False,False,False,False,False,False,False,False
Cc1ccc(-n2ccc(CN)n2)cc1,True,False,False,False,False,False,False,False,False
CC(O)Cc1cn(-c2ccccc2)nn1,True,False,False,False,False,False,False,False,False
Cc1c(CN)nnn1-c1ccccc1,True,False,False,False,False,False,False,False,False
CNCc1cn(-c2ccccc2)nn1,True,False,False,False,False,False,False,False,False
NCc1cn(-c2cccc(Br)c2)nn1,True,True,False,False,False,False,False,False,False
COc1cccc(-n2cc(CN)nn2)c1,True,False,False,False,False,False,False,False,False
O=Cc1cn(-c2cccc(Br)c2)nn1,True,False,False,False,False,False,False,False,False
Cc1cnnn1-c1cccc(N)c1,True,False,False,False,False,False,False,False,False
OCCc1cn(-c2ccccc2)nn1,True,False,False,False,False,False,False,False,False
CC(O)c1cn(-c2ccccc2)nn1,True,False,False,False,False,False,False,False,False
OCCc1cn(-c2ccccc2F)nn1,True,False,False,False,False,False,False,False,False
NCCc1cn(-c2ccccc2)nn1,True,True,False,False,False,False,False,False,False
NCc1cn(-c2ccccc2Br)nn1,True,False,False,False,False,False,False,False,False
CNCc1cn(-c2cccc(Br)c2)nn1,True,False,False,False,False,False,False,False,False
NCc1cn(-c2ccccc2F)nn1,True,False,False,False,False,False,False,False,False
CC(N)c1ccn(-c2ccccc2)n1,True,True,False,False,False,False,False,False,False
Nc1ccc(-n2cc(CO)nn2)cc1,True,True,False,False,False,False,False,False,False
O=Cc1cn(-c2ccc(F)cc2)nn1,True,False,False,False,False,False,False,False,False
Cn1ccc(C(N)c2ccccc2)n1,True,False,False,False,False,False,False,False,False
Cc1ccccc1-n1cc(CO)nn1,True,False,False,False,False,False,True,False,False
CC(C)(N)c1cn(-c2ccccc2)nn1,True,False,False,False,False,False,False,False,False
CCCCc1cn(-c2ccc(N)cc2)nn1,True,True,False,False,False,False,False,False,False
Cc1c(C(C)N)nnn1-c1ccccc1,True,False,False,False,False,False,False,False,False
Cc1c(C=O)nnn1-c1ccccc1,True,False,False,False,False,False,False,False,False
O=C(O)Cc1cn(-c2ccccc2)nn1,True,False,False,False,False,False,False,False,False
Cc1ccc(-n2cc(CO)nn2)cc1,True,False,False,False,False,False,False,False,False
O=Cc1cn(-c2ccc(Br)cc2)nn1,True,False,False,False,False,False,False,False,False
NCc1cn(-c2ccccc2)nn1,True,False,False,False,False,False,False,False,False
NCc1cn(-c2ccc(Br)cc2)nn1,True,True,False,False,False,False,False,False,False
OCCCc1cn(-c2ccccc2)nn1,True,False,False,False,False,False,False,False,False
Cc1ccc(-n2cc(CN)nn2)cc1,True,True,False,False,False,False,False,False,False
COc1ccc(-n2cc(CN)nn2)cc1,True,True,False,False,False,False,False,False,False
COc1ccccc1-n1cc(CN)nn1,True,False,False,False,False,False,False,False,False
CS(=O)(=O)N1CCC(N)CC1,True,False,False,True,True,False,True,True,False
CCS(=O)(=O)NC1CCNCC1,True,True,False,False,False,False,False,False,False
CS(=O)(=O)NCc1ccccc1,True,False,False,True,True,True,False,False,False
NS(=O)(=O)CC1CCNCC1,True,False,False,False,False,False,False,False,False
NS(=O)(=O)CC1CCCCN1,True,True,False,False,False,False,False,False,False
CS(=O)(=O)NC1CCCNC1,True,True,True,False,False,False,False,False,False
NS(=O)(=O)CC1CCCNC1,True,False,False,False,False,False,False,False,False
CS(=O)(=O)NCC1CCCNC1,True,True,False,True,False,False,False,False,False
CS(=O)(=O)NCCC1CCCCN1,True,True,False,True,False,False,False,False,False
CNS(=O)(=O)CC1CCCNC1,True,False,False,False,False,False,False,False,False
CS(=O)(=O)NCC1COCCN1,True,False,False,False,False,False,False,False,False
CNS(=O)(=O)CC1CCNCC1,True,False,False,False,False,False,False,False,False
CCS(=O)(=O)NC1CCCNC1,True,True,False,False,False,False,False,False,False
NS(=O)(=O)CCC1CCCNC1,True,False,False,False,False,False,False,False,False
NS(=O)(=O)CCC1CCNCC1,True,False,False,False,False,False,False,False,False
NS(=O)(=O)NC1CCNCC1,True,False,False,False,False,False,False,False,False
CS(=O)(=O)NCC1CCCCN1,True,True,True,True,False,False,False,False,False
NS(=O)(=O)CCC1CCCCN1,True,True,False,False,False,False,False,False,False
CS(=O)(=O)NC1CCC(N)CC1,True,False,False,True,False,False,False,False,False
NS(=O)(=O)CCCNC1CCNCC1,True,False,False,False,False,False,False,False,False
CNS(=O)(=O)CC1CCCCN1,True,True,False,False,False,False,False,False,False
c1ccc(-c2ccc3[nH]ccc3c2)cc1,True,False,False,False,False,False,False,False,False
c1cnc2[nH]cc(C3CCNCC3)c2c1,True,False,False,False,False,False,False,False,False
COc1ccc2[nH]cc(C3CCNCC3)c2c1,True,False,False,False,False,False,False,False,False
CCc1cccc2c(C3CCNCC3)c[nH]c12,True,False,False,False,False,False,False,False,False
Cc1[nH]c2ccccc2c1C1CCNCC1,True,False,False,False,False,False,False,False,False
c1ccc(-c2ccc3cc[nH]c3c2)cc1,True,False,False,False,False,False,False,False,False
c1ccc2c(CC3COCCN3)c[nH]c2c1,True,False,False,False,False,False,False,False,False
Fc1ccc2[nH]cc(C3CCNCC3)c2c1,True,True,False,False,False,False,True,False,False
c1ccc2c(C3CCCC3)c[nH]c2c1,True,False,False,False,False,False,False,False,False
c1cnc2[nH]cc(C3CCCNC3)c2c1,True,False,False,False,False,False,False,False,False
c1ccc2c(CCN3CCNCC3)c[nH]c2c1,True,False,False,False,False,False,False,False,False
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,True,True,False,False,False,False,False,False,False
c1cc(CN2CCNCC2)c2cc[nH]c2c1,True,False,False,False,False,False,False,False,False
NC1CCN(Cc2c[nH]c3ccccc23)CC1,True,False,False,False,False,False,False,False,False
c1cnc2c(C3CCNCC3)c[nH]c2c1,True,True,False,False,False,False,False,False,False
c1cc2c(C3CCNCC3)c[nH]c2cn1,True,True,True,False,False,False,False,False,False
c1ccc2c(CC3CCNC3)ccnc2c1,True,False,False,False,False,False,False,False,False
c1ccc2c(CCN3CCCCC3)c[nH]c2c1,True,True,False,False,False,False,False,False,False
Fc1ccc2[nH]cc(C3CCCNC3)c2c1,True,True,False,False,False,False,True,False,False
c1cc(CC2CCNCC2)c2cc[nH]c2c1,True,True,False,False,False,False,False,False,False
Fc1ccc2c(C3CCCNC3)c[nH]c2c1,True,True,False,False,False,False,False,False,False
Oc1ccc2[nH]cc(C3CCNCC3)c2c1,True,True,False,False,False,False,False,False,False
c1ccc(-c2cccc3[nH]ccc23)cc1,True,False,False,False,False,False,False,False,False
Cc1ccc2c(C3CCNCC3)c[nH]c2c1,True,True,False,False,False,False,False,False,False
c1ccc(Cc2cccc3[nH]ccc23)cc1,True,False,False,False,False,False,False,False,False
CC1CCN(Cc2c[nH]c3ccccc23)CC1,True,False,False,False,False,False,False,False,False
NC(Cc1ccccc1)c1nc2ccccc2[nH]1,True,False,False,False,False,False,False,False,False
Cc1ccccc1OCc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
COc1ccc(Cc2nc3ccccc3[nH]2)cc1,True,False,False,False,False,False,False,False,False
CN(Cc1ccccc1)c1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
COc1ccc2[nH]c(NCc3ccccc3)nc2c1,True,True,False,False,False,False,False,False,False
COc1ccc(CCc2nc3ccccc3[nH]2)cc1,True,False,False,False,False,False,False,False,False
c1ccc(OCCNc2nc3ccccc3[nH]2)cc1,True,False,False,False,False,False,False,False,False
Nc1ccc(Nc2nc3ccccc3[nH]2)cc1,True,False,False,False,False,False,False,False,False
Clc1ccccc1CNc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
Nc1nc2ccc(OCc3ccccc3)cc2[nH]1,True,True,False,False,False,False,False,False,False
c1ccc(CCNc2nc3ccccc3[nH]2)cc1,True,False,False,False,False,False,False,False,False
c1ccc(CNc2nc3ccccc3[nH]2)cc1,True,False,False,False,False,False,False,False,False
Cc1ccc(OCc2nc3ccccc3[nH]2)cc1,True,False,False,False,False,False,False,False,False
c1cncc(CNc2nc3ccccc3[nH]2)c1,True,False,False,False,False,False,False,False,False
COc1ncccc1NC(=O)c1cc(F)ccc1N,True,False,False,True,False,False,False,False,False
COc1ccccc1NC(=O)c1ccc(Br)cc1N,True,False,False,True,False,False,False,False,False
COc1ccc(NC(=O)c2ccccc2N)c(OC)c1,True,False,False,True,True,False,False,False,False
COc1ccccc1NC(=O)c1ccccc1N,True,False,False,False,False,False,False,False,False
Cc1cccc(C(=O)O)c1NC(=O)c1ccncc1,True,False,False,True,True,False,False,False,False
Cc1ccc(NC(=O)c2ccccc2C)c(O)c1,True,False,False,True,False,False,False,False,False
Nc1ccccc1C(=O)Nc1cc(Br)ccc1O,True,False,False,True,False,False,False,False,False
Nc1ncnc(N2CCCC2)c1Cl,True,False,False,False,False,False,False,False,False
CC(Oc1ccc(C#N)cc1)C(=O)NN,True,True,False,False,False,False,False,False,False
CCc1ccccc1OCC(=O)NN,True,False,False,True,False,False,False,False,False
Cc1cccc(C)c1OCC(=O)NN,True,False,False,True,True,False,False,False,False
N#Cc1ccccc1OCC(=O)NN,True,False,False,True,False,False,False,False,False
COc1ccc(OC)c(C(O)CN)c1,True,False,False,False,False,False,False,False,False
CCC(N)c1ccccc1OC(C)C,True,False,False,False,False,False,False,False,False
CN(C)C(=O)COc1ccccc1C=O,True,False,False,True,True,True,True,False,False
NC(=O)CCOc1ccccc1C=O,True,False,False,True,False,False,False,False,False
COc1ccc(CC(N)=O)cc1OC,True,False,False,True,False,False,True,False,False
COc1ccc(C(=O)NN)c(OC)c1,True,False,False,True,False,False,False,False,False
CC(Oc1ccc(O)cc1)C(N)=O,True,False,False,False,False,False,False,False,False
COc1ccc(C=O)c(OC(C)C)c1,True,False,False,True,False,False,False,False,False
CCC(C)Oc1cc(C)ccc1CN,True,False,False,False,False,False,False,False,False
Cc1ccc(C)c(OCC(=O)NN)c1,True,False,False,True,True,False,False,False,False
O=C(NCCO)c1ccc(O)cc1O,True,False,False,True,True,False,True,False,False
CC(O)CNC(=O)c1ccc(O)cc1,True,False,False,True,False,False,False,False,False
CC(C)Oc1cc(N)ccc1C(N)=O,True,False,False,False,False,False,False,False,False
CC(Oc1ccccc1C#N)C(=O)O,True,False,False,False,False,False,False,False,False
CC(C)Oc1ccc(C(=O)NN)cc1,True,False,False,True,False,False,False,False,False
NC(=O)c1ccccc1OCCC(=O)O,True,False,False,True,False,False,True,False,False
CC(CO)NC(=O)c1ccccc1O,True,False,False,True,True,False,True,True,False
COc1ccc(C(N)=O)c(OC)c1,True,False,False,True,False,False,True,False,False
CNC(=O)COc1ccccc1C=O,True,False,False,True,True,False,True,False,False
CC(Oc1cccc(O)c1)C(N)=O,True,False,False,False,False,False,False,False,False
NC(=O)c1ccccc1OCC(=O)O,True,False,False,True,True,False,True,False,False
CC(Oc1ccc(C#N)cc1)C(N)=O,True,True,False,True,False,False,False,False,False
CC(C)c1ccccc1OCC(O)CN,True,False,False,False,False,False,False,False,False
NC(=O)COc1ccccc1C(=O)O,True,False,False,True,True,False,True,False,False
CC(Oc1ccc(O)cc1)C(=O)NN,True,False,False,False,False,False,False,False,False
CNC(=O)c1ccc(OC)c(C=O)c1,True,False,False,True,True,False,True,False,False
COc1cc(C(N)=O)ccc1C=O,True,False,False,True,False,False,True,False,False
COc1ccc(C(=O)NN)cc1C#N,True,False,False,True,False,False,False,False,False
COc1ccccc1C(CN)OC(C)C,True,False,False,False,False,False,False,False,False
Cc1ccc(OC(C)C(N)=O)cc1C,True,False,False,False,False,False,False,False,False
COc1ccc(OC(C)C)c(C=O)c1,True,False,False,True,False,False,False,False,False
Cc1cccc(C)c1OCC(O)CN,True,False,False,False,False,False,False,False,False
O=C(O)CNC(=O)c1ccccc1O,True,False,False,True,True,False,True,False,False
Cc1ccc(C=O)cc1OCC(N)=O,True,False,False,True,True,False,True,False,False
CN(Cc1cccc(F)c1)C(=O)CCl,True,False,False,False,False,False,True,False,False
CN(C)C(=O)COc1cccc(CN)c1,True,False,False,True,False,False,True,False,False
CN(C)C(=O)COc1ccc(N)cc1,True,True,False,True,False,False,True,True,False
O=C(CCl)NCCOc1cccc(F)c1,True,False,False,False,False,False,True,False,False
CN(CCCOc1ccc(F)cc1)C(=O)CCl,True,False,False,False,False,False,True,False,False
CNC(=O)COc1ccc(N)c(F)c1,True,True,False,False,False,False,True,True,False
CN(C)C(=O)COc1ccc(N)c(F)c1,True,False,False,False,False,False,True,False,False
CN(CCO)C(=O)c1cccc(O)c1,True,False,False,True,True,False,True,False,False
NC(=O)CNC(=O)c1cccc(O)c1,True,False,False,True,False,False,True,False,False
CCN(CC)C(=O)c1cccc(O)c1,True,False,False,True,True,False,True,False,False
O=C(O)C(=O)NCc1ccc(F)cc1,True,False,False,False,False,False,True,False,False
CN(CCO)C(=O)c1ccc(O)cc1,True,False,False,True,True,False,True,False,False
CN(C)C(=O)COc1ccc(C#N)cc1,True,False,False,True,True,False,True,False,False
CC(Oc1ccc(F)cc1)C(=O)NN,True,False,False,False,False,False,True,False,False
O=C(O)CNC(=O)c1cccc(F)c1,True,False,False,False,False,False,True,False,False
NC(=O)CNC(=O)c1ccc(O)cc1,True,False,False,True,False,False,True,False,False
NNC(=O)COc1cccc(F)c1,True,False,False,False,False,False,True,False,False
CN(C)C(=O)COc1cccc(N)c1,True,True,False,True,False,False,True,True,False
CC(=O)c1cccc(OCC(N)=O)c1,True,False,False,True,False,False,True,False,False
NNC(=O)COc1ccc(F)cc1F,True,False,False,False,False,False,True,False,False
CN(Cc1ccc(F)cc1)C(=O)CCl,True,False,False,True,False,False,True,False,False
CN(C)CCOc1ccc(N)c(F)c1,True,False,False,False,False,False,True,False,False
COc1cc(CNC(C)=O)ccc1O,True,False,False,True,False,False,True,False,False
CN(C)C(=O)CCOc1ccc(N)cc1,True,False,False,False,False,False,True,False,False
CN(C)C(=O)COc1ccccc1,True,False,False,False,False,False,True,False,False
O=C(O)CNC(=O)c1ccc(F)cc1,True,False,False,False,False,False,True,False,False
CCCN(C)C(=O)c1ccc(F)cc1,True,False,False,True,True,False,True,False,False
C=CC(=O)Nc1ccc(OC)c(F)c1,True,False,False,False,False,False,True,False,False
