smiles,template,compound_set,hit1
CSc1ccccc1CC(=O)N1C[C@@H](C)C[C@H](C(N)=O)C1,A4885b,openbind_a71ev2a_c2_elaborated_hits,A4885b
C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1nc(F)ccc1Cl,A4895a,openbind_a71ev2a_c2_elaborated_hits,A4895a
C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1nc(F)ccc1Cl,A4895b,openbind_a71ev2a_c2_elaborated_hits,A4895b
COC[C@]12C[C@](C(N)=O)(CN1C(=O)Cc1ccccc1OC)C2,A4963a,openbind_a71ev2a_c2_elaborated_hits,A4963a
COC[C@]12C[C@](C(N)=O)(CN1C(=O)Cc1ccccc1OC)C2,A4963b,openbind_a71ev2a_c2_elaborated_hits,A4963b
CSc1ccc2ncccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,A4977a,openbind_a71ev2a_c2_elaborated_hits,A4977a
CSc1ccc2ncccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,A4977b,openbind_a71ev2a_c2_elaborated_hits,A4977b
CSc1cscc1CC(=O)N1CCC[C@H](C(N)=O)C1,A4935a,openbind_a71ev2a_c2_elaborated_hits,A4935a
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1,A4943a,openbind_a71ev2a_c2_elaborated_hits,A4943a
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1,A4943b,openbind_a71ev2a_c2_elaborated_hits,A4943b
CSc1ccccc1CC(=O)N1C[C@@H]2C[C@]2(C(N)=O)C1,A4947a,openbind_a71ev2a_c2_elaborated_hits,A4947a
NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2SC2CC2)C1,A4959a,openbind_a71ev2a_c2_elaborated_hits,A4959a
NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2SC2CC2)C1,A4959b,openbind_a71ev2a_c2_elaborated_hits,A4959b
Cn1cc(CC(=O)N2C[C@@H](C(N)=O)C[C@H]3C[C@H]32)cn1,A4992a,openbind_a71ev2a_c2_elaborated_hits,A4992a
C=Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,A5015a,openbind_a71ev2a_c2_elaborated_hits,A5015a
C=Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,A5015b,openbind_a71ev2a_c2_elaborated_hits,A5015b
CSc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,A5039a,openbind_a71ev2a_c2_elaborated_hits,A5039a
CSc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,A5039b,openbind_a71ev2a_c2_elaborated_hits,A5039b
NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2Cl)C1,A5079a,openbind_a71ev2a_c2_elaborated_hits,A5079a
NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2Cl)C1,A5079b,openbind_a71ev2a_c2_elaborated_hits,A5079b
NC(=O)[C@H]1CCCN(C(=O)Cc2cncnc2Cl)C1,A5081a,openbind_a71ev2a_c2_elaborated_hits,A5081a
NC(=O)[C@H]1CCCN(C(=O)Cc2cncnc2Cl)C1,A5081b,openbind_a71ev2a_c2_elaborated_hits,A5081b
CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,A5104a,openbind_a71ev2a_c2_elaborated_hits,A5104a
CSc1ccccc1CC(=O)N1C[C@@H](C(N)=O)C[C@@H]2C[C@@H]21,A5131a,openbind_a71ev2a_c2_elaborated_hits,A5131a
CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(N)=O)C1,A5171a,openbind_a71ev2a_c2_elaborated_hits,A5171a
CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(N)=O)C1,A5171b,openbind_a71ev2a_c2_elaborated_hits,A5171b
CSc1ccccc1CC(=O)N1C[C@@H](C(N)=O)C[C@H]2C[C@H]21,A5177a,openbind_a71ev2a_c2_elaborated_hits,A5177a
CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,A5200a,openbind_a71ev2a_c2_elaborated_hits,A5200a
CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,A5203a,openbind_a71ev2a_c2_elaborated_hits,A5203a
CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,A5203b,openbind_a71ev2a_c2_elaborated_hits,A5203b
NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,A5213a,openbind_a71ev2a_c2_elaborated_hits,A5213a
NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,A5213b,openbind_a71ev2a_c2_elaborated_hits,A5213b
CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,A5247a,openbind_a71ev2a_c2_elaborated_hits,A5247a
CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,A5247b,openbind_a71ev2a_c2_elaborated_hits,A5247b
Cc1ccccc1CC(=O)N1C[C@H]2C[C@@](C(N)=O)(C1)C2,A5255a,openbind_a71ev2a_c2_elaborated_hits,A5255a
CSc1ccccc1CC(=O)N1C[C@H]2C[C@]1(CC(N)=O)C2,A5262a,openbind_a71ev2a_c2_elaborated_hits,A5262a
CSc1ccccc1CC(=O)N1C[C@H]2C[C@]1(CC(N)=O)C2,A5262b,openbind_a71ev2a_c2_elaborated_hits,A5262b
CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,A5268a,openbind_a71ev2a_c2_elaborated_hits,A5268a
COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,A5289a,openbind_a71ev2a_c2_elaborated_hits,A5289a
COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,A5289b,openbind_a71ev2a_c2_elaborated_hits,A5289b
CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,A5339a,openbind_a71ev2a_c2_elaborated_hits,A5339a
CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,A5339b,openbind_a71ev2a_c2_elaborated_hits,A5339b
CSc1ccc(Br)cc1CC(=O)N1C[C@@H](C(N)=O)CC[C@H]1C,A5366a,openbind_a71ev2a_c2_elaborated_hits,A5366a
CSc1ccc(Br)cc1CC(=O)N1C[C@@H](C(N)=O)CC[C@H]1C,A5366b,openbind_a71ev2a_c2_elaborated_hits,A5366b
CSc1ccc(Br)cc1CC(=O)N1CC[C@](O)(C(N)=O)C1,A5388a,openbind_a71ev2a_c2_elaborated_hits,A5388a
CSc1ccc(N2CCOCC2)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,A5598a,openbind_a71ev2a_c2_elaborated_hits,A5598a
CSc1ccc(N2CCOCC2)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,A5598b,openbind_a71ev2a_c2_elaborated_hits,A5598b
