name,gnina_score,gnina_score_min,smina_score_min,min_rmsd,
C35464-P248,4.213,4.173,-5.622,0.400
C35473-P248,4.487,4.731,-5.917,0.857
C54505-P214,4.737,4.804,-5.816,0.574
C101512-P38,2.851,2.801,-2.618,1.775
C48908-P374,4.306,4.494,-4.876,0.954
C59012-P256,4.639,4.402,-5.476,1.345
C46501-P322,3.569,3.520,-3.267,0.710
C46024-P325,4.464,4.726,-6.712,0.972
C46033-P325,4.499,4.569,-6.150,0.773
C45835-P252,5.140,5.184,-6.807,0.312
C46024-P303,4.383,4.389,-6.591,1.222
C46025-P303,4.387,4.526,-6.441,0.498
C55226-P87,3.869,3.891,-3.243,0.725
C55237-P87,3.772,3.793,-4.328,0.794
C12359-P320,4.165,4.306,-4.754,2.255
C37158-P124,4.655,4.651,-5.066,0.830
C37167-P124,5.180,5.140,-5.458,0.646
C37174-P124,5.292,5.255,-4.945,0.524
C46502-P159,4.836,4.659,-5.538,1.099
C48482-P487,5.064,4.863,-6.651,0.427
C48489-P487,4.658,4.605,-5.971,0.328
C48494-P487,4.976,4.978,-5.682,0.384
C48501-P487,5.082,5.024,-5.847,0.592
C54239-P151,4.836,5.031,-6.211,0.892
C3756-P159,3.445,3.247,-3.524,1.324
C3275-P439,3.974,3.848,-5.191,0.312
C45912-P439,5.123,4.968,-6.167,3.000
C1794-P481,3.932,3.844,-5.029,0.494
C715-P481,3.862,3.813,-4.898,0.727
C48047-P481,4.099,3.929,-4.887,0.624
C736-P439,3.703,3.662,-5.330,0.685
C46475-P481,3.447,3.765,-4.960,1.279
C47047-P322,3.645,3.515,-3.734,3.411
C47049-P322,3.781,3.697,-3.662,1.468
C47050-P322,4.015,3.830,-3.470,2.148
C47054-P322,3.847,3.697,-3.382,1.462
C47072-P322,3.899,3.788,-4.330,1.666
C51714-P354,4.845,4.690,-5.123,1.806
C45903-P405,3.718,3.713,-4.154,2.220
C27143-P405,3.697,3.775,-4.515,6.586
C70623-P205,5.561,5.617,-6.368,0.511
C97238-P252,4.031,3.961,-3.538,1.293
C79798-P234,4.436,4.292,-5.578,0.913
C79880-P200,4.119,4.289,-5.151,0.844
