name,gnina_score,gnina_score_min,smina_score_min,min_rmsd
P499155,5.235,5.153,-5.659,1.180
P499161,5.140,5.022,-6.051,0.969
P499162,5.304,5.022,-5.940,1.251
P499163,5.322,5.371,-6.065,0.843
P499167,5.235,4.724,-5.202,1.444
P499169,4.932,4.922,-6.502,1.174
P499172,5.106,4.657,-5.369,1.496
P499174,5.264,5.339,-6.106,1.036
P499176,5.129,4.687,-5.201,2.112
P499179,5.162,4.707,-5.588,2.265
P499187,5.240,4.834,-5.062,1.792
P499189,5.130,5.309,-5.731,1.265
P499191,5.380,5.373,-6.688,1.034
P499195,5.362,4.875,-5.177,1.839
P499197,5.447,5.498,-6.441,1.216
P499198,5.468,5.532,-5.546,0.873
P499202,5.331,4.806,-5.493,1.642
P499209,5.330,4.862,-5.200,1.495
P499211,5.447,5.025,-5.088,1.680
P499214,5.457,5.017,-5.322,1.418
P499217,5.484,5.469,-6.591,2.018
P499222,5.396,5.502,-6.611,1.316
P499224,5.418,5.665,-6.765,1.689
P499226,5.347,5.470,-7.116,2.463
P499227,5.408,5.327,-6.352,1.985
P499236,5.457,5.375,-7.125,1.888
P499238,5.485,5.442,-4.901,1.819
P499240,5.226,5.582,-7.298,3.010
P499242,5.427,5.453,-6.789,1.949
P499245,5.359,5.200,-5.737,0.967
P499253,5.524,5.573,-6.497,1.703
P499259,5.530,5.567,-6.670,2.492
P499260,5.449,5.603,-6.351,1.785
P499269,5.774,5.600,-6.526,2.544
P499271,5.304,5.472,-6.641,1.717
P499283,5.665,5.412,-5.037,1.106
P499285,5.597,5.572,-5.820,1.669
P499288,5.802,5.748,-6.499,2.692
P499290,5.945,5.819,-6.795,2.775
P499292,5.958,5.801,-6.514,2.911
P499296,4.111,3.648,-4.395,2.731
P499299,4.150,3.862,-3.628,1.718
P499301,3.927,3.776,-4.315,1.793
P499305,4.331,3.825,-3.752,1.316
P499307,4.045,3.789,-4.056,2.198
P499308,4.154,3.907,-3.395,1.238
P499311,4.282,3.825,-4.049,1.845
P499313,4.235,3.961,-3.473,2.410
P499320,4.143,3.938,-3.075,1.889
P499321,4.026,3.937,-4.035,1.522
P499323,4.417,3.868,-3.966,2.124
P499328,4.188,4.052,-3.438,1.977
P499332,4.042,3.883,-3.467,2.146
P499337,4.099,4.137,-3.370,0.491
P499340,4.244,3.888,-3.430,1.999
P499345,4.603,4.138,-4.079,2.137
P499348,4.555,4.018,-3.641,1.817
P499350,4.821,4.308,-2.906,1.994
P499351,4.419,4.193,-3.167,1.448
P499352,4.577,4.400,-3.691,1.119
P499357,4.641,4.392,-3.867,1.927
P499362,4.809,4.613,-4.632,1.556
P499363,4.569,4.370,-2.631,1.509
P499365,4.335,4.173,-4.848,1.921
P499366,5.405,5.379,-6.837,0.351
P499370,4.589,4.744,-5.060,0.460
P499373,4.656,4.873,-4.682,0.478
P499377,4.783,4.867,-5.237,0.929
P499378,4.856,4.861,-5.063,0.935
P499379,4.694,4.802,-5.030,1.408
P499381,4.709,4.815,-4.906,1.092
P499382,4.846,4.434,-4.784,1.219
P499386,4.646,4.739,-4.406,0.338
P499387,5.080,4.988,-6.955,0.744
P499388,5.126,5.068,-6.958,1.062
P499390,4.433,4.531,-4.916,0.757
P499392,5.076,4.685,-4.085,1.128
P499394,4.784,4.946,-4.755,0.560
P499395,5.026,4.657,-4.240,1.265
P499396,4.524,4.687,-4.924,0.760
P499397,4.790,4.833,-4.629,1.188
P499398,4.778,4.937,-4.890,0.467
P499400,4.671,4.785,-5.176,1.003
P499403,4.790,4.915,-5.008,1.388
P499406,4.862,4.941,-5.092,1.301
P499409,4.923,5.073,-4.943,1.577
P499410,4.639,4.762,-4.719,0.732
P499414,4.814,5.020,-4.840,0.793
P499415,4.923,4.945,-4.980,0.502
P499419,4.625,4.751,-4.864,0.387
P499421,5.233,5.107,-3.608,1.532
P499422,4.865,5.019,-4.883,0.757
P499426,4.841,4.938,-5.104,1.347
P499428,4.923,5.078,-5.293,0.995
P499429,5.025,5.095,-5.163,0.293
P499430,4.790,4.900,-4.708,0.924
P499431,5.380,4.976,-6.235,1.408
P499432,4.803,4.760,-4.561,0.377
P499433,5.270,5.250,-4.293,1.016
P499434,5.469,5.234,-7.123,1.137
P499435,4.718,4.721,-4.773,0.433
P499436,5.067,5.178,-5.415,0.556
P499437,5.369,5.251,-7.348,1.127
P499438,5.314,5.207,-7.070,0.930
P499439,5.440,4.893,-5.774,1.137
P499444,5.462,5.534,-7.712,0.650
P499445,5.445,5.506,-7.404,0.684
P499446,5.109,5.115,-4.753,0.566
P499447,5.384,5.508,-7.608,1.550
P499448,5.184,5.087,-6.189,0.645
P499449,5.500,5.224,-7.412,1.005
P499450,5.476,5.640,-8.049,1.364
P499452,4.755,4.552,-5.041,1.261
P499453,4.615,4.682,-4.791,2.718
P499454,4.785,4.664,-4.188,0.529
P499455,5.060,4.895,-5.487,0.419
P499457,5.404,5.776,-5.541,0.609
P499458,5.215,5.086,-5.568,0.411
P499459,5.394,5.417,-5.862,0.349
P499460,5.468,5.864,-6.174,0.777
P499461,5.197,5.029,-5.270,0.500
P499462,5.701,5.480,-7.463,1.050
P499465,5.630,5.442,-7.951,1.396
P499467,6.034,5.806,-7.668,0.474
P499468,5.666,5.327,-7.413,0.620
P499469,5.637,5.805,-7.474,1.360
P499470,5.977,5.482,-7.861,0.994
P499471,6.212,5.729,-7.297,0.946
P499472,4.857,4.333,-5.958,0.873
P499473,5.091,4.879,-6.070,0.514
P499474,4.922,5.140,-6.250,0.936
P499475,5.196,5.068,-6.317,0.449
P499476,5.159,5.018,-5.441,0.958
P499477,5.077,4.659,-6.383,0.816
P499478,4.934,4.996,-6.019,0.994
P499479,5.150,5.017,-6.256,0.441
P499480,4.784,4.661,-6.237,0.428
P499481,5.063,4.931,-5.840,0.571
P499482,5.237,5.331,-6.192,0.707
P499483,4.704,4.388,-5.218,1.308
P499484,5.188,4.771,-5.598,0.863
P499485,5.668,5.763,-5.685,0.953
P499487,4.815,4.892,-6.058,1.041
P499488,5.125,5.091,-6.035,0.334
P499490,5.173,4.932,-5.999,0.657
P499491,5.047,4.923,-5.273,1.476
P499493,5.268,5.213,-6.207,0.838
P499494,4.935,4.663,-5.103,0.692
P499495,5.123,5.058,-5.906,0.834
P499496,5.290,5.234,-5.700,0.731
P499497,5.004,5.042,-6.088,0.825
P499498,5.042,4.545,-6.001,0.907
P499499,5.041,5.017,-6.008,0.331
P499502,5.081,5.076,-5.994,0.548
P499503,5.022,5.068,-5.839,0.631
P499504,4.974,4.966,-6.047,0.514
P499505,4.998,4.610,-5.093,1.763
P499506,5.064,4.644,-5.709,0.732
P499507,5.261,5.170,-6.342,0.576
P499508,5.054,4.927,-5.957,0.543
P499510,5.069,4.752,-6.499,0.667
P499512,5.162,5.121,-6.342,0.234
P499513,5.108,5.127,-5.946,0.504
P499514,5.114,5.114,-5.995,0.904
P499515,5.561,5.657,-6.126,0.283
P499518,5.429,5.368,-6.186,0.811
P499519,4.953,4.729,-6.474,0.514
P499523,4.996,4.567,-6.416,0.707
P499524,4.881,4.862,-6.218,0.637
P499525,4.664,4.636,-5.830,1.186
P499527,5.006,4.981,-5.890,0.558
P499528,5.097,5.147,-6.106,0.702
P499529,4.748,4.689,-5.721,0.367
P499530,4.826,4.430,-6.250,0.745
P499532,5.394,5.028,-5.397,0.976
P499533,5.538,5.437,-6.425,0.518
P499535,5.353,5.376,-6.035,0.910
P499536,4.917,5.190,-5.574,1.375
P499538,5.295,5.270,-6.169,0.607
P499540,5.213,4.704,-6.089,0.926
P499541,5.228,5.138,-5.997,0.816
P499542,5.132,4.677,-6.162,0.981
P499543,5.184,5.050,-5.619,0.740
P499544,5.304,5.272,-5.876,0.525
P499547,5.009,5.021,-6.476,0.328
P499548,5.123,4.617,-6.637,0.749
P499549,5.166,5.081,-5.989,0.583
P499550,5.334,4.777,-5.909,0.586
P499555,5.155,5.208,-6.093,0.311
P499557,5.088,5.311,-6.031,0.917
P499558,5.368,5.258,-6.451,0.515
P499560,5.360,5.050,-6.590,0.643
P499562,4.712,4.558,-5.375,1.006
P499563,5.264,4.728,-6.283,0.837
P499565,5.123,4.910,-6.230,0.543
P499566,4.991,4.757,-5.637,0.387
P499570,5.309,5.289,-6.147,0.468
P499571,5.182,5.098,-6.224,0.601
P499573,5.188,4.847,-6.424,1.205
P499574,5.126,5.137,-6.100,0.317
P499575,5.012,5.013,-6.084,0.717
P499576,5.537,5.508,-6.633,1.020
P499577,5.039,4.916,-6.096,1.932
P499579,5.053,4.920,-5.635,0.551
P499581,5.134,5.099,-6.261,0.466
P499582,5.465,5.500,-6.443,0.883
P499583,5.245,4.906,-6.164,1.056
P499584,5.279,4.906,-6.238,0.925
P499585,5.535,5.397,-6.361,0.795
P499587,5.551,5.619,-6.581,1.300
P499588,5.224,5.151,-5.674,0.662
P499591,5.024,4.787,-6.066,0.405
P499592,5.075,5.183,-6.096,1.073
P499593,5.310,5.194,-6.443,0.508
P499595,5.558,5.615,-6.713,0.356
P499600,5.092,5.046,-5.908,1.015
P499601,5.066,4.567,-5.976,0.926
P499602,5.294,5.096,-6.036,0.695
P499604,5.214,4.680,-6.084,0.870
P499605,4.968,5.032,-5.974,0.808
P499606,5.118,4.957,-5.987,0.599
P499607,5.324,5.355,-6.019,1.272
P499608,5.055,4.873,-6.007,0.542
P499610,5.236,4.978,-6.223,0.576
P499611,5.442,4.848,-5.623,0.832
P499612,5.027,4.689,-5.592,0.803
P499613,5.007,4.722,-6.339,0.495
P499614,5.209,4.673,-6.096,1.603
P499615,5.415,4.884,-6.047,0.626
P499616,5.608,5.481,-6.310,0.478
P499617,5.524,5.553,-4.898,0.947
P499621,5.236,5.178,-5.674,0.271
P499622,5.156,5.107,-5.615,0.911
P499623,5.715,5.403,-6.317,1.494
P499626,5.913,5.874,-5.787,0.388
P499629,5.931,5.888,-3.992,0.460
P499630,5.813,5.713,-4.414,0.762
P499631,5.384,5.225,-6.085,0.485
P499633,5.086,4.583,-5.682,1.959
P499634,5.976,6.030,-5.645,0.424
P499635,5.687,5.759,-3.815,0.992
P499637,6.103,6.224,-5.590,1.027
P499638,5.857,5.714,-4.944,0.901
P499640,5.857,5.736,-6.363,1.372
P499642,5.944,6.023,-4.656,0.979
P499646,5.589,5.507,-6.176,0.441
P499652,5.347,4.981,-5.924,1.407
P499654,5.393,5.317,-5.656,1.283
P499655,5.206,4.958,-6.048,1.550
P499658,5.375,4.960,-6.199,1.347
P499660,5.453,5.190,-6.474,1.248
P499662,5.398,5.129,-6.195,1.441
P499663,5.165,5.274,-6.981,2.430
P499664,5.443,5.247,-6.087,1.129
P499667,5.160,5.046,-6.589,2.324
P499669,5.792,5.793,-6.591,1.083
P499673,5.574,5.360,-4.563,1.557
P499674,5.463,5.212,-5.495,1.336
P499675,5.489,5.119,-5.693,1.428
P499678,5.427,4.993,-6.054,2.294
P499679,5.083,5.030,-6.269,0.356
P499681,5.643,5.405,-6.607,0.801
P499682,5.920,5.149,-6.960,0.920
P499683,6.476,6.149,-5.813,1.956
P499684,5.964,6.040,-5.762,0.484
P499685,5.764,5.654,-6.693,0.908
P499686,6.540,6.523,-6.439,0.830
P499687,5.327,5.484,-6.279,0.611
P499688,5.701,5.753,-6.013,0.753
P499689,5.480,5.000,-6.444,0.869
P499690,5.946,5.917,-7.437,1.400
P499691,6.552,6.613,-6.623,0.722
P499698,6.277,6.317,-7.434,0.509
P499703,5.997,6.225,-7.880,0.911
P499710,5.503,5.411,-4.393,0.413
P499711,5.221,5.128,-5.345,0.448
P499712,5.350,5.322,-5.516,0.274
P499714,5.475,5.414,-6.305,0.293
P499715,5.434,5.426,-5.413,0.437
P499718,5.571,5.535,-5.398,0.585
P499719,5.582,5.378,-6.287,0.590
P499720,5.689,5.395,-6.832,1.059
P499721,5.714,5.631,-6.992,0.690
P499723,5.117,4.995,-4.954,0.724
P499724,5.140,5.082,-5.488,0.498
P499725,5.142,5.084,-5.689,1.132
P499726,5.381,5.245,-5.785,0.454
P499727,5.961,5.741,-3.453,0.980
P499728,5.158,5.168,-6.739,0.391
P499730,4.856,4.680,-6.367,0.411
P499731,4.949,4.936,-6.212,0.924
P499736,4.923,4.953,-4.983,0.649
P499740,5.030,4.790,-6.395,0.351
P499742,5.005,4.971,-5.547,0.774
P499746,5.116,4.816,-6.810,0.719
P499747,5.018,5.023,-5.413,0.834
P499748,4.895,4.777,-5.740,0.486
P499751,4.625,4.564,-5.889,0.513
P499753,5.091,4.930,-5.828,0.818
P499757,4.801,4.695,-6.131,0.667
P499760,5.111,5.019,-6.405,0.611
P499765,4.945,4.789,-6.361,1.276
P499769,5.192,5.010,-5.422,0.965
P499771,5.144,5.087,-4.367,0.505
P499772,5.272,5.244,-6.103,1.278
P499776,5.228,4.845,-5.237,1.046
P499779,5.247,4.832,-5.315,1.105
P499781,5.114,5.169,-5.088,0.898
P499784,5.301,5.046,-5.361,1.198
P499785,5.464,4.930,-5.551,1.928
P499787,5.118,5.140,-6.155,0.633
P499790,5.030,5.234,-3.711,0.888
P499795,5.047,4.855,-6.593,1.423
P499802,5.102,4.994,-4.779,0.555
P499803,5.093,5.050,-5.302,0.528
P499807,5.067,5.334,-6.505,0.782
P499812,5.203,5.464,-6.544,0.976
P499818,5.323,5.254,-5.413,0.688
P499820,4.953,4.930,-7.107,0.379
P499821,5.060,5.085,-5.734,0.446
P499824,5.092,5.057,-6.442,0.697
P499827,4.819,4.622,-5.178,0.664
P499831,4.878,4.822,-6.578,0.744
P499838,4.790,4.998,-5.283,1.225
P499843,4.840,4.855,-5.672,1.387
P499845,4.976,5.311,-6.009,0.918
P499849,4.961,4.810,-7.160,0.575
P499852,4.815,4.728,-5.908,0.573
P499858,5.081,5.044,-5.402,1.057
P499860,4.778,4.817,-6.973,1.496
P499862,4.716,4.640,-6.049,0.511
P499866,5.106,5.063,-6.308,0.677
P499868,4.962,5.382,-6.501,1.894
P499869,4.893,4.769,-5.230,0.840
P499874,5.273,5.151,-5.682,1.060
P499887,5.145,5.049,-6.010,0.354
P499899,5.539,5.589,-5.821,0.466
P499907,5.234,5.069,-6.126,0.988
P499910,4.690,4.902,-5.346,1.099
P499911,5.018,5.140,-6.152,1.874
P499916,5.152,5.158,-4.846,0.409
P499917,5.237,5.284,-5.897,0.736
P499921,4.805,4.438,-6.605,0.827
P499925,5.030,5.057,-5.790,0.656
P499928,5.046,4.943,-5.864,0.818
P499934,4.910,4.688,-6.195,0.487
P499937,5.290,5.323,-5.611,1.261
P499939,5.233,5.097,-4.550,0.498
P499942,5.382,5.101,-4.355,1.632
P499943,5.134,5.259,-7.189,1.095
P499946,5.137,5.093,-4.854,0.810
P499949,5.174,5.125,-6.099,0.668
P499951,4.984,5.064,-7.645,1.188
P499952,5.407,5.325,-4.744,0.600
P499954,5.287,5.191,-5.057,0.997
P499956,5.089,4.998,-6.020,1.569
P499960,5.197,5.130,-5.951,0.562
P499966,5.384,5.380,-6.345,0.300
P499971,5.139,5.202,-6.469,1.205
P499980,4.950,4.573,-5.982,1.945
P499981,4.973,4.997,-4.897,0.983
P499983,5.213,5.163,-5.629,0.375
P499984,5.218,4.522,-5.998,2.013
P499987,5.395,5.415,-6.612,0.679
P499991,5.301,5.111,-5.496,0.874
P499995,5.064,5.138,-4.285,0.608
P499999,5.163,4.893,-5.353,2.265
P500002,5.233,5.250,-6.196,1.137
P500004,5.156,5.094,-5.939,0.373
P500013,4.914,4.798,-6.169,1.077
P500014,5.043,5.015,-4.857,1.515
P500016,5.010,4.863,-6.883,1.297
P500019,5.281,5.323,-5.882,0.831
P500021,5.120,5.086,-5.365,1.132
P500022,5.378,5.037,-6.130,0.787
P500023,5.035,5.036,-5.771,1.303
P500026,5.336,5.270,-5.782,0.449
P500029,5.285,5.179,-5.746,0.392
P500032,5.128,4.996,-5.923,1.110
P500034,5.307,5.296,-6.894,0.711
P500043,4.960,4.977,-5.806,0.404
P500047,5.077,5.107,-5.920,0.552
P500048,5.395,5.379,-5.167,0.726
P500051,4.975,4.859,-4.508,1.171
P500055,5.251,5.172,-6.535,0.479
P500060,5.121,4.935,-5.667,0.925
P500064,5.388,5.301,-6.536,0.430
P500070,5.045,4.975,-5.294,0.692
P500072,5.320,5.198,-5.529,0.569
P500073,5.382,5.444,-7.021,1.070
P500083,5.016,4.812,-6.775,0.561
P500090,5.337,5.292,-6.035,0.745
P500092,5.207,5.128,-5.669,1.252
P500103,5.022,5.139,-6.477,0.710
P500110,5.525,5.624,-7.047,0.362
P500113,4.986,5.003,-6.368,0.453
P500119,5.432,5.363,-6.758,0.738
P500120,5.252,5.305,-7.034,1.030
P500125,5.287,5.249,-5.830,0.632
P500127,5.377,5.352,-6.009,0.517
P500131,5.118,5.253,-5.315,0.499
P500135,5.314,5.148,-6.422,0.693
P500138,5.289,5.263,-5.708,0.844
P500140,5.100,5.038,-5.658,0.974
P500146,5.299,5.421,-5.371,1.410
P500148,5.812,5.896,-7.529,0.587
P500150,5.202,5.176,-5.948,0.672
P500151,5.720,5.862,-5.934,0.649
P500153,5.026,5.294,-4.541,1.074
P500155,5.188,4.622,-5.689,2.138
P500158,5.511,5.563,-6.372,1.032
P500162,5.267,5.330,-6.492,0.518
P500163,5.171,5.247,-7.162,1.184
P500165,5.314,5.554,-6.284,1.616
P500166,5.000,4.901,-5.042,0.733
P500169,5.361,5.611,-6.410,0.784
P500171,5.250,5.225,-5.020,0.336
P500173,5.190,5.029,-5.769,0.908
P500175,5.492,5.567,-4.524,0.635
P500177,5.339,5.313,-6.051,0.447
P500179,5.623,5.060,-4.860,0.999
P500180,5.356,5.400,-6.266,0.672
P500183,5.485,5.292,-5.857,0.947
P500185,5.370,5.302,-6.481,0.990
P500192,5.483,5.490,-5.193,1.135
P500193,5.082,4.949,-6.519,0.381
P500194,5.718,5.726,-6.418,1.558
P500202,5.459,5.310,-6.547,0.716
P500204,5.121,5.148,-5.306,0.521
P500207,5.365,5.483,-5.684,1.052
P500211,5.316,5.365,-5.133,0.530
P500218,5.247,5.276,-6.559,1.293
P500219,5.632,5.596,-4.324,1.472
P500221,5.410,5.420,-6.669,0.478
P500222,5.779,5.619,-6.020,1.373
P500230,5.274,5.188,-3.624,0.426
P500233,5.067,5.023,-6.311,1.095
P500237,5.108,5.218,-5.763,0.961
P500240,5.423,5.392,-6.219,0.445
P500246,5.126,4.812,-6.186,0.742
P500250,4.846,5.152,-3.996,1.958
P500253,5.326,5.134,-5.306,0.764
P500255,5.467,5.221,-5.830,0.630
P500256,5.430,5.117,-4.607,1.767
P500257,5.122,5.231,-6.325,0.599
P500261,5.398,5.316,-6.264,0.503
P500262,5.151,5.052,-6.689,0.710
P500265,5.477,5.774,-7.382,1.267
P500266,5.225,4.433,-5.358,1.570
P500270,5.198,5.165,-5.471,0.552
P500271,5.276,5.204,-5.832,0.816
P500273,5.494,5.213,-5.992,2.138
P500275,5.135,5.016,-4.935,1.995
P500280,5.666,5.572,-5.665,0.480
P500285,5.443,5.473,-4.824,0.500
P500289,5.543,5.474,-4.515,0.765
P500292,5.426,5.442,-5.892,1.371
P500293,5.398,5.421,-5.604,0.446
P500294,5.315,4.930,-5.661,1.289
P500299,5.497,5.362,-7.306,0.571
P500301,5.347,5.183,-6.645,1.515
P500305,5.223,5.305,-5.787,1.440
P500307,5.891,5.832,-3.275,1.182
P500309,5.558,5.611,-6.963,0.631
P500310,5.317,5.247,-5.488,0.409
P500313,5.298,5.315,-6.571,1.382
P500323,5.756,5.705,-6.024,0.348
P500327,5.675,5.464,-4.793,0.981
P500329,5.400,5.373,-5.301,0.915
P500331,5.251,4.710,-4.908,1.134
P500334,5.205,4.949,-4.209,1.362
P500335,5.739,5.621,-5.100,1.130
P500339,5.453,5.324,-3.580,0.547
P500342,5.301,5.254,-6.039,0.523
P500344,5.409,5.384,-4.702,0.441
P500346,5.188,5.197,-5.672,0.480
P500350,5.464,5.387,-5.092,0.361
P500354,5.329,5.368,-5.014,0.577
P500356,5.507,5.324,-5.681,0.812
P500357,5.648,5.707,-3.713,0.576
P500358,5.074,5.230,-5.100,0.771
P500361,4.968,5.188,-3.906,0.625
P500363,5.453,5.550,-4.926,0.733
P500365,5.164,5.393,-6.606,1.300
P500368,5.762,5.255,-5.941,1.924
P500369,5.497,5.583,-3.839,0.682
P500371,5.530,5.452,-6.025,1.360
P500373,5.389,5.420,-5.389,0.374
P500374,5.579,5.431,-4.334,1.255
P500379,5.209,5.079,-6.118,0.518
P500380,5.551,4.952,-6.924,1.527
P500381,5.203,5.253,-4.768,0.670
P500382,5.394,5.366,-4.643,0.302
P500386,5.235,5.228,-6.061,0.446
P500391,5.171,5.224,-5.058,0.518
P500393,4.986,4.898,-6.024,2.479
P500404,5.660,5.550,-6.577,0.724
P500412,5.120,5.142,-5.883,0.714
P500414,5.444,5.286,-5.711,0.879
P500419,5.596,5.575,-5.892,0.204
P500421,5.249,5.272,-4.853,0.620
P500424,5.314,5.437,-5.590,1.497
P500428,5.418,5.446,-5.196,0.577
P500429,5.581,5.595,-3.858,0.856
P500430,5.329,4.902,-5.117,0.844
P500432,5.597,5.569,-6.820,1.552
P500433,5.410,5.267,-5.346,0.762
P500436,5.574,5.646,-4.087,1.007
P500439,5.487,5.502,-4.323,0.409
P500442,5.392,5.292,-7.214,0.420
P500443,5.498,5.569,-4.387,0.531
P500445,5.281,5.266,-5.904,0.522
P500448,5.208,5.325,-6.545,1.026
P500449,5.497,5.453,-5.149,1.218
P500450,5.743,5.821,-6.225,0.649
P500451,5.739,5.612,-5.282,0.332
P500453,5.590,5.574,-5.043,0.441
P500454,5.975,5.832,-4.137,0.580
P500456,5.297,5.241,-4.635,0.804
P500459,5.490,5.754,-4.881,1.269
P500461,5.705,5.503,-4.372,2.144
P500463,5.315,5.371,-4.792,0.882
P500464,5.693,5.620,-5.060,1.076
P500465,5.411,5.477,-3.792,0.638
P500466,5.472,5.475,-5.656,0.437
P500468,5.283,5.182,-5.382,0.887
P500470,5.779,5.600,-5.026,0.376
P500471,5.623,5.620,-6.020,0.317
P500473,5.584,5.348,-5.672,2.150
P500477,5.641,5.483,-5.646,0.932
P500478,5.352,5.204,-6.207,1.100
P500481,5.311,5.111,-5.771,0.778
P500482,5.816,5.940,-4.769,0.767
P500483,5.685,5.397,-6.208,1.223
P500484,5.477,5.123,-5.964,1.002
P500485,5.296,5.235,-6.398,0.759
P500487,5.571,5.483,-4.267,0.829
P500488,5.284,5.186,-5.323,0.350
P500491,5.686,5.543,-6.676,0.575
P500492,5.695,5.600,-5.076,0.511
P500494,5.696,5.536,-4.949,0.463
P500495,5.432,5.452,-5.676,1.961
P500499,5.668,5.791,-5.095,1.340
P500500,5.728,5.661,-3.869,0.333
P500501,5.851,5.904,-4.314,1.050
P500502,5.628,5.425,-5.351,0.850
P500504,5.559,5.385,-5.617,0.296
P500505,5.790,5.786,-5.302,0.473
P500506,5.414,5.299,-4.913,0.962
P500509,5.502,5.530,-6.579,0.729
P500510,5.666,5.658,-0.953,0.623
P500511,5.600,5.458,-5.963,0.818
P500513,5.677,5.673,-5.221,1.245
P500515,5.560,4.912,-6.230,2.600
P500516,5.683,5.603,-3.313,1.424
P500517,5.550,5.461,-5.361,0.394
P500519,5.736,5.807,-4.455,0.446
P500520,5.527,5.433,-4.067,1.230
P500524,5.930,5.831,-5.143,0.426
P500526,5.694,5.582,-5.263,0.530
P500528,5.326,5.165,-5.564,0.461
P500534,5.494,5.238,-4.289,0.455
P500537,5.532,5.821,-5.788,1.125
P500538,5.538,5.410,-4.071,1.013
P500539,5.770,5.637,-6.281,0.932
P500540,5.539,5.604,-3.204,0.652
P500541,5.714,5.410,-5.855,0.592
P500542,5.777,5.630,-6.158,0.489
P500543,5.285,5.154,-6.498,1.302
P500546,5.425,5.444,-6.909,0.452
P500547,5.601,5.561,-5.779,0.489
P500548,5.664,5.767,-3.482,0.440
P500551,5.529,5.667,-6.197,0.654
P500552,5.741,5.654,-6.607,0.741
P500554,5.926,5.889,-3.611,0.533
P500555,5.909,5.846,-4.283,0.608
P500557,5.753,5.836,-3.448,0.711
P500558,5.923,5.949,-2.762,0.905
P500560,5.679,5.580,-3.657,0.565
P500562,5.729,5.581,-5.349,1.566
P500563,5.223,5.123,-3.833,0.537
P500564,5.464,5.435,-3.291,0.800
P500566,5.079,5.080,-2.898,0.545
P500567,5.550,5.363,-3.957,0.790
P500569,5.582,5.313,-3.492,1.963
P500570,5.512,5.438,-4.449,1.785
P500571,5.741,5.524,-2.584,0.640
P500575,5.890,5.792,-5.012,2.003
P500576,4.836,4.756,-5.548,1.797
P500577,5.395,5.326,-4.582,0.324
P500578,5.146,5.193,-5.890,0.656
P500579,5.089,5.050,-5.086,0.798
P500580,5.292,5.193,-5.843,0.303
P500581,4.971,4.915,-5.742,0.550
P500582,5.501,5.311,-6.287,1.543
P500585,5.478,5.459,-2.606,0.660
P500587,5.488,5.635,-4.109,1.250
VCQJUYQDAIUTKT-UHFFFAOYSA-N-P182-P28-P182-601501,5.861,5.504,-4.852,1.541
YDQNVLPVFDGYNB-UHFFFAOYSA-N-P182-P28-P182-601501,5.658,5.679,-6.984,1.467
KBSCUOAPIOAHTE-UHFFFAOYSA-N-P182-P28-P182-601501,5.819,5.389,-5.533,1.913
JWHKZRQYKFMBCX-UHFFFAOYSA-N-P182-P28-P182-601501,5.957,5.814,-3.161,2.937
AUVHKVNKJKAPGI-UHFFFAOYSA-N-P308-P15-P308-601501,4.798,4.213,-4.856,1.608
DVXCEQZJZBEIOB-UHFFFAOYSA-N-P308-P15-P308-601501,4.996,4.555,-5.324,1.389
WSWLXYHAJMPWAD-UHFFFAOYSA-N-P308-P15-P308-601501,4.982,4.735,-5.179,1.208
NEDFGYNJSPLQQP-UHFFFAOYSA-N-P308-P15-P308-601501,5.128,4.581,-5.318,1.457
HLXQGMWZSXOTMQ-UHFFFAOYSA-N-P15-P15-P308-601501,5.017,4.234,-5.106,1.860
BQQHOOFVKCPCOJ-UHFFFAOYSA-N-P308-P15-P308-601501,5.067,5.110,-5.368,1.303
AKWFWTDGBMKEHT-UHFFFAOYSA-N-P15-P15-P308-601501,4.733,4.619,-5.271,1.028
QWFWDMZQJXLTDJ-UHFFFAOYSA-N-P308-P15-P308-601501,5.157,4.859,-5.667,1.259
HWFVHGCHNGOMPJ-UHFFFAOYSA-N-P308-P15-P308-601501,5.041,4.851,-5.320,1.461
DEBBIWPXFPEOGW-UHFFFAOYSA-N-P308-P15-P308-601501,5.228,4.443,-5.344,1.706
UMWMDYAGLKQPEN-UHFFFAOYSA-N-P308-P15-P308-601501,5.019,4.503,-5.789,1.824
BHDGUBOWDZYRMJ-UHFFFAOYSA-N-P308-P15-P308-601501,5.245,4.919,-5.484,1.008
MFBBMKUQWCDISB-UHFFFAOYSA-N-P308-P15-P308-601501,5.101,4.791,-5.804,1.153
LHIIDAUGVAOKMD-UHFFFAOYSA-N-P15-P15-P308-601501,5.148,4.808,-5.866,1.252
PLQZYICTDPHYEP-UHFFFAOYSA-N-P308-P15-P308-601501,5.360,5.112,-5.380,1.763
GXLJADKCGCGIBN-UHFFFAOYSA-N-P308-P15-P308-601501,5.083,4.883,-5.506,0.981
LAJJOOWLOCFVGW-UHFFFAOYSA-N-P308-P15-P308-601501,5.382,4.392,-5.280,1.620
ALSRXESHQAVPAZ-UHFFFAOYSA-N-P308-P15-P308-601501,5.277,4.633,-5.464,1.299
IYGLMVUODGJOLB-UHFFFAOYSA-N-P308-P15-P308-601501,5.288,4.851,-5.482,1.064
JXDHHEBCSCVVIV-UHFFFAOYSA-N-P308-P15-P308-601501,5.080,4.633,-5.442,1.581
BTMDBVFYNMZVAP-UHFFFAOYSA-N-P308-P15-P308-601501,5.342,5.173,-5.585,1.663
