compound_id,smiles,inchikey,required_amount_mg,quoted_amount_mg,quote_id,quote_supplier,quote_catalogue,quote_entry,quote_price,quote_currency,quote_lead_time_days,quoted_purity,quoted_smiles,quote_date,num_downstream_products,num_downstream_reaction_types,num_downstream_reactions,num_downstream (Amidation),num_downstream (Steglich_esterification),num_downstream (N-nucleophilic_aromatic_substitution),num_downstream (Reductive_amination),num_downstream (Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol),num_downstream (Ester_amidation),downstream_product_ids,downstream_reaction_types,downstream_reaction_ids
146677,CC1(C)CNCC1O,CUVTUAIJKLXTRO-UHFFFAOYSA-N,1.0,1.0,1817,Enamine,,EN300-189556,15.0,EUR,,,CC1(C)CNCC1O.Cl,2025-12-01,1,1,1,1.0,,,,,,{146962},{'Amidation'},{14306}
146676,CC1COCCC1N,WFVKNHIDEGYGPD-UHFFFAOYSA-N,1.0,1.0,1799,Enamine,,EN300-179606,15.0,EUR,,,CC1COCCC1N,2025-12-01,1,1,1,1.0,,,,,,{146963},{'Amidation'},{14307}
146695,NCC12COCC1C2,GFWCRAOJLDHNKN-UHFFFAOYSA-N,1.0,1.0,1818,Enamine,,EN300-33456569,42.0,EUR,,,Cl.NC[C@]12COC[C@H]1C2,2025-12-01,1,1,1,1.0,,,,,,{146964},{'Amidation'},{14308}
146663,OCC1(CO)CNC1,JAXQPBINKGFTPK-UHFFFAOYSA-N,1.0,1.0,1791,Enamine,,EN300-396146,14.0,EUR,,,Cl.OCC1(CO)CNC1,2025-12-01,1,1,1,1.0,,,,,,{146966},{'Amidation'},{14310}
146696,NCC1COCC1O,MUTHVSUAOIYRHX-UHFFFAOYSA-N,1.0,1.0,1819,Enamine,,EN300-386296,23.0,EUR,,,Cl.NC[C@H]1COC[C@H]1O,2025-12-01,1,1,1,1.0,,,,,,{146967},{'Amidation'},{14311}
146669,CC(N)C(C)(C)CO,LPYUXUILCKAQSG-UHFFFAOYSA-N,1.0,1.0,1808,Enamine,,EN300-1272866,37.0,EUR,,,CC(N)C(C)(C)CO.Cl,2025-12-01,1,1,1,1.0,,,,,,{146973},{'Amidation'},{14317}
146659,COCC(C)(O)CN,XADTUXGTPMQVJD-UHFFFAOYSA-N,1.0,1.0,1789,Enamine,,EN300-75187,15.0,EUR,,,COCC(C)(O)CN,2025-12-01,1,1,1,1.0,,,,,,{146976},{'Amidation'},{14320}
146660,NCC1(CO)COC1,GGYZOSLAJSUXRM-UHFFFAOYSA-N,1.0,1.0,1811,Enamine,,EN300-105482,14.0,EUR,,,NCC1(CO)COC1,2025-12-01,1,1,1,1.0,,,,,,{146978},{'Amidation'},{14322}
146691,CC(C)C(CN)CO,JUZQUSSFETVSOF-UHFFFAOYSA-N,1.0,1.0,1810,Enamine,,EN300-117010,14.0,EUR,,,CC(C)C(CN)CO,2025-12-01,1,1,1,1.0,,,,,,{146980},{'Amidation'},{14324}
146700,CC(N)C1CCOC1,JCIAQQOICXUMNX-UHFFFAOYSA-N,1.0,1.0,1823,Enamine,,EN300-198416,15.0,EUR,,,CC(N)C1CCOC1.Cl,2025-12-01,1,1,1,1.0,,,,,,{146992},{'Amidation'},{14336}
146680,COCC1CCC1N,NSUHDXDXMDDKGW-UHFFFAOYSA-N,1.0,1.0,1806,Enamine,,EN300-262824,64.0,EUR,,,COC[C@@H]1CC[C@H]1N.Cl,2025-12-01,1,1,1,1.0,,,,,,{146995},{'Amidation'},{14339}
146681,COCC1(C)CNC1,CSHZUQSDZADLIZ-UHFFFAOYSA-N,1.0,1.0,1824,Enamine,,EN300-188957,14.0,EUR,,,COCC1(C)CNC1.Cl,2025-12-01,1,1,1,1.0,,,,,,{146996},{'Amidation'},{14340}
146682,CC1(C)COCC1N,VHFXMSJDPBSIPU-UHFFFAOYSA-N,1.0,1.0,1801,Enamine,,EN300-247858,57.0,EUR,,,CC1(C)COCC1N.Cl,2025-12-01,1,1,1,1.0,,,,,,{146997},{'Amidation'},{14341}
146638,NC12COCC1C2,YXAQPSXYYWRYCX-UHFFFAOYSA-N,7.0,10.0,3099,Enamine,,EN300-45672063,30.0,EUR,,,Cl.N[C@@]12COC[C@@H]1C2,2025-12-01,7,1,7,7.0,,,,,,"{147529, 147309, 147470, 147183, 147566, 147250, 147387}",{'Amidation'},"{14785, 14565, 14726, 14439, 14822, 14506, 14643}"
147039,CC(C)C(C(=O)O)n1cnc2ccccc21,WOKGHWATADTGIN-UHFFFAOYSA-N,5.0,10.0,3158,Enamine,,EN300-41080,24.0,EUR,,,CC(C)C(C(=O)O)n1cnc2ccccc21,2025-12-01,5,1,5,5.0,,,,,,"{147266, 147301, 147183, 147189, 147193}",{'Amidation'},"{14439, 14445, 14449, 14522, 14557}"
147052,CC1CC(O)C1N,LPNROLDHJCVCAK-UHFFFAOYSA-N,3.0,10.0,3151,Enamine,,EN300-46615044,68.0,EUR,,,C[C@H]1C[C@@H](O)[C@H]1N.Cl,2025-12-01,3,1,3,3.0,,,,,,"{147536, 147353, 147189}",{'Amidation'},"{14792, 14609, 14445}"
147049,CC1(C)OCC1N,CBCMSXOYKIOJPH-UHFFFAOYSA-N,6.0,10.0,3149,Enamine,,EN300-7577362,70.0,EUR,,,CC1(C)OCC1N,2025-12-01,6,1,6,6.0,,,,,,"{147214, 147540, 147383, 147480, 147193, 147323}",{'Amidation'},"{14470, 14796, 14639, 14736, 14449, 14579}"
145914,NC1CCOC1,MIPHRQMEIYLZFZ-UHFFFAOYSA-N,4.0,10.0,3066,Enamine,,EN300-256935,14.0,EUR,,,Cl.N[C@H]1CCOC1,2025-12-01,4,1,4,4.0,,,,,,"{147368, 147363, 147333, 147207}",{'Amidation'},"{14624, 14619, 14589, 14463}"
147041,Cc1nc2ccccc2n1C(C(=O)O)C(C)C,LBSTVAAYZYPZIB-UHFFFAOYSA-N,13.0,13.0,,Enamine,,EN300-50097,31.2,EUR,,,Cc1nc2ccccc2n1C(C(=O)O)C(C)C,2025-12-01,13,1,13,13.0,,,,,,"{147207, 147307, 147309, 147310, 147314, 147315, 147317, 147581, 147320, 147353, 147323, 147325, 147326}",{'Amidation'},"{14563, 14565, 14566, 14570, 14571, 14573, 14576, 14609, 14579, 14581, 14582, 14837, 14463}"
147038,CCc1nc2ccccc2n1C(C)C(=O)O,LCCOHRNGRLWANS-UHFFFAOYSA-N,6.0,10.0,3157,Enamine,,EN300-18697219,44.0,EUR,,,CCc1nc2ccccc2n1C(C)C(=O)O.Cl,2025-12-01,6,1,6,6.0,,,,,,"{147237, 147214, 147250, 147283, 147254, 147255}",{'Amidation'},"{14470, 14506, 14539, 14510, 14511, 14493}"
147050,CC1(O)CCC1N,KWXCRCUYAMGCIU-UHFFFAOYSA-N,3.0,10.0,3150,Enamine,,EN300-262389,150.0,EUR,,,C[C@@]1(O)CC[C@H]1N.Cl,2025-12-01,3,1,3,3.0,,,,,,"{147266, 147533, 147254}",{'Amidation'},"{14522, 14789, 14510}"
147048,C=C1COCC1N,IVDIRHIPXFSYRL-UHFFFAOYSA-N,5.0,10.0,3148,Enamine,,EN300-1666652,70.0,EUR,,,C=C1COCC1N.Cl,2025-12-01,5,1,5,5.0,,,,,,"{147403, 147534, 147255, 147551, 147455}",{'Amidation'},"{14659, 14790, 14511, 14807, 14711}"
147088,CC1CC(N)C(=O)O1,WORFHQJFGHUFMS-UHFFFAOYSA-N,7.0,10.0,3170,Enamine,,EN300-213294,54.0,EUR,,,CC1CC(N)C(=O)O1.Cl,2025-12-01,7,1,7,7.0,,,,,,"{147301, 147591, 147610, 147664, 147283, 147418, 147581}",{'Amidation'},"{14920, 14539, 14674, 14866, 14837, 14557, 14847}"
147058,NC1CCCC1O,JFFOUICIRBXFRC-UHFFFAOYSA-N,4.0,10.0,3153,Enamine,,EN300-251517,14.0,EUR,,,Cl.N[C@@H]1CCC[C@H]1O,2025-12-01,4,1,4,4.0,,,,,,"{147385, 147307, 147516, 147573}",{'Amidation'},"{14641, 14563, 14772, 14829}"
147061,NC1COCC1F,QEFNMXYQEIJFEA-UHFFFAOYSA-N,4.0,10.0,3159,Enamine,,EN300-7549621,39.0,EUR,,,Cl.N[C@@H]1COC[C@H]1F,2025-12-01,4,1,4,4.0,,,,,,"{147528, 147506, 147388, 147310}",{'Amidation'},"{14784, 14762, 14644, 14566}"
147070,CC1OCCC1N,OBFFLNVYKSXULV-UHFFFAOYSA-N,5.0,10.0,3163,Enamine,,EN300-121815,34.0,EUR,,,CC1OCCC1N,2025-12-01,5,1,5,5.0,,,,,,"{147392, 147562, 147314, 147508, 147445}",{'Amidation'},"{14818, 14570, 14764, 14701, 14648}"
145457,CC1(N)CCOC1,VSAPWIUQDZKEBG-UHFFFAOYSA-N,3.0,10.0,3164,Enamine,,EN300-118519,14.0,EUR,,,CC1(N)CCOC1.Cl,2025-12-01,3,1,3,3.0,,,,,,"{147393, 147315, 147507}",{'Amidation'},"{14649, 14571, 14763}"
147072,NC1CCOC1=O,QJPWUUJVYOJNMH-UHFFFAOYSA-N,5.0,10.0,3165,Enamine,,EN300-34107,14.0,EUR,,,NC1CCOC1=O,2025-12-01,5,1,5,5.0,,,,,,"{147522, 147395, 147559, 147442, 147317}",{'Amidation'},"{14698, 14573, 14778, 14651, 14815}"
145454,CC1(N)CCC1O,PYCIXUNXWKGAGG-UHFFFAOYSA-N,4.0,10.0,7625,Enamine,,Z5890431712,52.0,EUR,,,CC1(N)CCC1O,2025-12-09,4,1,4,4.0,,,,,,"{147320, 147482, 147360, 147543}",{'Amidation'},"{14576, 14616, 14738, 14799}"
145437,CC(O)C1(N)CC1,BSYCHISQIDPAFR-UHFFFAOYSA-N,4.0,10.0,7608,Enamine,,Z2469657536,35.0,EUR,,,CC(O)C1(N)CC1,2025-12-09,4,1,4,4.0,,,,,,"{147400, 147458, 147325, 147518}",{'Amidation'},"{14656, 14714, 14581, 14774}"
147042,CC(C)Cc1nc2ccccc2n1C(C)C(=O)O,XXBJTNCYZOPXBL-UHFFFAOYSA-N,12.0,12.0,,Enamine,,EN300-18778872,18.0,EUR,,,CC(C)Cc1nc2ccccc2n1C(C)C(=O)O.Cl,2025-12-01,12,1,12,12.0,,,,,,"{147553, 147333, 147559, 147562, 147566, 147630, 147506, 147571, 147573, 147575, 147610, 147551}",{'Amidation'},"{14818, 14822, 14886, 14762, 14827, 14829, 14831, 14866, 14807, 14809, 14589, 14815}"
147040,CCCc1nc2ccccc2n1C(C)C(=O)O,OFYZINWGFMTKOQ-UHFFFAOYSA-N,13.0,13.0,,Enamine,,EN300-24994884,18.2,EUR,,,CCCc1nc2ccccc2n1C(C)C(=O)O.Cl,2025-12-01,13,1,13,13.0,,,,,,"{147360, 147392, 147393, 147395, 147400, 147401, 147403, 147372, 147383, 147385, 147418, 147387, 147388}",{'Amidation'},"{14656, 14657, 14648, 14659, 14628, 14639, 14641, 14674, 14643, 14644, 14616, 14649, 14651}"
147043,CC(C)C(C(=O)O)n1cnc2cc(F)c(F)cc21,DANSISFLWYIARY-UHFFFAOYSA-N,18.0,18.0,,Enamine,,EN300-66742,81.0,EUR,,,CC(C)C(C(=O)O)n1cnc2cc(F)c(F)cc21.Cl,2025-12-01,18,1,18,18.0,,,,,,"{147522, 147363, 147588, 147527, 147528, 147529, 147591, 147533, 147534, 147536, 147507, 147508, 147540, 147543, 147514, 147516, 147517, 147518}",{'Amidation'},"{14784, 14785, 14789, 14790, 14792, 14763, 14764, 14796, 14847, 14799, 14770, 14772, 14773, 14774, 14778, 14619, 14844, 14783}"
147044,CC(C(=O)O)n1c(C(F)(F)F)nc2ccccc21,VUNRUXVPLDGGOY-UHFFFAOYSA-N,10.0,10.0,3173,Enamine,,EN300-25004012,68.0,EUR,,,CC(C(=O)O)n1c(C(F)(F)F)nc2ccccc21,2025-12-01,10,1,10,10.0,,,,,,"{147458, 147482, 147368, 147470, 147664, 147442, 147445, 147480, 147450, 147455}",{'Amidation'},"{14624, 14726, 14920, 14698, 14701, 14736, 14706, 14738, 14711, 14714}"
147059,NC1COCC1O,HQVKXDYSIGDGSY-UHFFFAOYSA-N,4.0,10.0,3154,Enamine,,EN300-246814,14.0,EUR,,,N[C@@H]1COC[C@H]1O,2025-12-01,4,1,4,4.0,,,,,,"{147450, 147571, 147372, 147514}",{'Amidation'},"{14770, 14706, 14827, 14628}"
147062,NC1C(O)CC1O,XRSPSLMIYRTMHA-UHFFFAOYSA-N,1.0,1.0,1839,Enamine,,EN300-37296973,37.0,EUR,,,Cl.NC1C(O)CC1O,2025-12-01,1,1,1,1.0,,,,,,{147527},{'Amidation'},{14783}
147073,COC1CCC1N,WUELCKYQWFSJNE-UHFFFAOYSA-N,1.0,1.0,1869,Enamine,,EN300-1266259,42.0,EUR,,,CO[C@@H]1CC[C@H]1N.Cl,2025-12-01,1,1,1,1.0,,,,,,{147575},{'Amidation'},{14831}
147078,CNC1COCC1O,JQYPNVKUMXATFT-UHFFFAOYSA-N,1.0,1.0,1855,Enamine,,EN300-371682,15.0,EUR,,,CN[C@@H]1COC[C@H]1O,2025-12-01,1,1,1,1.0,,,,,,{147588},{'Amidation'},{14844}
145448,COCC1(N)CCC1,OELKIVVMDJOKLG-UHFFFAOYSA-N,1.0,1.0,1861,Enamine,,EN300-206415,14.0,EUR,,,COCC1(N)CCC1.Cl,2025-12-01,1,1,1,1.0,,,,,,{147630},{'Amidation'},{14886}
136707,Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(N)c21,NAGIIWVAMHYLRG-UHFFFAOYSA-N,1.0,1.0,1896,Enamine,,EN300-52467107,31.0,EUR,,,Cl.Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(N)c21,2025-12-01,1,1,1,1.0,,,,,,{147729},{'Amidation'},{14977}
147713,Cn1cncc1CC(O)C(=O)O,MXETUSMIYKMMAT-UHFFFAOYSA-N,1.0,1.0,1898,Enamine,,EN300-46907588,26.0,EUR,,,Cl.Cn1cncc1CC(O)C(=O)O,2025-12-01,1,1,1,1.0,,,,,,{147729},{'Amidation'},{14977}
147731,C=CCN1C(=O)CCC(O)C1=O,APYZBKDPOPKNFM-UHFFFAOYSA-N,2.0,10.0,3224,Enamine,,EN300-7537700,47.0,EUR,,,C=CCN1C(=O)CCC(O)C1=O,2025-12-01,2,1,2,,,,,2.0,,"{147740, 147742}",{'Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol'},"{14984, 14982}"
147733,Clc1ccc2[nH]c(C3CCNCC3)cc2c1,LLCORCOHPKCEEK-UHFFFAOYSA-N,1.0,1.0,1901,Enamine,,EN300-746240,46.0,EUR,,,Clc1ccc2[nH]c(C3CCNCC3)cc2c1,2025-12-01,1,1,1,,,,,1.0,,{147740},{'Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol'},{14982}
147735,Cc1ccc2[nH]c(C3CCNCC3)c(C)c2c1,LARPDXSNXHOWRB-UHFFFAOYSA-N,1.0,1.0,1902,Enamine,,EN300-736534,35.0,EUR,,,Cc1ccc2[nH]c(C3CCNCC3)c(C)c2c1,2025-12-01,1,1,1,,,,,1.0,,{147742},{'Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol'},{14984}
147743,Cc1cn2c(CC(=O)O)csc2n1,CTNHTIHQPGDYJK-UHFFFAOYSA-N,2.0,10.0,3226,Enamine,,EN300-24017,22.0,EUR,,,Cc1cn2c(CC(=O)O)csc2n1,2025-12-01,2,1,2,2.0,,,,,,"{147824, 147828}",{'Amidation'},"{15018, 15022}"
147777,NC1(CN2CCN(c3ncccn3)CC2)CC1,YNGQCAJJLXNVKO-UHFFFAOYSA-N,1.0,1.0,1908,Enamine,,EN300-317825,47.0,EUR,,,NC1(CN2CCN(c3ncccn3)CC2)CC1,2025-12-01,1,1,1,1.0,,,,,,{147824},{'Amidation'},{15018}
147781,NCCCCN1CCN(c2ncccn2)CC1,YDQAUSHJSHIVAD-UHFFFAOYSA-N,1.0,1.0,1909,Enamine,,EN300-69631,17.0,EUR,,,NCCCCN1CCN(c2ncccn2)CC1,2025-12-01,1,1,1,1.0,,,,,,{147828},{'Amidation'},{15022}
147948,O=C(O)c1ccc(CNC(=O)C(F)(F)F)o1,YEDRJAMIEMSKQL-UHFFFAOYSA-N,2.0,10.0,3231,Enamine,,EN300-300936,47.0,EUR,,,O=C(O)c1ccc(CNC(=O)C(F)(F)F)o1,2025-12-01,2,1,2,2.0,,,,,,"{147979, 147997}",{'Amidation'},"{15146, 15164}"
147953,NCc1nc2cccnc2[nH]1,XCTNDJAFNBCVOM-UHFFFAOYSA-N,1.0,1.0,1911,Enamine,,EN300-172605,15.0,EUR,,,Cl.Cl.NCc1nc2cccnc2[nH]1,2025-12-01,1,1,1,1.0,,,,,,{147979},{'Amidation'},{15146}
147970,COc1cccc2[nH]c(CN)nc12,DRLVGRKJANAGGA-UHFFFAOYSA-N,1.0,1.0,1912,Enamine,,EN300-7442668,34.0,EUR,,,COc1cccc2[nH]c(CN)nc12.Cl.Cl,2025-12-01,1,1,1,1.0,,,,,,{147997},{'Amidation'},{15164}
148002,Cn1ccc(C(=O)N2CCCC(C(=O)O)C2)cc1=O,BACHKKMDBQNGMP-UHFFFAOYSA-N,1.0,1.0,1913,Enamine,,EN300-64245,15.0,EUR,,,Cn1ccc(C(=O)N2CCCC(C(=O)O)C2)cc1=O,2025-12-01,1,1,1,1.0,,,,,,{148408},{'Amidation'},{15378}
148194,CC(C)(C)OC(=O)N1CC2CCC(N)C(O)C21,IYUNVYOIYWJAPT-UHFFFAOYSA-N,1.0,1.0,1915,Enamine,,EN300-44828997,33.0,EUR,,,CC(C)(C)OC(=O)N1C[C@H]2CC[C@@H](N)[C@H](O)[C@H]21,2025-12-01,1,1,1,1.0,,,,,,{148408},{'Amidation'},{15378}
148428,O=C(O)c1nccc2c1OCC2,OHUAXRRRTLDOLN-UHFFFAOYSA-N,2.0,10.0,3237,Enamine,,EN300-19578375,64.0,EUR,,,O=C(O)c1nccc2c1OCC2,2025-12-01,2,1,2,2.0,,,,,,"{148507, 148510}",{'Amidation'},"{15393, 15396}"
148447,CC(=O)c1c(C)nc2ccccc2c1N,YFGFFNPPTDOYLI-UHFFFAOYSA-N,2.0,10.0,7677,Enamine,,Z57720294,14.0,EUR,,,CC(=O)c1c(C)nc2ccccc2c1N,2025-12-09,2,1,2,2.0,,,,,,"{148507, 148550}",{'Amidation'},"{15393, 15436}"
148450,Cc1nc2ccccc2c(N)c1C(C)C,IXBIYLVYHJCSDR-UHFFFAOYSA-N,2.0,10.0,7678,Enamine,,Z1037540310,20.0,EUR,,,Cc1nc2ccccc2c(N)c1C(C)C,2025-12-09,2,1,2,2.0,,,,,,"{148556, 148510}",{'Amidation'},"{15442, 15396}"
148429,CC(C)Cc1ccnc(C(=O)O)c1F,FKMYKLIVJNTQSV-UHFFFAOYSA-N,3.0,10.0,3240,Enamine,,EN300-28247275,86.0,EUR,,,CC(C)Cc1ccnc(C(=O)O)c1F,2025-12-01,3,1,3,3.0,,,,,,"{148537, 148556, 148577}",{'Amidation'},"{15442, 15463, 15423}"
148463,COc1ccc2[nH]c(=O)cc(N)c2c1,IRECAFBJOCNICR-UHFFFAOYSA-N,1.0,1.0,1920,Enamine,,EN300-114739,81.0,EUR,,,COc1ccc2[nH]c(=O)cc(N)c2c1.Cl,2025-12-01,1,1,1,1.0,,,,,,{148537},{'Amidation'},{15423}
148430,O=C(O)c1cc2c(cn1)COCC2,JDMAKLSNTXJXQC-UHFFFAOYSA-N,2.0,10.0,3242,Enamine,,EN300-7543523,62.0,EUR,,,Cl.O=C(O)c1cc2c(cn1)COCC2,2025-12-01,2,1,2,2.0,,,,,,"{148550, 148543}",{'Amidation'},"{15436, 15429}"
148467,Cc1cc(N)c2cc([N+](=O)[O-])ccc2n1,BJGZNGVTLAUJID-UHFFFAOYSA-N,1.0,1.0,1922,Enamine,,EN300-133386,14.0,EUR,,,Cc1cc(N)c2cc([N+](=O)[O-])ccc2n1,2025-12-01,1,1,1,1.0,,,,,,{148543},{'Amidation'},{15429}
148452,Nc1ccnc2ccc(C(F)(F)F)cc12,WAABMTXRJDIATG-UHFFFAOYSA-N,1.0,1.0,1923,Enamine,,EN300-7438447,14.0,EUR,,,Nc1ccnc2ccc(C(F)(F)F)cc12,2025-12-01,1,1,1,1.0,,,,,,{148577},{'Amidation'},{15463}
148672,O=C(O)Cc1cncn1C1CC1,GEBUZOKSRNXFJD-UHFFFAOYSA-N,6.0,10.0,3246,Enamine,,EN300-37267081,62.0,EUR,,,Cl.O=C(O)Cc1cncn1C1CC1,2025-12-01,6,1,6,6.0,,,,,,"{149185, 148873, 149139, 149140, 148986, 148926}",{'Amidation'},"{15747, 15687, 15946, 15634, 15900, 15901}"
148710,NCCc1ccn2ccnc2c1,QORADCLPGRZWMB-UHFFFAOYSA-N,1.0,1.0,1934,Enamine,,EN300-37332522,46.0,EUR,,,Cl.Cl.NCCc1ccn2ccnc2c1,2025-12-01,1,1,1,1.0,,,,,,{148873},{'Amidation'},{15634}
148673,CC1CCCn2c(CC(=O)O)cnc21,QUYJUFWTTOQQMF-UHFFFAOYSA-N,26.0,26.0,,Enamine,,EN300-1425956,145.6,EUR,,,CC1CCCn2c(CC(=O)O)cnc21.Cl,2025-12-01,26,1,26,26.0,,,,,,"{149249, 149254, 148889, 148906, 149165, 148910, 148913, 149041, 149044, 149047, 148920, 149191, 149202, 149204, 149206, 149207, 149208, 149211, 149090, 149091, 149092, 149100, 149102, 149233, 149234, 149236}",{'Amidation'},"{16010, 16015, 15650, 15667, 15926, 15671, 15802, 15674, 15805, 15808, 15681, 15952, 15963, 15965, 15967, 15968, 15969, 15972, 15851, 15852, 15853, 15861, 15863, 15994, 15995, 15997}"
148686,NCCc1ccncc1Br,NXXHWYYVIGHMRR-UHFFFAOYSA-N,1.0,1.0,1937,Enamine,,EN300-708755,37.0,EUR,,,NCCc1ccncc1Br,2025-12-01,1,1,1,1.0,,,,,,{148889},{'Amidation'},{15650}
618,CC(CN)c1ccncc1,PFSHXDJWAVNKNO-UHFFFAOYSA-N,1.0,1.0,4,Enamine,,EN300-26677505,33.0,EUR,,,CC(CN)c1ccncc1.Cl.Cl,2025-12-01,1,1,1,1.0,,,,,,{148890},{'Amidation'},{15651}
148674,Cc1nc2c(n1C)C(C(=O)O)CCC2,QNUOXCXAQTYSMY-UHFFFAOYSA-N,7.0,10.0,3259,Enamine,,EN300-46971521,63.0,EUR,,,Cc1nc2c(n1C)C(C(=O)O)CCC2.Cl,2025-12-01,7,1,7,7.0,,,,,,"{148999, 149075, 149144, 149051, 148890, 149083, 149150}",{'Amidation'},"{15905, 15651, 15812, 15844, 15911, 15760, 15836}"
128570,NC(CO)Cc1ccncc1,XXPMWCAKYNQCQM-UHFFFAOYSA-N,1.0,1.0,1942,Enamine,,EN300-174555,15.0,EUR,,,Cl.Cl.NC(CO)Cc1ccncc1,2025-12-01,1,1,1,1.0,,,,,,{148906},{'Amidation'},{15667}
148697,NCCc1c(Br)cncc1Br,RRYFSTUVKDUMBE-UHFFFAOYSA-N,2.0,10.0,3264,Enamine,,EN300-6498446,74.0,EUR,,,Cl.NCCc1c(Br)cncc1Br,2025-12-01,2,1,2,2.0,,,,,,"{149066, 148910}",{'Amidation'},"{15827, 15671}"
148704,NCCc1c(Cl)cncc1Cl,SBUIYZHUWTVUME-UHFFFAOYSA-N,2.0,10.0,3265,Enamine,,EN300-26864016,67.0,EUR,,,Cl.NCCc1c(Cl)cncc1Cl,2025-12-01,2,1,2,2.0,,,,,,"{148913, 149134}",{'Amidation'},"{15674, 15895}"
148700,NCCc1ccnc(Cl)c1F,GTXMDPWIAZLUIH-UHFFFAOYSA-N,1.0,1.0,1945,Enamine,,EN300-45645596,26.0,EUR,,,Cl.Cl.NCCc1ccnc(Cl)c1F,2025-12-01,1,1,1,1.0,,,,,,{148920},{'Amidation'},{15681}
128497,COC(=O)C(N)Cc1ccncc1,MFDSUVIUGDAHLU-UHFFFAOYSA-N,2.0,10.0,3267,Enamine,,EN300-220945,24.0,EUR,,,COC(=O)C(N)Cc1ccncc1.Cl.Cl,2025-12-01,2,1,2,2.0,,,,,,"{149102, 148926}",{'Amidation'},"{15863, 15687}"
148742,COC(=O)C(C)(N)Cc1ccncc1,UXHHJAUNIUUEFK-UHFFFAOYSA-N,2.0,10.0,3270,Enamine,,EN300-33036463,67.0,EUR,,,COC(=O)C(C)(N)Cc1ccncc1.Cl.Cl,2025-12-01,2,1,2,2.0,,,,,,"{148986, 149172}",{'Amidation'},"{15747, 15933}"
145594,NCC(CCO)c1ccncc1,SGJKMSZGGSQXGT-UHFFFAOYSA-N,2.0,10.0,3251,Enamine,,EN300-7433038,55.0,EUR,,,Cl.Cl.NCC(CCO)c1ccncc1,2025-12-01,2,1,2,2.0,,,,,,"{149026, 148999}",{'Amidation'},"{15760, 15787}"
145595,CCC(C)(CN)c1ccncc1,ISOHTTPMGOAWFY-UHFFFAOYSA-N,3.0,10.0,3252,Enamine,,EN300-5036034,59.0,EUR,,,CCC(C)(CN)c1ccncc1,2025-12-01,3,1,3,3.0,,,,,,"{149011, 149044, 149135}",{'Amidation'},"{15896, 15772, 15805}"
148675,Cc1nc2n(c1CC(=O)O)CCCC2,RDWRNTIYGWMKGI-UHFFFAOYSA-N,7.0,10.0,3271,Enamine,,EN300-8610349,86.0,EUR,,,Cc1nc2n(c1CC(=O)O)CCCC2,2025-12-01,7,1,7,7.0,,,,,,"{149187, 149188, 149255, 149011, 149172, 149174, 149111}",{'Amidation'},"{15872, 15948, 15949, 16016, 15772, 15933, 15935}"
148676,O=C(O)C1CCCn2cncc21,LJARASSVBYJONB-UHFFFAOYSA-N,2.0,10.0,3278,Enamine,,EN300-305028,95.0,EUR,,,O=C(O)C1CCCn2cncc21,2025-12-01,2,1,2,2.0,,,,,,"{149021, 149119}",{'Amidation'},"{15880, 15782}"
148677,Cn1cnc2c1C(C(=O)O)CC(=O)N2,RPQDJHKKMMHHAZ-UHFFFAOYSA-N,3.0,10.0,3249,Enamine,,EN300-220628,67.0,EUR,,,Cn1cnc2c1C(C(=O)O)CC(=O)N2,2025-12-01,3,1,3,3.0,,,,,,"{149121, 149026, 149122}",{'Amidation'},"{15883, 15882, 15787}"
145598,CC(C)(CN)c1cc[nH]c(=O)c1,OZRQEMBRCYIMNU-UHFFFAOYSA-N,1.0,1.0,1932,Enamine,,EN300-27747959,44.0,EUR,,,Br.Br.CC(C)(CN)c1cc[nH]c(=O)c1,2025-12-01,1,1,1,1.0,,,,,,{149041},{'Amidation'},{15802}
148680,Cn1cncc1C1(C(=O)O)CC1,XEAGNEGRJURSJQ-UHFFFAOYSA-N,2.0,10.0,3279,Enamine,,EN300-37456316,70.0,EUR,,,Cl.Cn1cncc1C1(C(=O)O)CC1,2025-12-01,2,1,2,2.0,,,,,,"{149043, 149084}",{'Amidation'},"{15804, 15845}"
148739,CCOC(=O)C(N)Cc1ccncc1,PGLHBDYDTHKWNM-UHFFFAOYSA-N,3.0,10.0,3269,Enamine,,EN300-101263,21.0,EUR,,,CCOC(=O)C(N)Cc1ccncc1.Cl.Cl,2025-12-01,3,1,3,3.0,,,,,,"{149043, 149150, 149243}",{'Amidation'},"{16004, 15804, 15911}"
148719,CC(C)(CN)c1ccncc1F,XADNCVZHGBZHGK-UHFFFAOYSA-N,1.0,1.0,1959,Enamine,,EN300-1839949,41.0,EUR,,,CC(C)(CN)c1ccncc1F,2025-12-01,1,1,1,1.0,,,,,,{149047},{'Amidation'},{15808}
148758,COc1cc(CCN)cc(C)n1,KCEZHNODJDTKSH-UHFFFAOYSA-N,1.0,1.0,1960,Enamine,,EN300-1837898,52.0,EUR,,,COc1cc(CCN)cc(C)n1,2025-12-01,1,1,1,1.0,,,,,,{149051},{'Amidation'},{15812}
