compound_id,smiles,inchikey,required_amount_mg,quoted_amount_mg,quote_id,quote_supplier,quote_catalogue,quote_entry,quote_price,quote_currency,quote_lead_time_days,quoted_purity,quoted_smiles,quote_date,num_downstream_products,num_downstream_reaction_types,num_downstream_reactions,num_downstream (Amidation),num_downstream (Steglich_esterification),num_downstream (N-nucleophilic_aromatic_substitution),num_downstream (Reductive_amination),num_downstream (Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol),num_downstream (Ester_amidation),downstream_product_ids,downstream_reaction_types,downstream_reaction_ids
148682,O=C(O)Cc1cncn1Cc1ccccc1,NUIXSNXHZXMQMB-UHFFFAOYSA-N,11.0,11.0,,Enamine,,EN300-179524,51.7,EUR,,,Cl.O=C(O)Cc1cncn1Cc1ccccc1,2025-12-01,11,1,11,11.0,,,,,,"{149058, 149250, 149128, 149257, 149066, 149067, 149131, 149134, 149071, 149135, 149243}",{'Amidation'},"{16004, 15896, 15819, 16011, 15889, 16018, 15827, 15828, 15892, 15895, 15832}"
148692,NCCc1ccnc(Cl)c1,KJNBAXYFZQRUAB-UHFFFAOYSA-N,1.0,1.0,1963,Enamine,,EN300-26675654,36.0,EUR,,,Cl.Cl.NCCc1ccnc(Cl)c1,2025-12-01,1,1,1,1.0,,,,,,{149058},{'Amidation'},{15819}
148696,CC(CN)c1ccncc1Br,JRGPGXISOWSTIU-UHFFFAOYSA-N,1.0,1.0,1966,Enamine,,EN300-1907309,39.0,EUR,,,CC(CN)c1ccncc1Br,2025-12-01,1,1,1,1.0,,,,,,{149067},{'Amidation'},{15828}
135559,CC(C)(CN)c1ccncc1,OJQCYAVJFWTLBA-UHFFFAOYSA-N,1.0,1.0,1941,Enamine,,EN300-123881,17.0,EUR,,,CC(C)(CN)c1ccncc1,2025-12-01,1,1,1,1.0,,,,,,{149071},{'Amidation'},{15832}
148763,NCCc1ccnc(C(F)(F)F)c1,SCZAEKUFRKAEAD-UHFFFAOYSA-N,1.0,1.0,1967,Enamine,,EN300-27701506,41.0,EUR,,,Cl.NCCc1ccnc(C(F)(F)F)c1,2025-12-01,1,1,1,1.0,,,,,,{149075},{'Amidation'},{15836}
145602,NCC1(c2ccncc2)CCCC1,JNJHXKXEUHWJED-UHFFFAOYSA-N,2.0,10.0,3289,Enamine,,EN300-122976,69.0,EUR,,,Cl.Cl.NCC1(c2ccncc2)CCCC1,2025-12-01,2,1,2,2.0,,,,,,"{149121, 149083}",{'Amidation'},"{15882, 15844}"
148750,NC(Cc1ccncc1)CC1CCCC1,RGMSBSSAMZUKHU-UHFFFAOYSA-N,3.0,10.0,3273,Enamine,,EN300-132165,73.0,EUR,,,Cl.Cl.NC(Cc1ccncc1)CC1CCCC1,2025-12-01,3,1,3,3.0,,,,,,"{149204, 149084, 149119}",{'Amidation'},"{15880, 15965, 15845}"
148736,NC(CO)Cc1cc(Br)nc(Br)c1,FIBSJDDCJBJFIC-UHFFFAOYSA-N,1.0,1.0,1969,Enamine,,EN300-27160311,107.0,EUR,,,Br.NC(CO)Cc1cc(Br)nc(Br)c1,2025-12-01,1,1,1,1.0,,,,,,{149090},{'Amidation'},{15851}
148735,NCC1(c2ccncc2F)CCC1,CLSWJQMSVDQEKW-UHFFFAOYSA-N,2.0,10.0,3291,Enamine,,EN300-1817678,69.0,EUR,,,NCC1(c2ccncc2F)CCC1,2025-12-01,2,1,2,2.0,,,,,,"{149122, 149091}",{'Amidation'},"{15883, 15852}"
145603,COc1cc(C(C)(C)CN)ccn1,PREZVYKPFBSPAM-UHFFFAOYSA-N,2.0,10.0,3292,Enamine,,EN300-1827403,65.0,EUR,,,COc1cc(C(C)(C)CN)ccn1,2025-12-01,2,1,2,2.0,,,,,,"{149092, 149111}",{'Amidation'},"{15872, 15853}"
145596,NCC1(c2ccnc(O)c2)CCC1,YQZNVPJURNPAJJ-UHFFFAOYSA-N,1.0,1.0,1689,Enamine,,EN300-37364370,35.0,EUR,,,Br.Br.NCC1(c2ccnc(O)c2)CCC1,2025-12-01,1,1,1,1.0,,,,,,{149100},{'Amidation'},{15861}
148699,CC(C)(N)Cc1ccncc1,NNPAHMXUSBVORE-UHFFFAOYSA-N,1.0,1.0,1973,Enamine,,EN300-20885449,42.0,EUR,,,CC(C)(N)Cc1ccncc1.Cl.Cl,2025-12-01,1,1,1,1.0,,,,,,{149128},{'Amidation'},{15889}
148698,NCCc1c(F)cncc1F,HPMXIPJTLNTQDC-UHFFFAOYSA-N,1.0,1.0,1974,Enamine,,EN300-23908054,36.0,EUR,,,Cl.NCCc1c(F)cncc1F,2025-12-01,1,1,1,1.0,,,,,,{149131},{'Amidation'},{15892}
148772,NCCc1ccnc(Oc2ccccc2)c1,SEKWHNBLHUGYGF-UHFFFAOYSA-N,2.0,10.0,3296,Enamine,,EN300-27102638,74.0,EUR,,,Cl.Cl.NCCc1ccnc(Oc2ccccc2)c1,2025-12-01,2,1,2,2.0,,,,,,"{149234, 149139}",{'Amidation'},"{15995, 15900}"
148769,CC(C)(C)OC(=O)C(N)Cc1ccncc1,NJVCJKBLTKHDAF-UHFFFAOYSA-N,2.0,10.0,3293,Enamine,,EN300-269534,47.0,EUR,,,CC(C)(C)OC(=O)C(N)Cc1ccncc1,2025-12-01,2,1,2,2.0,,,,,,"{149233, 149140}",{'Amidation'},"{15994, 15901}"
148683,CN(C)C(C(=O)O)c1cncn1C,ODNDGSYWFCFBHR-UHFFFAOYSA-N,1.0,1.0,1956,Enamine,,EN300-192809,15.0,EUR,,,CN(C)C(C(=O)O)c1cncn1C.Cl.Cl,2025-12-01,1,1,1,1.0,,,,,,{149141},{'Amidation'},{15902}
148753,COC(=O)C(N)Cc1cc(F)nc(F)c1,LNGXRKMIGUUFQD-UHFFFAOYSA-N,3.0,10.0,3275,Enamine,,EN300-45479038,142.0,EUR,,,COC(=O)C(N)Cc1cc(F)nc(F)c1.Cl,2025-12-01,3,1,3,3.0,,,,,,"{149202, 149250, 149141}",{'Amidation'},"{15963, 16011, 15902}"
145599,COc1cc(C2(CN)CCC2)ccn1,DQKFDIUPJKUWJG-UHFFFAOYSA-N,3.0,10.0,3297,Enamine,,EN300-1849738,68.0,EUR,,,COc1cc(C2(CN)CCC2)ccn1,2025-12-01,3,1,3,3.0,,,,,,"{149144, 149165, 149174}",{'Amidation'},"{15905, 15926, 15935}"
148774,NC(Cc1ccncc1)c1ccc(Cl)c(Cl)c1,QUBVJHGOAHVZSB-UHFFFAOYSA-N,2.0,10.0,3299,Enamine,,EN300-7433702,46.0,EUR,,,Cl.NC(Cc1ccncc1)c1ccc(Cl)c(Cl)c1,2025-12-01,2,1,2,2.0,,,,,,"{149185, 149249}",{'Amidation'},"{15946, 16010}"
148759,CCOC(=O)C(N)Cc1ccnc(F)c1,SIMJNCKDQLDUSN-UHFFFAOYSA-N,2.0,10.0,3285,Enamine,,EN300-28243910,68.0,EUR,,,CCOC(=O)C(N)Cc1ccnc(F)c1.Cl,2025-12-01,2,1,2,2.0,,,,,,"{149187, 149207}",{'Amidation'},"{15968, 15948}"
148749,CCOC(=O)C(N)C(O)c1ccncc1,LOGZXTQLUHYFBJ-UHFFFAOYSA-N,2.0,10.0,3272,Enamine,,EN300-331428,55.0,EUR,,,CCOC(=O)C(N)C(O)c1ccncc1.Cl.Cl,2025-12-01,2,1,2,2.0,,,,,,"{149208, 149188}",{'Amidation'},"{15969, 15949}"
148782,NC1CCN(CCc2ccncc2)CC1,YGMSGHHKUDNZRE-UHFFFAOYSA-N,1.0,1.0,1979,Enamine,,EN300-62743,15.0,EUR,,,NC1CCN(CCc2ccncc2)CC1,2025-12-01,1,1,1,1.0,,,,,,{149191},{'Amidation'},{15952}
148785,NC(Cc1ccncc1)c1ccncc1,HDQTZARIDFWFSD-UHFFFAOYSA-N,1.0,1.0,1980,Enamine,,EN300-7473216,36.0,EUR,,,Cl.Cl.Cl.NC(Cc1ccncc1)c1ccncc1,2025-12-01,1,1,1,1.0,,,,,,{149206},{'Amidation'},{15967}
148764,Fc1cncc(Cl)c1CC1CCCCN1,KEKZZCPODRWZJW-UHFFFAOYSA-N,1.0,1.0,1981,Enamine,,EN300-33037441,75.0,EUR,,,Cl.Cl.Fc1cncc(Cl)c1CC1CCCCN1,2025-12-01,1,1,1,1.0,,,,,,{149211},{'Amidation'},{15972}
148671,CC(C)n1cncc1CC(=O)O,ITPCYEJZPMREKK-UHFFFAOYSA-N,1.0,1.0,1982,Enamine,,EN300-45645614,31.0,EUR,,,CC(C)n1cncc1CC(=O)O.Cl,2025-12-01,1,1,1,1.0,,,,,,{149220},{'Amidation'},{15981}
148779,CCOC(=O)C(N)Cc1ccnc([N+](=O)[O-])c1,YXGWLUFAFHWWDS-UHFFFAOYSA-N,3.0,10.0,3298,Enamine,,EN300-27145277,65.0,EUR,,,CCOC(=O)C(N)Cc1ccnc([N+](=O)[O-])c1.Cl,2025-12-01,3,1,3,3.0,,,,,,"{149220, 149254, 149255}",{'Amidation'},"{16016, 15981, 16015}"
148678,CCn1cncc1CC(=O)O,DYEKHQVJFGPHPL-UHFFFAOYSA-N,1.0,1.0,1983,Enamine,,EN300-45168284,44.0,EUR,,,CCn1cncc1CC(=O)O.Cl,2025-12-01,1,1,1,1.0,,,,,,{149222},{'Amidation'},{15983}
148788,CC(C)(C)OC(=O)N1CCc2ccnc(N)c2C1,AIYRKJLLYKQRES-UHFFFAOYSA-N,2.0,10.0,3305,Enamine,,EN300-704125,58.0,EUR,,,CC(C)(C)OC(=O)N1CCc2ccnc(N)c2C1,2025-12-01,2,1,2,2.0,,,,,,"{149246, 149222}",{'Amidation'},"{16007, 15983}"
148767,CCOC(=O)C(N)Cc1ccnc(Br)c1Br,DIPJHRDQGXDCKH-UHFFFAOYSA-N,2.0,10.0,3306,Enamine,,EN300-6739240,92.0,EUR,,,CCOC(=O)C(N)Cc1ccnc(Br)c1Br,2025-12-01,2,1,2,2.0,,,,,,"{149257, 149236}",{'Amidation'},"{16018, 15997}"
148681,O=C(O)Cc1cnc2n1CCOC2,WMMXOUNRAMUVSS-UHFFFAOYSA-N,1.0,1.0,1986,Enamine,,EN300-27736483,44.0,EUR,,,Cl.O=C(O)Cc1cnc2n1CCOC2,2025-12-01,1,1,1,1.0,,,,,,{149246},{'Amidation'},{16007}
