smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1,reactant3_step1
c1cnc2c(COc3cccn4ccnc34)cccc2c1,C67471,Z1674a,Z1495a,Z1674a,CC=O,OB(O)c1cccc2cn[nH]c12,CC(NCc1cnc2ccccc2c1)c1cccc2cn[nH]c12,Petasis-borono_Mannich_reaction,NCc1cnc2ccccc2c1
