smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
C[C@@H](Nc1ccnc2ccccc12)c1ccccn1,C13324,Z1495a,Z1495a,Z0429a,Z1674a,O=C(O)c1cccnc1,Nc1nc2c(Cl)cccc2s1,O=C(Nc1nc2c(Cl)cccc2s1)c1cccnc1,Amidation
