smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CCC(=O)Nc1ccsn1,C62267,Z1597a,Z0465a,Z1597a,Z0673a,Z0788b,Z0673b,CCC(=O)O,Nc1ccsn1,CCC(=O)Nc1ccsn1,Amidation
