smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Clc1ccc(CNCc2ccc3c(c2)CNC3)s1,C6746,Z0422a,Z3515a,Z4245a,Z3476a,Z3729a,Z0422a,Clc1nccc(-n2cccn2)n1,CC(C)(CN)OC(F)F,CC(C)(CNc1nccc(-n2cccn2)n1)OC(F)F,N-nucleophilic_aromatic_substitution
