smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)nc1,C3469,Z1719a,Z1719a,Z0788b,Z0673a,Nc1ccc2[nH]c(=O)[nH]c2c1,CC(C)Cc1ccc(C=O)cn1,CC(C)Cc1ccc(CNc2ccc3[nH]c(=O)[nH]c3c2)cn1,Reductive_amination
