smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
C=Cc1cc(C)cc(N)c1,C76707,Z0589a,Z0589a,Z4827a,Cc1cc(N)cc(Br)c1,C=CB1OC(C)(C)C(C)(C)O1,C=Cc1cc(C)cc(N)c1,Sp2-sp2_Suzuki_coupling
