smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CCCNc1cc(NCc2ccc3c(c2)CCNC3)ncn1,C67777,Z0472a,Z0472a,Z4008a,Z3880a,Z3729a,Z3527a,O=C(O)c1ccc2n[nH]c(=O)n2c1,CC(N)c1ccncc1Cl,CC(NC(=O)c1ccc2n[nH]c(=O)n2c1)c1ccncc1Cl,Amidation
