smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,hit6,hit7,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1nscc1N1CCNCC1,C62098,Z0990a,Z0465a,Z0673a,Z0990a,Z1495a,Z1719a,Z0788b,Z0673b,CCOCCCN=C=O,CC(N)C(=O)N1Cc2ccccc2C1,CCOCCCNC(=O)NC(C)C(=O)N1Cc2ccccc2C1,Isocyanate_to_urea
