smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
C[C@H](CNc1nc(NCCO)c2ccccc2n1)n1cccn1,C66556,Z1719a,Z1719a,Z0788b,Z0673a,CC(CN)n1cccn1,OCCNc1nc(Cl)nc2ccccc12,CC(CNc1nc(NCCO)c2ccccc2n1)n1cccn1,N-nucleophilic_aromatic_substitution
