smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
C=CCCCCC(=O)Nc1cccc2[nH]cnc12,C64434,Z0846a,Z1597a,Z0846a,O=C(O)Cc1ccncc1,CCCCNC(C)CCCC,CCCCC(C)N(CCCC)C(=O)Cc1ccncc1,Amidation
