smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1cc(N2CCNCC2)ns1,C107817,Z0990a,Z0465a,Z0990a,Z1495a,Z1719a,Z0673b,Brc1ncnc2ccccc12,C#CC(C)(C)N,C#CC(C)(C)Nc1ncnc2ccccc12,N-nucleophilic_aromatic_substitution
