smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
N#C[C@](Nc1ccc2c(c1)CNC2)(C(=O)NCC(F)F)c1cc(OCF)c(F)c2ccccc12,C74617,Z3486a,Z3486a,Z4025a,CC(C)N,Brc1nnc2ccccn12,CC(C)Nc1nnc2ccccn12,N-nucleophilic_aromatic_substitution
