smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1csc(-c2cnsc2)n1,C59176,Z1274a,Z1274a,Z0227a,Z0788b,Z0788a,Ic1nccs1,CC1(C)OB(c2cnsc2)OC1(C)C,c1csc(-c2cnsc2)n1,Sp2-sp2_Suzuki_coupling
