smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,hit6,hit7,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1ncc(N2CCNCC2)o1,C112745,Z0990a,Z0465a,Z0673a,Z0990a,Z1495a,Z1719a,Z0788b,Z0673b,O=C(O)c1ccc2ccccc2n1,CNc1nc2cccc(Cl)c2s1,CN(C(=O)c1ccc2ccccc2n1)c1nc2cccc(Cl)c2s1,Amidation
