smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CC[C@H](N)c1cncc2c1CCC2,C60723,Z0472a,Z1495a,Z0472a,COCC(=O)O,Nc1cncc2c1CCCC2,COCC(=O)Nc1cncc2c1CCCC2,Amidation
