smiles,hit1,hit2,hit3,hit4,hit5
Cn1cnc(NC(=O)CC(N)=O)c1C#N,Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)CC(N)=O)c1,Z0719a,Z1597a,,,
Cn1cnc(C#N)c1NC(=O)CC(N)=O,Z0719a,Z1597a,,,
NC(=O)CC(=O)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
Cc1nc(C)n(C)c1NC(=O)CC(N)=O,Z0719a,Z1597a,,,
NC(=O)CC(=O)Nc1nc[nH]c1[N+](=O)[O-],Z0719a,Z1597a,,,
CC(C)n1cnc(NC(=O)CC(N)=O)c1,Z0719a,Z1597a,,,
NC(=O)CC(=O)Nc1[nH]cnc1C(N)=S,Z0719a,Z1597a,,,
NC(=O)CC(=O)Nc1nc[nH]c1C(N)=O,Z0719a,Z1597a,,,
COCCC(=O)Nc1cn(C(C)C)cn1,Z0719a,Z1597a,,,
COCCC(=O)Nc1[nH]cnc1C(N)=S,Z0719a,Z1597a,,,
COCCC(=O)Nc1nc[nH]c1C(N)=O,Z0719a,Z1597a,,,
COCCC(=O)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
COCCC(=O)Nc1nc[nH]c1[N+](=O)[O-],Z0719a,Z1597a,,,
C=CCC(=O)Nc1nc(C)n(C)c1C#N,Z0719a,Z1597a,,,
C=CCC(=O)Nc1c(C#N)nc(C)n1C,Z0719a,Z1597a,,,
C=CCC(=O)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
C=CCC(=O)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
NC(=O)c1[nH]cnc1NC(=O)C1CC1Cl,Z0719a,Z1597a,,,
O=C(CCS)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
Cn1cnc([N+](=O)[O-])c1NC(=O)CCS,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CCS)c1C(=O)[O-],Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)CCS,Z0719a,Z1597a,,,
Cc1nc(NC(=O)CCS)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)CCS)n1C,Z0719a,Z1597a,,,
O=C(CCS)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
O=C(CCS)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)C2CC2Cl)c1,Z0719a,Z1597a,,,
Cn1cnc(C#N)c1NC(=O)C1CC1Cl,Z0719a,Z1597a,,,
CC(C)n1cnc(NC(=O)C2CC2Cl)c1,Z0719a,Z1597a,,,
NC(=S)c1nc[nH]c1NC(=O)C1CC1Cl,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C2CC2Cl)c1C#N,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)C1CC1Cl,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)C(C)CS,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1ncn(C)c1C#N,Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)C(C)CS)c1,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1c(C#N)ncn1C,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1cn(C(C)C)cn1,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1[nH]cnc1C(N)=S,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1nc[nH]c1C(N)=O,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1nc[nH]c1[N+](=O)[O-],Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1nc[nH]c1[N+](=O)[O-],Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)C2CC2C)c1,Z0719a,Z1597a,,,
CC1CC1C(=O)Nc1c(C#N)ncn1C,Z0719a,Z1597a,,,
CC1CC1C(=O)Nc1cn(C(C)C)cn1,Z0719a,Z1597a,,,
CC1CC1C(=O)Nc1[nH]cnc1C(N)=S,Z0719a,Z1597a,,,
CC1CC1C(=O)Nc1nc[nH]c1C(N)=O,Z0719a,Z1597a,,,
CC1CC1C(=O)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
Cc1nc(C)n(C)c1NC(=O)C1CC1C,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1cn(C(C)C)cn1,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1[nH]cnc1C(N)=S,Z0719a,Z1597a,,,
CC1CC1C(=O)Nc1ncn(C)c1C#N,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)CCCS,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CCCS)c1C#N,Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)CCCS)c1,Z0719a,Z1597a,,,
Cn1cnc(C#N)c1NC(=O)CCCS,Z0719a,Z1597a,,,
CC(C)n1cnc(NC(=O)CCCS)c1,Z0719a,Z1597a,,,
NC(=S)c1nc[nH]c1NC(=O)CCCS,Z0719a,Z1597a,,,
NC(=O)c1[nH]cnc1NC(=O)CCCS,Z0719a,Z1597a,,,
O=C(CCCS)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
O=C(CCCS)Nc1nc[nH]c1[N+](=O)[O-],Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1nc[nH]c1C(N)=O,Z0719a,Z1597a,,,
Cc1nc(C)n(C)c1NC(=O)CC(F)F,Z0719a,Z1597a,,,
O=C(CC(F)F)Nc1nc[nH]c1[N+](=O)[O-],Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)CC(F)F,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CC(F)F)c1C#N,Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)CC(F)F)c1,Z0719a,Z1597a,,,
Cn1cnc(C#N)c1NC(=O)CC(F)F,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)CCS,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)CCS)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CCS)c1C(N)=O,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)CCS)n1CC#N,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)C(C)OC,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1ncn(C)c1C#N,Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)C(C)OC)c1,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1c(C#N)ncn1C,Z0719a,Z1597a,,,
Cc1nc(C)n(C)c1NC(=O)C1CC1F,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)C1CC1C,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)C1CC1F,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C2CC2F)c1C#N,Z0719a,Z1597a,,,
NC(=O)c1[nH]cnc1NC(=O)CC(F)F,Z0719a,Z1597a,,,
O=C(CC(F)F)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1cn(C(C)C)cn1,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1[nH]cnc1C(N)=S,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1nc[nH]c1C(N)=O,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1nc[nH]c1[N+](=O)[O-],Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)C2CC2F)c1,Z0719a,Z1597a,,,
Cn1cnc(C#N)c1NC(=O)C1CC1F,Z0719a,Z1597a,,,
CC(C)n1cnc(NC(=O)CC(F)F)c1,Z0719a,Z1597a,,,
NC(=S)c1nc[nH]c1NC(=O)CC(F)F,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1c(CC)ncn1C,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1cn(CCC)cn1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C(C)(C)Br)c1C#N,Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)C(C)(C)Br)c1,Z0719a,Z1597a,,,
Cn1cnc(C#N)c1NC(=O)C(C)(C)Br,Z0719a,Z1597a,,,
CC(C)n1cnc(NC(=O)C(C)(C)Br)c1,Z0719a,Z1597a,,,
CC(C)(Br)C(=O)Nc1[nH]cnc1C(N)=S,Z0719a,Z1597a,,,
CC(C)(Br)C(=O)Nc1nc[nH]c1C(N)=O,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1cn(C(C)C)cn1,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1[nH]cnc1C(N)=S,Z0719a,Z1597a,,,
CC(C)n1cnc(NC(=O)C2CC2F)c1,Z0719a,Z1597a,,,
NC(=S)c1nc[nH]c1NC(=O)C1CC1F,Z0719a,Z1597a,,,
NC(=O)c1[nH]cnc1NC(=O)C1CC1F,Z0719a,Z1597a,,,
O=C(Nc1cnc2n1CCC2)C1CC1F,Z0719a,Z1597a,,,
CC(C)(Br)C(=O)Nc1cnc2n1CCC2,Z0719a,Z1597a,,,
Cc1nc(C)n(C)c1NC(=O)C(C)(C)Br,Z0719a,Z1597a,,,
CC(C)(Br)C(=O)Nc1nc[nH]c1[N+](=O)[O-],Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)C(C)CF)c1,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1c(C#N)ncn1C,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)C(C)(C)Br,Z0719a,Z1597a,,,
CC(C)n1cnc(NC(=O)C2CC2Br)c1,Z0719a,Z1597a,,,
NC(=S)c1nc[nH]c1NC(=O)C1CC1Br,Z0719a,Z1597a,,,
NC(=O)c1[nH]cnc1NC(=O)C1CC1Br,Z0719a,Z1597a,,,
O=C(Nc1cnc2n1CCC2)C1CC1Br,Z0719a,Z1597a,,,
Cc1nc(C)n(C)c1NC(=O)C1CC1Br,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)C1CC1Br,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C2CC2Br)c1C#N,Z0719a,Z1597a,,,
CCCn1cnc(NC(=O)C2CC2Br)c1,Z0719a,Z1597a,,,
Cn1cnc(C#N)c1NC(=O)C1CC1Br,Z0719a,Z1597a,,,
O=C(CCBr)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1ncn(C)c1C#N,Z0719a,Z1597a,,,
CCc1ncn(C)c1NC(=O)C(C)CF,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)CCBr)n1CC#N,Z0719a,Z1597a,,,
COC(=O)c1c(NC(=O)CCBr)ncn1C,Z0719a,Z1597a,,,
CCCn1c(C)nc(C)c1NC(=O)CCBr,Z0719a,Z1597a,,,
CCOC(=O)c1[nH]cnc1NC(=O)CCBr,Z0719a,Z1597a,,,
Cc1nc(NC(=O)CCBr)c([N+](=O)[O-])n1C,Z0719a,Z1597a,,,
Cc1nc(C)n(C2CC2)c1NC(=O)CCBr,Z0719a,Z1597a,,,
O=C(CCBr)Nc1cn2nc(Cl)ccc2n1,Z0719a,Z1597a,,,
Cc1nc(C)n(C(C)C)c1NC(=O)CCBr,Z0719a,Z1597a,,,
O=C(CCBr)Nc1[nH]cnc1-c1nn[nH]n1,Z0719a,Z1597a,,,
CCOC(=O)c1[nH]cnc1NC(=O)C(C)Br,Z0719a,Z1597a,,,
Cc1nc(NC(=O)C(C)Br)c([N+](=O)[O-])n1C,Z0719a,Z1597a,,,
Cc1nc(C)n(C2CC2)c1NC(=O)C(C)Br,Z0719a,Z1597a,,,
N#Cc1c(NC(=O)CCBr)nc2n1CCS2,Z0719a,Z1597a,,,
N#Cc1c(NC(=O)CCBr)nc2n1CCC2,Z0719a,Z1597a,,,
Cc1nc(C(N)=O)c(NC(=O)CCBr)n1C,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CCBr)c1S(N)(=O)=O,Z0719a,Z1597a,,,
O=C(CCBr)Nc1cn(CC(F)(F)F)cn1,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C(C)CF,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C(C)CF)c1,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1ncn(C)c1C(N)=O,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1c([N+](=O)[O-])ncn1C,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1ncn(C)c1C(N)=O,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1ncn(C)c1C(=O)[O-],Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1c([N+](=O)[O-])ncn1C,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1ncn(C)c1C(=O)[O-],Z0719a,Z1597a,,,
Cc1nc(NC(=O)C(C)CF)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)C(C)CF)n1C,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
CC(CF)C(=O)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C2CC2F)n1CC#N,Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)C1CC1F,Z0719a,Z1597a,,,
Cc1nc(NC(=O)C2CC2F)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)C2CC2F)n1C,Z0719a,Z1597a,,,
O=C(Nc1cn2ncccc2n1)C1CC1F,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CCCS)c1C(N)=O,Z0719a,Z1597a,,,
O=C(CCCS)Nc1cnc2cnccn12,Z0719a,Z1597a,,,
O=C(CCCS)Nc1cn2ccncc2n1,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)CCCS)n1CC#N,Z0719a,Z1597a,,,
O=C(CCCS)Nc1cnc2n1CCOC2,Z0719a,Z1597a,,,
O=C(CCCS)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
Cn1cnc([N+](=O)[O-])c1NC(=O)CCCS,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CCCS)c1C(=O)[O-],Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)CCCS,Z0719a,Z1597a,,,
Cc1nc(NC(=O)CCCS)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)CCCS)n1C,Z0719a,Z1597a,,,
C=CCC(=O)Nc1c(C)nc2cnccn12,Z0719a,Z1597a,,,
C=C(C)CC(=O)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
C=C(C)CC(=O)Nc1c([N+](=O)[O-])ncn1C,Z0719a,Z1597a,,,
C=C(C)CC(=O)Nc1ncn(C)c1C(=O)[O-],Z0719a,Z1597a,,,
C=C(C)CC(=O)Nc1c(C)nc(C)n1CC,Z0719a,Z1597a,,,
C=C(C)CC(=O)Nc1nc(C)n(C)c1C#N,Z0719a,Z1597a,,,
O=C(Nc1cn2cccnc2n1)C1CC1F,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C(C)(C)Br)n1CC#N,Z0719a,Z1597a,,,
CC(C)(Br)C(=O)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
O=C(CCCS)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
O=C(CCCS)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
C=CCC(=O)Nc1[nH]cnc1-c1nn[nH]n1,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1c([N+](=O)[O-])ncn1C,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1ncn(C)c1C(=O)[O-],Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)C(C)OC,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1nc(C)n(C)c1C#N,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1c(C#N)nc(C)n1C,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C(C)(C)Br,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C(C)(C)Br)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C(C)(C)Br)c1C(N)=O,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C(C)CF)n1CC#N,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C(C)OC,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1cn(CC(C)C)cn1,Z0719a,Z1597a,,,
COC(C)C(=O)Nc1ncn(C)c1C(N)=O,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C2CC2F)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C2CC2F)c1C(N)=O,Z0719a,Z1597a,,,
Cn1cnc([N+](=O)[O-])c1NC(=O)C(C)(C)Br,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C(C)(C)Br)c1C(=O)[O-],Z0719a,Z1597a,,,
Cc1nc(NC(=O)C(C)(C)Br)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)C(C)(C)Br)n1C,Z0719a,Z1597a,,,
CC(C)(Br)C(=O)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
CC(C)(Br)C(=O)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
C=C(C)CC(=O)Nc1[nH]cnc1C(=O)OC,Z0719a,Z1597a,,,
C=C(C)CC(=O)Nc1cn(CC(C)C)cn1,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C(C)CS,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C(C)CS)c1,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1ncn(C)c1C(N)=O,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C1CC1F,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C(C)CS)n1CC#N,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1c([N+](=O)[O-])ncn1C,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1ncn(C)c1C(=O)[O-],Z0719a,Z1597a,,,
Cc1nc(NC(=O)C(C)CS)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)C(C)CS)n1C,Z0719a,Z1597a,,,
CC(CS)C(=O)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
C=C(C)CC(=O)Nc1ncn(C)c1C(N)=O,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1cn(CC(C)C)cn1,Z0719a,Z1597a,,,
O=C(CC(F)F)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
Cn1cnc([N+](=O)[O-])c1NC(=O)CC(F)F,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CC(F)F)c1C(=O)[O-],Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)CCCS,Z0719a,Z1597a,,,
CC=C(C)C(=O)Nc1[nH]cnc1C(=O)OC,Z0719a,Z1597a,,,
Cc1nc(NC(=O)CC(F)F)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)CC(F)F)n1C,Z0719a,Z1597a,,,
O=C(CC(F)F)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
O=C(CC(F)F)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)CCCS)c1,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C1CC1C,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C2CC2C)c1,Z0719a,Z1597a,,,
CC1CC1C(=O)Nc1ncn(C)c1C(N)=O,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C2CC2C)n1CC#N,Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)C1CC1C,Z0719a,Z1597a,,,
Cc1nc(NC(=O)C2CC2C)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)C2CC2C)n1C,Z0719a,Z1597a,,,
CC1CC1C(=O)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
C=CCC(=O)Nc1ncn(C)c1C(=O)OC,Z0719a,Z1597a,,,
C=CCC(=O)Nc1c(C)nc(C)n1CCC,Z0719a,Z1597a,,,
C=CCC(=O)Nc1nc[nH]c1C(=O)OCC,Z0719a,Z1597a,,,
C=CCC(=O)Nc1nc(C)n(C)c1[N+](=O)[O-],Z0719a,Z1597a,,,
C=CCC(=O)Nc1c(C)nc(C)n1C1CC1,Z0719a,Z1597a,,,
C=CCC(=O)Nc1cn2nc(Cl)ccc2n1,Z0719a,Z1597a,,,
C=CCC(=O)Nc1c(C)nc(C)n1C(C)C,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)CC(F)F,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)CC(F)F)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CC(F)F)c1C(N)=O,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)CC(F)F)n1CC#N,Z0719a,Z1597a,,,
C=CCC(=O)Nc1nc2n(c1C#N)CCS2,Z0719a,Z1597a,,,
C=CCC(=O)Nc1nc2n(c1C#N)CCC2,Z0719a,Z1597a,,,
C=CCC(=O)Nc1c(C(N)=O)nc(C)n1C,Z0719a,Z1597a,,,
C=CCC(=O)Nc1ncn(C)c1S(N)(=O)=O,Z0719a,Z1597a,,,
C=CCC(=O)Nc1cn(CC(F)(F)F)cn1,Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)CC(F)F,Z0719a,Z1597a,,,
N#Cc1c(NC(=O)CCS)nc2n1CCS2,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C1CC1Cl,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C2CC2Cl)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C2CC2Cl)c1C(N)=O,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C2CC2Cl)n1CC#N,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)CC(N)=O)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CC(N)=O)c1C(N)=O,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)CC(N)=O)n1CC#N,Z0719a,Z1597a,,,
NC(=O)CC(=O)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)CC(N)=O,Z0719a,Z1597a,,,
Cc1nc(NC(=O)CC(N)=O)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)CC(N)=O)n1C,Z0719a,Z1597a,,,
NC(=O)CC(=O)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
NC(=O)CC(=O)Nc1cn2cccnc2n1,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)CC(N)=O,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)C2CCO2)n1C,Z0719a,Z1597a,,,
O=C(Nc1cn2ncccc2n1)C1CCO1,Z0719a,Z1597a,,,
O=C(Nc1cn2cccnc2n1)C1CCO1,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C1CCO1,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C2CCO2)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C2CCO2)c1C(N)=O,Z0719a,Z1597a,,,
Cn1cnc([N+](=O)[O-])c1NC(=O)CC(N)=O,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CC(N)=O)c1C(=O)[O-],Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)C1CC1Cl,Z0719a,Z1597a,,,
Cc1nc(NC(=O)C2CC2Cl)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)C2CC2Cl)n1C,Z0719a,Z1597a,,,
O=C(Nc1cn2ncccc2n1)C1CC1Cl,Z0719a,Z1597a,,,
O=C(Nc1cn2cccnc2n1)C1CC1Cl,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C(C)(C)S,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C(C)(C)S)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C(C)(C)S)c1C(N)=O,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C(C)(C)S)n1CC#N,Z0719a,Z1597a,,,
CC(C)(S)C(=O)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
Cn1cnc([N+](=O)[O-])c1NC(=O)C(C)(C)S,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C2CCO2)n1CC#N,Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)C1CCO1,Z0719a,Z1597a,,,
Cc1nc(NC(=O)C2CCO2)c(C#N)n1C,Z0719a,Z1597a,,,
N#Cc1c(NC(=O)CCS)nc2n1CCC2,Z0719a,Z1597a,,,
Cc1nc(C(N)=O)c(NC(=O)CCS)n1C,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CCS)c1S(N)(=O)=O,Z0719a,Z1597a,,,
O=C(CCS)Nc1cn(CC(F)(F)F)cn1,Z0719a,Z1597a,,,
COC(=O)c1c(NC(=O)CCS)ncn1C,Z0719a,Z1597a,,,
CCCn1c(C)nc(C)c1NC(=O)CCS,Z0719a,Z1597a,,,
CCOC(=O)c1[nH]cnc1NC(=O)CCS,Z0719a,Z1597a,,,
Cc1nc(NC(=O)CCS)c([N+](=O)[O-])n1C,Z0719a,Z1597a,,,
COC(=O)c1nc[nH]c1NC(=O)C1=CCC1,Z0719a,Z1597a,,,
CCn1c(C)nc(C)c1NC(=O)C1=CCC1,Z0719a,Z1597a,,,
Cc1nc(NC(=O)C2=CCC2)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)C2=CCC2)n1C,Z0719a,Z1597a,,,
CC(C)Cn1cnc(NC(=O)C2=CCC2)c1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)C2=CCC2)c1C(N)=O,Z0719a,Z1597a,,,
Cc1ncc(NC(=O)C2=CCC2)n1CC#N,Z0719a,Z1597a,,,
O=C(CC1CC1)Nc1cn(CC2CC2)cn1,Z0719a,Z1597a,,,
Cn1cnc([N+](=O)[O-])c1NC(=O)CC1CC1,Z0719a,Z1597a,,,
Cn1cnc(NC(=O)CC2CC2)c1C(=O)[O-],Z0719a,Z1597a,,,
Cc1nc(NC(=O)CC2CC2)c(C#N)n1C,Z0719a,Z1597a,,,
Cc1nc(C#N)c(NC(=O)CC2CC2)n1C,Z0719a,Z1597a,,,
O=C(CC1CC1)Nc1cn2ncccc2n1,Z0719a,Z1597a,,,
