smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,hit6,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Cn1cc2c(C(=O)Nc3cc4c(c(C5=CCOCC5)c3)CNC4)cc(F)cc2n1,C171,Z3685a,Z1320a,Z4019a,Z3685a,Z1342a,Z1451a,Z1719a,NCc1cccc(N)c1,O=C1Cc2c(cccc2C(=O)O)N1,NCc1cccc(NC(=O)c2cccc3c2CC(=O)N3)c1,Amidation
