smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,hit9,hit10,hit11,hit12,hit13,hit14,hit15,hit16,hit17,hit18,hit19,hit20,hit21,hit22,hit23,hit24,hit25,hit26,hit27,hit28,hit29,hit30,hit31,hit32,hit33,hit34,hit35,hit36,hit37,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Cc1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Cl)cc2[nH]1,C137,Z3476a,Z3813a,Z3754a,Z4168a,Z3842a,Z3400a,Z3476a,Z4827a,Z3441a,Z1597a,Z4469a,Z3802a,Z3477a,Z4164a,Z4245a,Z3808b,Z4114a,Z1596a,Z3729a,Z1730a,Z3830a,Z4855a,Z4816a,Z3489a,Z3774a,Z2135a,Z4240a,Z3485a,Z3720a,Z3746a,Z4498a,Z1681a,Z1727a,Z2217a,Z3790a,Z3743a,Z4204a,Z3970a,Nc1ccc2c(c1)CNC2,Cc1nc2cc(Cl)cc(C(=O)O)c2[nH]1,Cc1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Cl)cc2[nH]1,Amidation
