smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CNc1nc(C2CCNCC2)nc2ccccc12,C68703,Z1719a,Z1719a,Z0917a,Z0182a,Z0990a,O=C(O)c1cn2ccnc2s1,CCC(O)c1ccncc1,CCC(OC(=O)c1cn2ccnc2s1)c1ccncc1,Steglich_esterification
