smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CCOCCN1CCN(Cc2ccc3c(c2)CNC3)CC1,C56798,Z0990a,Z3596a,Z0990a,Z3515a,Z3527a,O=Cc1cnc(C2CCC2)s1,NCc1cccc2[nH]ccc12,c1cc(CNCc2cnc(C3CCC3)s2)c2cc[nH]c2c1,Reductive_amination
