smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1,reactant3_step1
Cn1ncc2cc(CO)c(-c3cccnc3)nc21,C53342,Z0709a,Z1495a,Z0709a,Z1597a,CC=O,OB(O)c1cccc2cccnc12,CC(NCc1cnc(C2CC2)o1)c1cccc2cccnc12,Petasis-borono_Mannich_reaction,NCc1cnc(C2CC2)o1
