smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,hit9,hit10,hit11,hit12,hit13,hit14,hit15,hit16,hit17,hit18,hit19,hit20,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Cc1c[nH]c2c(Cl)cc(C(=O)Nc3ccc4c(c3)CNC4)cc12,C268,Z4959a,Z3432a,Z0051a,Z2262a,Z3400a,Z1761a,Z4959a,Z3440a,Z0673a,Z1682a,Z1756a,Z0404a,Z3264a,Z0844a,Z0465a,Z0589a,Z1753a,Z0227a,Z0425a,Z0435a,Z0559a,Nc1ccc2c(c1)CNC2,COC(=O)c1cc(Cl)c2[nH]cc(C)c2c1,Cc1c[nH]c2c(Cl)cc(C(=O)Nc3ccc4c(c3)CNC4)cc12,Ester_amidation
