smiles,compound_set,template,hit1,hit2,reactant_step1,product_step1,reaction_name_step1
c1ncc2c([C@H]3CCCNC3)ccn2n1,C59808,Z0917a,Z1719a,Z0917a,c1cncc(C2CCCCN2)c1,[O-][n+]1cccc(C2CCCCN2)c1,N-oxide_formation
