smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CC[C@H](CN[C@H](C)c1cc2ccccc2nc1OC)n1cccn1,C14716,Z1716a,Z1716a,Z1098a,Z1342a,CC(=O)NCC1CCCN1,O=C(O)c1cccc2[nH]ccc12,CC(=O)NCC1CCCN1C(=O)c1cccc2[nH]ccc12,Amidation
