smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1,reactant3_step1
C[C@@H](N)Cc1cccc2ncoc12,C66225,Z0089a,Z1716a,Z0089a,CC=O,OB(O)c1cscn1,CSCCN(C)C(C)c1cscn1,Petasis-borono_Mannich_reaction,CNCCSC
