smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CC1=CC(=O)C(=CNc2ccc3[nH]c(-c4cccnc4)nc3c2)C(=O)O1,C784,Z3476a,Z0852a,Z3476a,Nc1ccnc2ccccc12,CCc1ccnc(C(=O)O)c1,CCc1ccnc(C(=O)Nc2ccnc3ccccc23)c1,Amidation
