smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
O=C(N[C@H]1CCN(c2ccccn2)C1)c1cccc2c1C1(CCNCC1)C(=O)N2,C22467,Z3799a,Z3799a,Z0990a,Z0455a,Z0553a,Z1470a,NC1CCN(c2ccccn2)C1,COC(=O)c1cccc2c1C1(CCNCC1)C(=O)N2,O=C(NC1CCN(c2ccccn2)C1)c1cccc2c1C1(CCNCC1)C(=O)N2,Ester_amidation
