smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
O=C(Nc1ccc2c(c1)CNC2)[C@H]1CCCN(c2cc(=O)[nH]cn2)C1,C4207,Z0182a,Z4245a,Z4008a,Z3729a,Z0182a,Z3527a,O=C(O)CNC(=O)c1cscn1,Nc1ccc(-n2cnc3ccccc32)cc1,O=C(CNC(=O)c1cscn1)Nc1ccc(-n2cnc3ccccc32)cc1,Amidation
