smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1nc([C@H]2CCCNCC2)c[nH]1,C69956,Z0719a,Z0827a,Z0719a,Z0819a,Z0990a,NC1Cc2cscc2C1,COC(=O)c1cnc2c(C=O)cccn12,COC(=O)c1cnc2c(CNC3Cc4cscc4C3)cccn12,Reductive_amination
