smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,hit6,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Cc1nc2cc(CNCc3cc4c(s3)CCNC4)ccc2[nH]1,C67555,Z0846a,Z0846a,Z4008a,Z3503a,Z3596a,Z3476a,Z3527a,O=C1CC(C(=O)O)CCN1,Nc1nnc(C2CCNC2)[nH]1,O=C1CC(C(=O)Nc2nnc(C3CCNC3)[nH]2)CCN1,Amidation
