smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Cn1cc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(F)cc2n1,C99513,Z3465a,Z4094a,Z3465a,Z5017a,Z4959b,Z4963a,Nc1ccc2c(c1)CNC2,Cn1cc2c(C(=O)O)cc(F)cc2n1,Cn1cc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(F)cc2n1,Amidation
