smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CC(=O)NCC12CCCN1CCC2,C59954,Z0719a,Z0827a,Z0719a,Z0819a,Z0990a,CC(=O)O,NCC12CCCN1CCC2,CC(=O)NCC12CCCN1CCC2,Amidation
