smiles,compound_set,template,hit1,hit2,reactant_step1,product_step1,reaction_name_step1
c1cncc([C@@H]2CNCCN2)c1,C53862,Z0990a,Z1098a,Z0990a,CC(C)(C)OC(=O)N1CCNCC1c1cccnc1,c1cncc(C2CNCCN2)c1,N-Boc_deprotection
