smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
O=C(CSc1nnc2ccccn12)Nc1ncc([C@H]2CCOC2)s1,C15916,Z0788b,Z0435a,Z0951a,Z0788b,O=C(O)C(F)C1CCNCC1,NCCN1Cc2ccccc2C1,O=C(NCCN1Cc2ccccc2C1)C(F)C1CCNCC1,Amidation
