target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-3-1,reactant-4-1
C136,2,,,,O=C(Nc1ccc2c(c1)CNC2)c1cccc2nc(C(F)(F)F)[nH]c12,NCI,NCn1c(C(F)(F)F)nc2c(C(=O)Nc3ccc4c(c3)CNC4)cccc21,Amine_alkylation,,,Nc1ccc2c(c1)CNC2,O=C(O)c1cccc2[nH]c(C(F)(F)F)nc12,O=C(Nc1ccc2c(c1)CNC2)c1cccc2nc(C(F)(F)F)[nH]c12,Amidation,,,,
C253,2,,,,CN1Cc2ccc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)cc2C1,,CN1Cc2cc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)cc(Br)c2C1,Aromatic_bromination,,,O=C(O)c1cc(Cl)cc2c1cnn2C1CNC1,CN1Cc2ccc(N)cc2C1,CN1Cc2ccc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)cc2C1,Amidation,,,,
C251,2,,,,CC1(C)Cc2cccc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)c2O1,C[Mg]I,CC1(C)Cc2cccc(NC(C)(O)c3cc(Cl)cc4c3cnn4C3CNC3)c2O1,Grignard_addition_to_carbonyl,,,O=C(O)c1cc(Cl)cc2c1cnn2C1CNC1,CC1(C)Cc2cccc(N)c2O1,CC1(C)Cc2cccc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)c2O1,Amidation,,,,
C118,2,,,,Nc1ccc2c(c1)CNC2,O=C(O)c1cc(F)cc2n[nH]cc12,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,Amidation,,,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,ClCC1CCNCC1,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2nn(CC3CCNCC3)cc12,Amine_alkylation,,,,
