smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CS(=O)(=O)C[C@H](O)C1CCNCC1,C57354,7gpp-a,7gph-a,7gpo-a,O=C(O)c1ccc2[nH]c3c(c2c1)CCCC3,NCc1nc(-c2ccccn2)no1,O=C(NCc1nc(-c2ccccn2)no1)c1ccc2[nH]c3c(c2c1)CCCC3,Amidation
