smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CN(c1cccnc1)S(=O)(=O)CCN1CCOC1=O,C12064,7gq5-b,7gp9-a,7gor-a,NCc1cncnc1,CNC(C)CN1CCCCC1,CC(CN1CCCCC1)N(C)C(=O)NCc1cncnc1,Formation_of_urea_from_two_amines
