SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,3
SMARTSError,Reaction name Sp2-sp2_Suzuki_coupling not found in SMARTS handler.,3
SMARTSError,Reaction name Isocyanate_to_urea not found in SMARTS handler.,2
NoReactants,All reactants were filtered for r1. No products will be found.,2
ProductFormationError,All products filtered for step 1.,1
ReactionError,No atoms found involved in reaction Amidation in mol NCCC1CCCN1 and CC(Cc1cnc[nH]1)C(=O)O,1
ReactionError,No atoms found involved in reaction Amidation in mol CCOC(=O)C1CCNC1 and O=C(O)C(O)C1CCOCC1,1
ReactionError,No atoms found involved in reaction Amidation in mol CCOC(=O)c1cnc(N)n1C and CCC(CC(C)C)C(=O)O,1
ReactionError,No atoms found involved in reaction Amidation in mol CNCc1ncc[nH]1 and CCOC(=O)c1cccc(C(=O)O)c1,1
ReactionError,No atoms found involved in reaction Amidation in mol O=C(O)Cn1cnc2ccccc21 and Cc1[nH]ncc1CCCN,1
ReactionError,No atoms found involved in reaction Amidation in mol O=C(O)Cn1cnc2ccccc21 and Cc1cccc2[nH]c(N)nc12,1
ReactionError,No atoms found involved in reaction Amidation in mol O=C(O)c1[nH]c2ccccc2c1Cl and NCCc1ncc[nH]1,1
ReactionError,No atoms found involved in reaction Amidation in mol O=C(O)c1cn2ccnc2s1 and CC(C)(C(=O)O)n1cc(N)cn1,1
ReactionError,No atoms found involved in reaction Amidation in mol O=C(O)c1cnc2n1CCS2 and Nc1cccc2c1ccn2C(F)F,1
ReactionError,No atoms found involved in reaction Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol in mol OCc1cn2cccnc2n1 and NC(c1cccnc1)C1CC1,1
ReactionError,No atoms found involved in reaction N-nucleophilic_aromatic_substitution in mol CC(N)Cc1cnn(C)c1 and Brc1ccn2ccnc2n1,1
ReactionError,No atoms found involved in reaction N-nucleophilic_aromatic_substitution in mol c1cc(C2CCCNC2)ccn1 and Brc1ccnc2nccn12,1
