smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1c[nH]c(-c2cocn2)n1,C50489,7got-a,B1307a,7gor-a,7goj-a,7gnz-a,O=C=NC1CCCOC1,CC(C)Cc1nnc2n1CCNC2,CC(C)Cc1nnc2n1CCN(C(=O)NC1CCCOC1)C2,Isocyanate_to_urea
