smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1c[nH]c(-c2ccsn2)n1,C52888,7got-a,B1307a,7gor-a,7goj-a,7gnz-a,Nc1cccnc1C1CC1,Brc1cccc2c1OCC2,O=S(=O)(Nc1cccnc1C1CC1)c1cccc2c1OCC2,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction
