smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CC[C@H](c1nc2ccccc2[nH]1)N(C)CCO,C52064,7gqa-a,7gpc-a,7gqa-a,NCCCCn1ccccc1=O,Cc1cc(I)cs1,Cc1cc(S(=O)(=O)NCCCCn2ccccc2=O)cs1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction
