smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1,reactant3_step1
c1cncc(CN(c2nc3ccccc3o2)C2CC2)c1,C25412,7gpp-a,7goq-a,7gqr-a,7gor-a,7gnz-a,CC=O,OB(O)c1ccn[nH]1,CC(NCCc1c[nH]c2cccc(F)c12)c1ccn[nH]1,Petasis-borono_Mannich_reaction,NCCc1c[nH]c2cccc(F)c12
