smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
COC(=O)CC1=NN(c2ncc[nH]2)C(=O)C1,C60920,7go9-a,7gpg-a,7gqp-a,7gqn-a,Nc1ccc2c(c1)CCO2,CC(C)(C)OC(=O)c1csc(C2CCNCC2)n1,O=C(Nc1ccc2c(c1)CCO2)c1csc(C2CCNCC2)n1,Ester_amidation
