smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CN([C@H]1CCNC1)S(=O)(=O)CCc1ccncc1,C27587,7go4-b,7gp9-a,7gov-a,7gpo-a,O=C(O)c1csc(N2CCCCC2)n1,CC(CN)[S+](C)[O-],CC(CNC(=O)c1csc(N2CCCCC2)n1)[S+](C)[O-],Amidation
