smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1c[nH]c(-c2nccs2)n1,C54502,7got-a,B1307a,7gor-a,7goj-a,7gnz-a,O=C(O)c1ccc2[nH]c3c(c2c1)CCCC3,CC(O)c1csnn1,CC(OC(=O)c1ccc2[nH]c3c(c2c1)CCCC3)c1csnn1,Steglich_esterification
