smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
S=c1cc(-c2ccccn2)cn[nH]1,C60663,7gqa-a,7goq-a,7gpl-a,7gq3-a,CNCc1ncc[nH]1,CCOC(=O)c1cccc(C(=O)O)c1,CCOC(=O)c1cccc(C(=O)N(C)Cc2ncc[nH]2)c1,Amidation
