smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1c[nH]c(-c2cscn2)n1,C47228,7got-a,B1307a,7gor-a,7goj-a,7gnz-a,O=C(O)c1[nH]c2ccccc2c1Cl,NCCc1ncc[nH]1,O=C(NCCc1ncc[nH]1)c1[nH]c2ccccc2c1Cl,Amidation
