smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
O=C(CSc1nc2cc(CO)ccc2o1)NCc1cccnc1,C5010,7gpp-a,7goq-a,7gqr-a,7gor-a,7gnz-a,O=Cc1c[nH]nc1-c1ccc2c(c1)OCO2,NCCn1ccc2ccccc21,c1ccc2c(c1)ccn2CCNCc1c[nH]nc1-c1ccc2c(c1)OCO2,Reductive_amination
