smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1cc([C@@H]2NCCS2)cs1,C15762,7gpo-a,7gpk-b,7gpq-a,7gpo-a,O=C(O)c1ccn2ccnc2n1,NCc1csc(Cl)c1,O=C(NCc1csc(Cl)c1)c1ccn2ccnc2n1,Amidation
