smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
O=C(Nc1ccccc1I)[C@@H]1COCCO1,C793,7gqd-a,7gnv-a,7goz-a,O=C(O)c1sc(F)cc1Br,CC1(C)OB(CCC(=O)O)OC1(C)C,O=C(O)CCc1cc(F)sc1C(=O)O,Sp3-sp2_Suzuki_coupling
