smiles,compound_set,template,hit1,hit2,reactant_step1,product_step1,reaction_name_step1
c1cc([C@H]2CCN2)n[nH]1,C4764,A4035a,A4035a,A0556a,CC(C)(C)OC(=O)N1CCC1c1cc[nH]n1,c1cc(C2CCN2)n[nH]1,N-Boc_deprotection
