,smiles,inchi_key,error_type,error_message,retro_tool,db_search_tool,1_r1_smiles,1_r2_smiles,1_reaction,compound_set,elab_single_reactant,hit1,hit2,num_placed,num_successful,route_uuid,template,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit3,hit4,hit5,hit6
0,CC(=O)Nc1ccc(C(=O)N[C@H](C)C2CC2)nc1,VAYQUYQSWAUBAD-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(N)C1CC1,CC(=O)Nc1ccc(C(=O)O)nc1,Amidation,C25347,0.0,A3618a,A0310a,10000.0,182.0,5f8036141cb2b17e86df1f43a73bb846,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3618a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C25347/VAYQUYQSWAUBAD-UHFFFAOYSA-N/VAYQUYQSWAUBAD-UHFFFAOYSA-N_5f8036141cb2b17e86df1f43a73bb846_to_hippo.pkl.gz,13439.0,3175.0,,,,
0,NCc1nc[nH]c1C(=O)Nc1cccc2cn[nH]c12,XEWCFUUENPDOSL-UHFFFAOYSA-N,,,aizynthfinder,hippo,Nc1cccc2cn[nH]c12,NCc1nc[nH]c1C(=O)O,Amidation,C24648,0.0,A1209a,A3181b,182.0,0.0,30f91c358c02fb6837c576ad1845243b,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3181b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C24648/XEWCFUUENPDOSL-UHFFFAOYSA-N/XEWCFUUENPDOSL-UHFFFAOYSA-N_30f91c358c02fb6837c576ad1845243b_to_hippo.pkl.gz,182.0,182.0,,,,
0,CC(C)C(=O)N(C(C)C)[C@@H]1CCCNC1,YKFCDWMBODQRLV-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(C)C(=O)O,CC(C)NC1CCCNC1,Amidation,C2418,0.0,A3618a,A4237b,6464.0,15.0,8de9e63452f490c60247ee281536ba24,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4237b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C2418/YKFCDWMBODQRLV-UHFFFAOYSA-N/YKFCDWMBODQRLV-UHFFFAOYSA-N_8de9e63452f490c60247ee281536ba24_to_hippo.pkl.gz,6464.0,898.0,,,,
0,CCON(C[C@H]1CCCNC1)C(C)C,GRCPKGYTKXKWFK-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C2390,,A4374b,A1775a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4374b_apo-desolv.pdb,,,,,,,
0,COc1ccc(CCN(C)C(=O)[C@H]2CCC(=O)NC2)cn1,JJKPNZIAVNEQFY-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C1CCC(C(=O)O)CN1,CNCCc1ccc(OC)nc1,Amidation,C105126,0.0,A4029a,A2629a,926.0,0.0,14c3c4e8ca63346301bea7ec1395813e,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4029a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C105126/JJKPNZIAVNEQFY-UHFFFAOYSA-N/JJKPNZIAVNEQFY-UHFFFAOYSA-N_14c3c4e8ca63346301bea7ec1395813e_to_hippo.pkl.gz,926.0,201.0,,,,
0,CC(=O)N1CCN(C(=O)NCCc2ccncc2)CC12CCCCC2,LRTLCHQEZXDGPD-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)N1CCNCC12CCCCC2,NCCc1ccncc1,Formation_of_urea_from_two_amines,C10681,0.0,A1775a,A3392a,279.0,0.0,8f3fac0879a727eb992e197c8e702f94,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3392a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C10681/LRTLCHQEZXDGPD-UHFFFAOYSA-N/LRTLCHQEZXDGPD-UHFFFAOYSA-N_8f3fac0879a727eb992e197c8e702f94_to_hippo.pkl.gz,279.0,177.0,,,,
0,CN(Cc1nccn1C)C(=O)NCCN1CCc2ccccc21,XFLRGLNKSUBAIU-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCCN1CCc2ccccc21,CNCc1nccn1C,Formation_of_urea_from_two_amines,C106545,0.0,A2972a,A1778a,6984.0,170.0,2c14ac3dd7886d130a91f27ee42ef1df,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2972a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C106545/XFLRGLNKSUBAIU-UHFFFAOYSA-N/XFLRGLNKSUBAIU-UHFFFAOYSA-N_2c14ac3dd7886d130a91f27ee42ef1df_to_hippo.pkl.gz,6984.0,2977.0,,,,
0,O=C(COC1CCC1)N1CC[C@@H](c2ccno2)C1,RBNSWXUVCCJWGP-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1cc(C2CCNC2)on1,O=C(O)COC1CCC1,Amidation,C104894,0.0,A0541a,A4418a,130.0,0.0,538bd9f7131feb8f9327e0f652885af5,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4418a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C104894/RBNSWXUVCCJWGP-UHFFFAOYSA-N/RBNSWXUVCCJWGP-UHFFFAOYSA-N_538bd9f7131feb8f9327e0f652885af5_to_hippo.pkl.gz,130.0,19.0,,,,
0,CC(=O)NCC1CCN(C(=O)[C@@H](C)Sc2ccccn2)CC1,GEZPFGWIPNSGAO-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)NCC1CCNCC1,CC(Sc1ccccn1)C(=O)O,Amidation,C10571,0.0,A2846a,A1778a,136.0,0.0,207f2144144eaeafa5ad114fe697e628,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2846a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C10571/GEZPFGWIPNSGAO-UHFFFAOYSA-N/GEZPFGWIPNSGAO-UHFFFAOYSA-N_207f2144144eaeafa5ad114fe697e628_to_hippo.pkl.gz,136.0,34.0,,,,
0,CNC(=O)[C@H]1CCCN1C(=O)[C@@H](C)Sc1ccccn1,XJPJCIMCDCBUDM-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ccccn1)C(=O)O,CNC(=O)C1CCCN1,Amidation,C10535,0.0,A1776a,A3436a,574.0,0.0,95c5dfa540e1a0e7236d5e98bd85bcfb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3436a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C10535/XJPJCIMCDCBUDM-UHFFFAOYSA-N/XJPJCIMCDCBUDM-UHFFFAOYSA-N_95c5dfa540e1a0e7236d5e98bd85bcfb_to_hippo.pkl.gz,574.0,89.0,,,,
0,C[C@@H](Sc1ncccc1C(=O)NCC(C)(C)C)C(=O)N1CCCC1,QLCVGBHOPHCWJD-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ncccc1C(=O)O)C(=O)N1CCCC1,CC(C)(C)CN,Amidation,C10549,0.0,A1778a,A3392a,10000.0,0.0,363b74321a5ef761be2f3cbc6baa8221,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3392a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C10549/QLCVGBHOPHCWJD-UHFFFAOYSA-N/QLCVGBHOPHCWJD-UHFFFAOYSA-N_363b74321a5ef761be2f3cbc6baa8221_to_hippo.pkl.gz,18468.0,4122.0,,,,
0,CC(=O)NC[C@H]1CCCN(C(=O)[C@@H](C)Sc2ccccn2)C1,KRIKUQAZPILDPI-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)NCC1CCCNC1,CC(Sc1ccccn1)C(=O)O,Amidation,C10567,0.0,A3435a,A1776a,150.0,0.0,1887ffc3dfed622932897350a704a63d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3435a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C10567/KRIKUQAZPILDPI-UHFFFAOYSA-N/KRIKUQAZPILDPI-UHFFFAOYSA-N_1887ffc3dfed622932897350a704a63d_to_hippo.pkl.gz,150.0,25.0,,,,
0,CC(C)Cc1nnc2c(C(=O)O[C@@H](C)c3ccncc3)cccn12,GNAHZGVSELLNGY-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(O)c1ccncc1,CC(C)Cc1nnc2c(C(=O)O)cccn12,Steglich_esterification,C104497,0.0,A3194a,A1293a,130.0,0.0,68aeea89ee5d924066af81c1686e567b,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3194a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C104497/GNAHZGVSELLNGY-UHFFFAOYSA-N/GNAHZGVSELLNGY-UHFFFAOYSA-N_68aeea89ee5d924066af81c1686e567b_to_hippo.pkl.gz,130.0,64.0,,,,
0,C[C@@H](CNC(=O)C[C@@H](C)N1CCc2ccccc21)CC(F)(F)F,GFTCXYDTVIIUSE-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CC(=O)O)N1CCc2ccccc21,CC(CN)CC(F)(F)F,Amidation,C10575,0.0,A3371a,A1778a,1208.0,18.0,4520bed9a794092fab544d89a9d11063,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3371a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C10575/GFTCXYDTVIIUSE-UHFFFAOYSA-N/GFTCXYDTVIIUSE-UHFFFAOYSA-N_4520bed9a794092fab544d89a9d11063_to_hippo.pkl.gz,1208.0,134.0,,,,
0,COCC=Cc1cccc2c1NCC2,ZLIGEXAOTFMWIY-UHFFFAOYSA-N,SMARTSError,Reaction name Sp2-sp2_Suzuki_coupling not found in SMARTS handler.,,,,,,C31957,,A4237b,A1778a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4237b_apo-desolv.pdb,,,,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7f8257173f40>,FIQGWCSDZCNMCO-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction Amidation in mol O=C(O)CCC1CCCNC1 and NOC1CCCC1,aizynthfinder,hippo,O=C(O)CCC1CCCNC1,NOC1CCCC1,Amidation,,0.0,,,,,9778df2433ff92941735c90c7e46c76f,,,,,,,,
0,CC(C)[C@@H](NC(=O)c1ccnn1C1CCCC1)c1ncc[nH]1,PSPORJXVCMZQLN-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccnn1C1CCCC1,CC(C)C(N)c1ncc[nH]1,Amidation,C33613,0.0,A0556a,A2972a,348.0,0.0,880e97c12c3f4323067d9dafa18248c2,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2972a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C33613/PSPORJXVCMZQLN-UHFFFAOYSA-N/PSPORJXVCMZQLN-UHFFFAOYSA-N_880e97c12c3f4323067d9dafa18248c2_to_hippo.pkl.gz,348.0,141.0,,,,
0,O=C1C[C@H](NC(=O)c2ccc(-c3cn[nH]c3)cc2)CCN1,WGYSJYZCOQJSGJ-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccc(-c2cn[nH]c2)cc1,NC1CCNC(=O)C1,Amidation,C33363,0.0,A0556a,A4563a,48.0,0.0,5e59a677f64054bc2cc7023a15f15ae8,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4563a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C33363/WGYSJYZCOQJSGJ-UHFFFAOYSA-N/WGYSJYZCOQJSGJ-UHFFFAOYSA-N_5e59a677f64054bc2cc7023a15f15ae8_to_hippo.pkl.gz,48.0,19.0,,,,
0,C[C@H](Sc1ccccn1)C(=O)N1CCC[C@@H]1COC(F)F,ULOXUOOKQMHPDW-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(Sc1ccccn1)C(=O)O,FC(F)OCC1CCCN1,Amidation,C31914,0.0,A4237a,A1778a,20.0,0.0,de4afc7e246f98dd9e3e2a384ff7f699,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4237a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C31914/ULOXUOOKQMHPDW-UHFFFAOYSA-N/ULOXUOOKQMHPDW-UHFFFAOYSA-N_de4afc7e246f98dd9e3e2a384ff7f699_to_hippo.pkl.gz,20.0,2.0,,,,
0,O=C1CCC[C@@H](OC(=O)C[C@H](C(F)F)n2ccnc2)CN1,YZDMAFVUISHMFV-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CC(C(F)F)n1ccnc1,O=C1CCCC(O)CN1,Steglich_esterification,C31867,0.0,A1209a,A4029a,4.0,0.0,770b533fa3f503b9da71c5c940e50550,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1209a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C31867/YZDMAFVUISHMFV-UHFFFAOYSA-N/YZDMAFVUISHMFV-UHFFFAOYSA-N_770b533fa3f503b9da71c5c940e50550_to_hippo.pkl.gz,4.0,1.0,,,,
0,COCCN1C[C@@H](CNC(=O)NC[C@]23C[C@H](CCO2)C3)CC1=O,ZTMHRCWTNSPQGN-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCC12CC(CCO1)C2,COCCN1CC(CN)CC1=O,Formation_of_urea_from_two_amines,C33243,0.0,A0341a,A3956a,212.0,0.0,a0ab8470dfac22309ec1f697dd82a418,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3956a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C33243/ZTMHRCWTNSPQGN-UHFFFAOYSA-N/ZTMHRCWTNSPQGN-UHFFFAOYSA-N_a0ab8470dfac22309ec1f697dd82a418_to_hippo.pkl.gz,212.0,23.0,,,,
0,N#Cc1cncc(CC(=O)NCc2ccc3c(c2)CCCN3)c1,ZJMRYSAATNYSCO-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r1. No products will be found.,aizynthfinder,hippo,NCc1ccc2c(c1)CCCN2,N#Cc1cncc(CC(=O)O)c1,Amidation,C33915,0.0,A3201a,A1778a,,,0c9fb74124b369f18178d633f76c7799,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3201a_apo-desolv.pdb,,,,,,,
0,CCCc1n[nH]c2ccc(C(=O)NCc3ccncn3)cc12,ROBQLCHSXQDWEG-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCc1ccncn1,CCCc1n[nH]c2ccc(C(=O)O)cc12,Amidation,C32415,0.0,A3181b,A1068a,345.0,0.0,863f21e14443206827adda43cdc2fc61,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1068a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C32415/ROBQLCHSXQDWEG-UHFFFAOYSA-N/ROBQLCHSXQDWEG-UHFFFAOYSA-N_863f21e14443206827adda43cdc2fc61_to_hippo.pkl.gz,345.0,302.0,,,,
0,<rdkit.Chem.rdchem.Mol object at 0x7fee870b7f40>,HMQRCRGWWKHSOQ-UHFFFAOYSA-N,ReactionError,No atoms found involved in reaction N-nucleophilic_aromatic_substitution in mol NCCCOC1CCOC1 and Clc1ccnc(N2CCCCC2)n1,aizynthfinder,hippo,NCCCOC1CCOC1,Clc1ccnc(N2CCCCC2)n1,N-nucleophilic_aromatic_substitution,,0.0,,,,,f034f69791b20c883378d139b3431962,,,,,,,,
0,COc1ccc2ncc(C(=O)NC[C@]34CC[C@H](CC3)N4)n2n1,JTEJVNYAELMDNE-UHFFFAOYSA-N,,,aizynthfinder,hippo,COc1ccc2ncc(C(=O)O)n2n1,NCC12CCC(CC1)N2,Amidation,C3863,0.0,A0202a,A0875a,12.0,0.0,ff355705422e59bfaddab3b963800f85,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C3863/JTEJVNYAELMDNE-UHFFFAOYSA-N/JTEJVNYAELMDNE-UHFFFAOYSA-N_ff355705422e59bfaddab3b963800f85_to_hippo.pkl.gz,12.0,6.0,,,,
0,O=C(C[C@H]1CCc2ccccc21)NCCCc1nnc2ccccn12,KOQQXKYWQMMEBA-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CC1CCc2ccccc21,NCCCc1nnc2ccccn12,Amidation,C39872,0.0,A1293a,A1778a,576.0,0.0,14e37364b5968cc3cefe3e4acf564d1e,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1293a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C39872/KOQQXKYWQMMEBA-UHFFFAOYSA-N/KOQQXKYWQMMEBA-UHFFFAOYSA-N_14e37364b5968cc3cefe3e4acf564d1e_to_hippo.pkl.gz,576.0,89.0,,,,
0,O=C(O[C@H](c1nc2ccccc2o1)C(F)(F)F)[C@H]1CCCS1(=O)=O,HASBCQSXHBUGKF-UHFFFAOYSA-N,,,aizynthfinder,hippo,OC(c1nc2ccccc2o1)C(F)(F)F,O=C(O)C1CCCS1(=O)=O,Steglich_esterification,C27189,0.0,A0514b,A0354a,676.0,0.0,a177ba61804944dce18a2b77f5078ed2,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0514b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C27189/HASBCQSXHBUGKF-UHFFFAOYSA-N/HASBCQSXHBUGKF-UHFFFAOYSA-N_a177ba61804944dce18a2b77f5078ed2_to_hippo.pkl.gz,676.0,49.0,,,,
0,Cc1ccccc1C(=O)NCCc1cocn1,MHJINKMDGLJYJH-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCCc1cocn1,Cc1ccccc1C(=O)O,Amidation,C266892,0.0,A5594a,A3408a,2037.0,191.0,1d7b9a3a2d8e0e51b20eafd9d252394c,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A5594a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C266892/MHJINKMDGLJYJH-UHFFFAOYSA-N/MHJINKMDGLJYJH-UHFFFAOYSA-N_1d7b9a3a2d8e0e51b20eafd9d252394c_to_hippo.pkl.gz,2037.0,1637.0,,,,
0,Cn1cnc(CCNC(=O)c2nn(C)c3ccc(F)cc23)c1,FDGRSYLWCHGFJP-UHFFFAOYSA-N,,,aizynthfinder,hippo,Cn1nc(C(=O)O)c2cc(F)ccc21,Cn1cnc(CCN)c1,Amidation,C264727,0.0,A4347a,A3587a,69.0,0.0,a47d198d72532805b56ec0971cd36d46,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3587a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C264727/FDGRSYLWCHGFJP-UHFFFAOYSA-N/FDGRSYLWCHGFJP-UHFFFAOYSA-N_a47d198d72532805b56ec0971cd36d46_to_hippo.pkl.gz,69.0,33.0,A4346a,,,
0,CC(=O)[C@@H]1CCN(C(=O)CO[C@H]2CCCc3ccccc32)C1,BZLSGPYVTJTSHN-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)C1CCNC1,O=C(O)COC1CCCc2ccccc21,Amidation,C27893,0.0,A4418a,A1778a,44.0,0.0,e4af9986094ea650ed150a418c15ab06,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4418a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C27893/BZLSGPYVTJTSHN-UHFFFAOYSA-N/BZLSGPYVTJTSHN-UHFFFAOYSA-N_e4af9986094ea650ed150a418c15ab06_to_hippo.pkl.gz,44.0,11.0,,,,
0,C#C[C@@H]1CCCN1C(=O)c1ccc2c(c1)CCCCN2,QYTMWYMZVFYJAW-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccc2c(c1)CCCCN2,C#CC1CCCN1,Amidation,C27907,0.0,A3990a,A1778a,194.0,0.0,2f28e7463d9d579bef4019782c6e0607,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3990a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C27907/QYTMWYMZVFYJAW-UHFFFAOYSA-N/QYTMWYMZVFYJAW-UHFFFAOYSA-N_2f28e7463d9d579bef4019782c6e0607_to_hippo.pkl.gz,194.0,43.0,,,,
0,C#C[C@H](CNC(=O)Cc1cncs1)CC(C)(C)C,XRCDSEZPXYCOLD-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)Cc1cncs1,C#CC(CN)CC(C)(C)C,Amidation,C28323,0.0,A3306a,A3618a,124.0,0.0,8eb20c2d0b337abc663e76eabddcd78b,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3618a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C28323/XRCDSEZPXYCOLD-UHFFFAOYSA-N/XRCDSEZPXYCOLD-UHFFFAOYSA-N_8eb20c2d0b337abc663e76eabddcd78b_to_hippo.pkl.gz,124.0,55.0,,,,
0,CN(C(=O)COC1CCNCC1)[C@@H]1CCCNC1=O,QEUQYOFEBBDDHZ-UHFFFAOYSA-N,,,aizynthfinder,hippo,CNC1CCCNC1=O,O=C(O)COC1CCNCC1,Amidation,C26549,0.0,A5036a,A0875a,674.0,0.0,553b37e8356801531935d18161f730e5,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C26549/QEUQYOFEBBDDHZ-UHFFFAOYSA-N/QEUQYOFEBBDDHZ-UHFFFAOYSA-N_553b37e8356801531935d18161f730e5_to_hippo.pkl.gz,674.0,169.0,,,,
0,O=C(C=C1CCSCC1)N(Cc1ncc[nH]1)c1cncc(Br)c1,GDQVYSCIVDEKLE-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r1. No products will be found.,aizynthfinder,hippo,O=C(O)C=C1CCSCC1,Brc1cncc(NCc2ncc[nH]2)c1,Amidation,C27712,0.0,A1180a,A4031a,,,aee8cd33e8359539f27d58a16eed6be2,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4031a_apo-desolv.pdb,,,,,,,
0,COCc1nccc(NC(=O)c2cc3cccn3cn2)n1,UILMKCCWNFQJCT-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cc2cccn2cn1,COCc1nccc(N)n1,Amidation,C27676,0.0,A0486a,A1146a,96.0,0.0,0f15df67e197ea31047b51bc69cbb9b6,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1146a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C27676/UILMKCCWNFQJCT-UHFFFAOYSA-N/UILMKCCWNFQJCT-UHFFFAOYSA-N_0f15df67e197ea31047b51bc69cbb9b6_to_hippo.pkl.gz,96.0,96.0,,,,
0,c1ccc(-c2cn[nH]c2)nc1,ZXOXPYYAVFDCDK-UHFFFAOYSA-N,SMARTSError,Reaction name Sp2-sp2_Suzuki_coupling not found in SMARTS handler.,,,,,,C3732,,A4333a,A0556a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4333a_apo-desolv.pdb,,,,,,,
