smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
CCN(Cc1ccccn1)C(=O)CCCCC(C)C,Amidation,CCNCc1ccccn1,CC(C)CCCCC(=O)O,CCN(Cc1ccccn1)C(=O)CCCCC(C)C,A3181b,A1776a,A4350a,A4350a,C8070
