smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
O=C(NCCN1CCNC1=O)NCc1ccc(-c2ccn[nH]2)cc1,Formation_of_urea_from_two_amines,NCc1ccc(-c2ccn[nH]2)cc1,NCCN1CCNC1=O,O=C(NCCN1CCNC1=O)NCc1ccc(-c2ccn[nH]2)cc1,A1081b,A0717a,A1081b,C124674
