smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
c1cncc([C@H]2CCCNC2)c1,C7530,A4836a,A1105b,A4836a,A2629a,Ic1cccnc1,CC1(C)OB(C2CCCNC2)OC1(C)C,c1cncc(C2CCCNC2)c1,Sp3-sp2_Suzuki_coupling
