smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Cc1n[nH]c2ncc(NC(=O)[C@@H](C#N)C3CCNCC3)cc12,C29678,A4456a,A0310a,A4456a,COC(=O)C(C#N)C1CCNCC1,Cc1n[nH]c2ncc(N)cc12,Cc1n[nH]c2ncc(NC(=O)C(C#N)C3CCNCC3)cc12,Ester_amidation
